lipid,transition,type,1A,2A,3A,4A,5A,1B,2B,3B,4B,1C,2C,3C,4C,5C,1D,2D,3D,4D,5D,1E,2E,3E,4E,5E,SolventBlank
TAG(58:7)_FA 16:1,950.8 -> 679.8,TAG,23329.281707772,22932.701568598,22597.281555176,25292.941864008,21930.541595459,23994.661712644,24604.801727294,24117.741729734,24411.101806635,24581.241607669,26190.661865243,24814.061798088,27474.601898187,27285.282043443,22326.04153442,24204.921874983,24652.721771235,28058.582138058,24043.721633909,24673.041717525,26687.762161243,30688.801971437,24409.981842042,26647.041900638,21799.161560059
TAG(58:7)_FA 18:0,950.8 -> 649.8,TAG,88118.08618162,85879.86560056,91339.56677246,92581.82714845,89748.30627443,90007.34570312,84329.38671875,88803.72680665,90054.68652343,86105.78576658,91807.80676271,92403.42700195,105421.66772462,99346.42736812,84091.00610352,89080.70666504,91236.7672119,100051.86718748,90817.80603026,89817.30615233,90697.446167,95468.54663089,96824.16711427,97765.08679197,76633.04504388
TAG(58:8)_FA 16:0,948.8 -> 675.8,TAG,442630.28955057,414296.74804687,454042.45410158,440104.91162102,429515.66845704,430126.99218755,443878.05224598,462739.95434569,480970.53222685,468282.07519539,493417.51562498,494347.55126924,536776.47265582,519896.07568363,502744.65771439,530358.8994139,549488.75830078,562276.96093769,544500.30126956,538728.49902334,525749.27880851,554994.01904303,573525.46289102,578799.24121113,416685.97021506
TAG(58:8)_FA 16:1,948.8 -> 677.8,TAG,96418.16796872,96751.46667481,98076.00732425,99642.50769043,101219.78637694,99509.00598145,91984.72692871,100178.60742187,97100.92700195,100191.54736331,100590.46655271,100263.0876465,111213.90722655,114770.68908692,103097.94653322,106640.24670408,105765.80822757,124414.96826174,106148.32763672,108949.68676758,106758.40722653,106899.32739259,118495.8684082,121553.86840821,88792.70642089
TAG(58:8)_FA 18:0,948.8 -> 647.8,TAG,324861.4824218,310172.74218755,326856.58251957,328360.02490238,324728.32421858,323322.10058597,317002.16162116,326939.40332038,347484.20556654,333812.66674819,350601.34594715,350831.54638676,360994.94531232,347478.14257803,346802.16308597,352439.94531258,375381.52636722,384846.74462875,359844.68261711,351553.38452162,362280.90478518,375349.44628921,371398.54589833,367696.12597667,289031.82031248
TAG(58:9)_FA 16:0,946.8 -> 673.8,TAG,30241.84219361,29382.042114255,32561.722442608,30547.282348612,29340.422058104,28722.162017818,31261.86230468,31166.122344972,30734.602081298,29569.542083738,30271.562286366,32504.742004398,31952.622497545,35642.522521983,31763.722473145,31797.682403562,29261.442016592,33146.162353513,31275.822174078,33445.14257812,33558.702453609,33362.161941536,32419.662261963,31760.142089843,29339.422149667
TAG(58:9)_FA 16:1,946.8 -> 675.8,TAG,447989.63183581,422579.43164046,440304.05224611,424065.75341769,427057.62939446,425505.27050806,426832.37011702,467358.75097659,477009.61328121,462987.66894548,485647.37353493,484661.19482419,514340.65527358,520031.57763648,504331.63574219,522174.83544902003,547950.87890604,551450.07958989,542116.02050745,521439.41357427,528211.97851551,554156.52246095,572674.90332039,573850.20312532,395959.48730471
TAG(58:9)_FA 18:0,946.8 -> 645.8,TAG,52496.82360839,53315.744262682,57206.94372555,53423.14379883,52781.043518033,54740.263549798,52993.42407223,56763.16418456,56627.62377928,56826.60418699,58400.08435058,55894.043884255,59456.604492175,56902.04345702,57033.803833,55294.20385737,57999.86444092,59387.664672846,58342.38378904,57937.64367672,57360.563903797,57881.864196766,62917.50463866,59579.96447754,51926.183715815
TAG(60:0)_FA 16:0,992.9 -> 719.9,TAG,17868.681167602,17334.001358033,18531.361328123,16174.280982971,18923.361236572,17895.42123413,15662.601097108,19514.181289668,16767.6612853975,17774.921325684,18541.701309201,17139.841278078,23378.061691279,18778.221176139,18903.341270447,15885.541183469,17344.721252441,19635.781387324,18741.4213562,18044.801162723,19688.9813385,19471.021347048,16682.660949705,20429.521408086,18116.18115234
TAG(60:0)_FA 16:1,992.9 -> 721.9,TAG,10793.7608032212,12242.800750732,14503.140838619,12405.340957635,12189.4008941636,11874.280914304,12039.26092529,13214.7608032221,12105.220832826,11059.640869141,13292.400909424,12919.960845948,13719.7208099371,14355.761047364,12641.220932006,13536.221023561,11326.3408279413,13691.6610488949,12734.460891723,12478.420852659,12719.160736086,11587.5207977272,12780.68095398,13728.0209732068,13772.120979308
TAG(60:0)_FA 18:0,992.9 -> 691.9,TAG,37345.002624521,35451.262351997,36257.4223899548,38174.902725212,36688.042587251,37017.062530504,36772.7025794853,36419.702468865,35421.0423087905,35990.6825790189,38187.962539672,39052.2831650133,39829.122650156,42400.142959596,36570.2225761232,37597.42268371,37618.1025008947,46645.9231567214,38521.702529927,38029.5827102638,40873.0627746787,39811.422546359,43279.002876245,40828.8030853255,31903.602111827
TAG(60:1)_FA 16:0,990.9 -> 717.9,TAG,17158.1813354486,16272.0612106351,17945.7412338249,15796.2611694341,17829.9613113366,16930.5811920184,17103.741210935,18378.581268308,18716.5211830154,16773.8811225857,17673.7612419137,17134.921451562,20392.4215164133,18540.4412765536,19846.181472778,17021.2611618049,17189.9212074297,20556.4415321306,16987.9612846382,16953.0011520339,18390.541320801,18377.8615150486,19065.281440739,17711.4612884525,17521.2613258374
TAG(60:1)_FA 16:1,990.9 -> 719.9,TAG,15438.6411018416,16911.4011955185,15688.2610397326,16708.5213241606,16636.8811607385,15180.1209945733,17512.3412437419,18577.741088868,15355.4410400398,17957.4614295953,16669.7412757883,18545.741443626,20432.3615264935,16144.4411468508,17837.08130646,16384.1411705042,17716.0612068136,20401.4014205879,17349.8612060461,16597.7412605288,17079.321189872,17208.3611640937,19657.6812439018,19906.1214294431,16491.4811210635
TAG(60:1)_FA 18:0,990.9 -> 689.9,TAG,42841.723083476,42005.362991325,44609.563262929,43218.803558329,43726.06300352,44066.04339599,41401.582916254,45540.203430184,41551.002731315,41626.002929697,42547.182693473,41363.302581778,46159.143127439,40734.783004757,43758.463249186,41565.982681293,42655.022735574,47541.2833862434,47292.0036049063,42358.582900982,43605.642913784,45126.6231384341,46147.203308087,45789.562778496,39459.362853997
TAG(60:10)_FA 16:0,972.9 -> 699.9,TAG,10561.1206588758,9839.1806983946,13341.880920408,10798.860801693,11474.9207687344,10918.660804749,10803.9007492049,11317.980751032,10543.800735475,11616.520835876,12653.500915527,12235.540870667,12670.3409500124,10495.1607131973,10492.56061554,11609.2208633438,10099.1207275393,11734.7607879634,10715.400711056,10760.2207984952,12179.600845333,11524.220787047,12795.240966799,13306.040931697,11959.760848998
TAG(60:10)_FA 16:1,972.9 -> 701.9,TAG,22142.061676025,24096.601745612,21954.201599121,25108.441879274,25622.921844473,21395.141448977,25802.381851195,22560.041656495,23922.161804195,24614.141754151,24800.761840824,25141.481719965,27134.001892081,24638.261474601,23716.60174561,21562.601699815,23376.841766346,24902.421966552,24376.801757812,24966.621948242,24911.941711433,27621.022033694,24067.40168762,29370.342132569,22111.981628407
TAG(60:10)_FA 18:0,972.9 -> 671.9,TAG,12670.48097229,11926.360877992,12777.640899657,14081.661041258,14760.280990602,14141.6810607896,15037.12097168,15049.200950619,12847.82086182,14338.240997308,14482.561126708,14325.041015623,15004.0209579455,16450.341232301,13026.3010177604,13982.780914306,13111.461082459,13871.0009841889,13373.960983277,13510.2610168445,12975.3410034162,13830.260925293,15815.081314085,12288.6008148183,14129.540939331
TAG(60:11)_FA 16:0,970.9 -> 697.9,TAG,10470.3407669058,11189.900764464,10684.960693356,9624.800666809,11444.480842589,12270.800888061,11635.56085205,11838.0408554054,11075.6608543391,12615.500869751,10873.8207931499,13215.2608566284,13597.8809814437,12882.740959166,11024.300819398,11385.64089203,12079.8208313,12051.060882565,10895.560806273,10441.0007476809,11460.7008514406,11713.640899657,10863.180793763,10841.4207534768,12751.2409362804
TAG(60:11)_FA 16:1,970.9 -> 699.9,TAG,10901.020790098,10352.1407852194,11065.8608551027,11291.9007186912,12026.0408782977,10773.220710754,9566.4607086222,10848.5806961054,10298.6007614153,12018.2208023078,11058.7208175658,10333.560729978,13127.4408874503,10933.5208587664,10900.220787045,11259.4407119745,9856.0206069968,11729.0808257976,11210.2608489955,12013.920845033,11113.2407493566,11631.520767214,10838.440773008,11744.160812381,11258.3806991603
TAG(60:11)_FA 18:0,970.9 -> 669.9,TAG,10449.920776365,11976.300811768,10894.860717774,10930.500724793,11842.7007369988,10528.0607757557,10506.2407379125,11544.220787049,12565.220901489,12596.5208663919,12656.300903319,12775.360885622,13764.520843509,14198.161048886,12867.520980834,12416.060867308,10567.6206321711,12375.40089798,12408.1008529687,11946.920799255,12326.200904848,10799.5007324208,12892.7409744301,13085.340957642,10396.8008193973
TAG(60:12)_FA 16:0,968.9 -> 695.9,TAG,11635.000854493,13259.500854493,14922.980987547,14265.5210800162,12926.7208938556,12164.1008682265,11810.9607772811,13894.320953369,12687.1608505313,11312.3607940692,14593.601089483,13631.080978396,15410.781097414,12157.880874634,11470.480834961,13275.380966186,11238.680786133,15737.081138609,13078.280792238,12455.340805051599,14166.601051327,13018.640869138,12492.100776674,13062.640853881,13041.5008239749
TAG(60:12)_FA 16:1,968.9 -> 697.9,TAG,11258.3408584599,10661.8808136,12705.000846862,11103.360824583,9803.3606872573,11268.8208694445,12183.720878601,11635.420829773,11438.900810243,12638.0407791189,10198.8606414803,12181.940841675,13000.7609786989,10944.720695493,11107.800773622,12234.840759277,10575.5806655884,11468.30079651,9976.760711669,12338.060913085,13284.361053464,11562.5009384153,12175.740875246,12494.5208969121,12422.740844729
TAG(60:12)_FA 18:0,968.9 -> 667.9,TAG,11972.1608657821,11371.3007736185,12221.440887452,13474.800888057,12750.1408843969,11836.260833739,15010.721191402,12510.8007812503,13246.720870969,13110.341133115,14042.20098114,12601.980850221,14359.141029361,12882.34111023,11980.440803531,14990.840995787,14794.421020502,17325.061203002,11288.460830687,13882.9609375,14470.3010749732,13623.300903319,13519.800949095,14032.521087653,14074.6210746825
TAG(60:2)_FA 16:0,988.9 -> 715.9,TAG,13428.801055905,13814.1810302736,12908.6409454314,11501.140937804,12852.320884703,14060.3009567233,14092.660964969,13711.1809616086,13287.32081604,13956.240921016,13157.3208694463,15511.3610305721,16031.0010070754,13833.560943604,14675.501083371,13264.361022947,14063.2809066797,13107.4209480323,13023.9007568372,13194.5410385134,12855.640930176,13876.4209899884,14405.121032711,13368.6609230029,13505.100952148
TAG(60:2)_FA 16:1,988.9 -> 717.9,TAG,14223.0008850092,16411.801086423,18074.841201785,17093.501327517,17002.1412200918,18238.5612945538,19193.661407472,17722.741271979,17979.0413017255,16064.4012069653,19370.1613235441,17976.201087945,19367.5012893677,16456.9011039692,15990.8611297585,18555.6412429783,17181.921173096,16752.8011779838,16907.361221314,18196.801361084,17257.78125,18907.7014160168,19669.66147614,16765.3411254861,16407.601196287
TAG(60:2)_FA 18:0,988.9 -> 687.9,TAG,18116.981170657,18299.04125976,19810.7013664232,18427.5012512188,20822.421226495,21089.26156616,20785.061218258,18968.141242984,17473.121185302,22830.681472771,23111.521606437,21886.281402584,18673.541259761,18266.4214477505,18678.6212616,20719.741489414,21042.4214286789,22730.6416778523,21787.181465145,22612.201683039,20272.441452022,19199.1214065544,21345.321685789,22361.541419983,18517.681320189
TAG(60:3)_FA 16:0,986.9 -> 713.9,TAG,10384.200729373,11186.3208389282,11170.680835727,11439.1607818591,11788.940902709,11546.680892945,12675.100959779,10534.4808006284,11179.6008300776,11530.2809295595,12696.0208511372,10516.340728759,11166.36073303,10799.8607788102,9870.7607650758,10301.8806991551,11500.2608413666,13561.020904538,11953.9007720979,10326.9406356829,11299.3809738126,10547.840793607,10501.3006668072,12307.60090637,10986.520828246
TAG(60:3)_FA 16:1,986.9 -> 715.9,TAG,12160.640899657,14896.460952756,12937.420967101,12541.080909728,13950.881042481,14154.981079101,13266.1209716802,12909.920989988,13389.360916139,14150.7409973136,13483.120925904,14634.2210655215,15280.801101685,13777.5208663948,13576.461013795,11569.480804442,11565.6408767699,15621.7411956779,12536.5408325201,13271.9009818995,14988.3810653683,12788.580963135,12624.180870054,13380.2209091184,14970.6410903896
TAG(60:3)_FA 18:0,986.9 -> 685.9,TAG,24068.201629634,25809.841659542,25926.282409676,22923.421539303,28896.701477041,26502.221649181,35559.562332157,27258.0020141742,23940.501724241,49765.323455854,32796.402740478,35795.842758163,25551.481933584,23084.761733994,26465.521911615,30008.501968377,31340.602416983,32845.1423339905,34756.622680671,37970.74248505,32314.982391343,32851.9624939031,28601.26202392,51591.4439925779,21702.2817001304
TAG(60:4)_FA 16:0,984.9 -> 711.9,TAG,9460.260635373,9374.1606597885,10122.940734863,11484.0207977288,8361.0405883768,10309.060729982,9960.3607025139,9863.480674743,9396.9006652828,11018.6008911142,9759.3606986988,9490.2406997687,12037.5608596773,10658.2807693489,10962.900764464,10615.520812991,11366.7208557119,11970.740699769,9098.5406494142,11167.7008132942,10720.620758063,8586.7806549058,11046.720825197,10362.8805999749,10845.7607040391
TAG(60:4)_FA 16:1,984.9 -> 713.9,TAG,10488.760803224,10182.6806335458,10974.4007148735,10430.6607742322,11223.700798034,11357.440849307,10364.760696412,11266.02076721,11080.8408508307,9867.38067627,10481.4007568348,11170.4808120696,12907.3409156767,12281.460853575,11419.0807113616,11590.4607162509,10589.160797119,10607.7207717882,11019.7008514402,10853.280815123,11131.820907589,10931.8007278459,11006.2207336412,11483.0408172656,10149.2206420906
TAG(60:4)_FA 18:0,984.9 -> 683.9,TAG,12161.0808258085,13179.360946654,13546.020980835,12782.360847471,12337.52090454,13106.720939636,13183.38090515,13018.481002809,13998.2810211145,12944.140953062,13682.980857849,13137.740829466,14404.8611450212,17122.34116364,15004.961074828,13047.680862428,14416.6010437006,14876.601036066,14337.4209861779,14669.901092528,13550.940979002,13088.5009613002,13811.040962222,13267.120933529,10804.7407188418
TAG(60:5)_FA 16:0,982.9 -> 709.9,TAG,10663.620727542,12535.820907593,12039.160873415,11722.2407836922,10829.0208587655,11346.8407402035,11282.200805663,12381.520835871699,13159.0007858239,11457.8408660864,12000.0009155259,10992.880676269,14342.5210647579,11325.140846251,12284.480979916,11206.4607696522,11700.540786741,13092.220932007,11514.140838624,11495.820716857,10589.8007583609,11859.980911256,12208.2209014876,12777.981002805,9303.4806785577
TAG(60:5)_FA 16:1,982.9 -> 711.9,TAG,9178.8406372071,9876.2407913236,9401.7207031233,10153.6007232678,11335.6809158318,10146.9207534809,10748.9608535752,11051.7807388358,10483.4007110603,8888.5606880189,11226.400764464,10081.1607055671,12127.2007942198,10512.0806655896,9269.9406433112,8095.5805587739,10757.5408744788,11130.7208366362,10023.6207046509,8648.220596313,11175.5207290637,11397.0808410598,9460.8407592764,10887.2007865958,11026.9606704686
TAG(60:5)_FA 18:0,982.9 -> 681.9,TAG,11548.2207794193,12335.0007858268,12912.560943602,13766.100875856,11151.080863949,12323.280761716,12241.220977783,12003.760864255,11933.720832825,13887.80091858,12500.260910035,14538.08088684,14798.861099242,14939.141059871,12452.0806732169,12375.480804445,12765.1208457926,14536.361076357,11613.900749207,12878.6208648679,14047.7209129337,13906.4408874525,14447.240982055,14909.72122192,11123.6807022086
TAG(60:6)_FA 16:0,980.9 -> 707.9,TAG,14446.021133422,14039.5809631358,17511.341415403,16007.361175533,13651.220977786,14319.240982055,17165.72114563,16025.001098634,14219.381118776,14599.361038206,13522.500961302,15203.8210754364,18796.461181643,15518.221084596,14798.58102417,13327.340850831,14710.781082153,17624.501304617,16189.82110596,15541.7011489916,15047.181106565,15743.8611450225,14431.440933228,14048.180984497,15963.401214598
TAG(60:6)_FA 16:1,980.9 -> 709.9,TAG,9545.340728759,11117.9008789051,11606.3008384692,11941.6608505288,10800.4208373997,10551.7807693482,11748.100891115,11988.2208328202,11109.460796357,12474.740921018,10779.700805665,11543.160873412,13673.5209274287,12060.1007843018,11393.3208160385,12170.7408905026,10476.2007675167,14673.0809860252,11859.120819091,11655.080825805,12316.7007827759,10836.120735169001,11829.1408767699,12126.700965877,12330.480819703
TAG(60:6)_FA 18:0,980.9 -> 679.9,TAG,18035.301239014,19780.901489257,20312.821441651,20749.261444089,20029.421554564,20773.921295155,18436.601257323,21026.36148071,19585.201461793,18040.701171875,20536.361511231,19942.141342166,23619.921707147,21237.101577755,17128.081268311,18333.4413223271,18061.381393436,23372.201553339,20025.041488643,19680.981445308,20495.42153931,29705.021926883,21032.841522211,22287.601501468,19235.201354976
TAG(60:7)_FA 16:0,978.9 -> 705.9,TAG,33868.322479241,31943.6425781,37735.702941913,36001.862274184,35495.802642816,34799.582458493,33341.122192394,37879.80273437,35118.642456073,34789.66253662,37643.902496329,33765.402526868,37388.162475593,39922.682983416,36585.30279543,35415.762634268,40451.88281247,42484.823165891,40171.562377929,38478.682800295,38415.502685538,39476.742797866,38712.6626587,41165.022766109,32582.481994625
TAG(60:7)_FA 16:1,978.9 -> 707.9,TAG,13916.301040649,14922.681137083,15970.441116331,15674.801086431,16609.361160277,14999.601089476,15207.24107361,14080.0810241728,15465.201171873,14184.661041258,16289.021179198,14440.381088256,17995.361434931,14965.081100465,14845.581008911,15341.901016242,15337.581130981,18341.481277454,14994.141006473,14596.741027833,16118.481185911,14807.521118166,16425.001235963002,14409.000915523,15726.461074832
TAG(60:7)_FA 18:0,978.9 -> 677.9,TAG,80638.34594726,81510.3654785,85712.98522951,85990.90588377,83630.44543455,88575.32653807,81983.26501465,85224.64575193,82436.40625003,83348.7659912,87099.92712398,87213.52563476,95945.40698243,91658.88659666,86345.78564453,88358.005981425,95490.4863281,101479.16748047,91791.04626466,90260.32641603,93583.34667969,98538.32617186,96489.80725098,101327.56774903,72694.38549804
TAG(60:8)_FA 16:0,976.9 -> 703.9,TAG,111002.24792481,99511.28723145,110664.52819825,109150.94714354,105604.70715334,103354.16711427,103487.80761717,116735.96813965,115335.90783692,116848.22863768,122884.08911133,113006.10876469,135939.25024412,126675.02868655,126722.80969239,128544.12939452,136092.58972168,144474.65136719,138937.48999023,136136.94970705,134661.36816403,140494.4888916,149478.33129884,144245.32958985,99099.00683595
TAG(60:8)_FA 16:1,976.9 -> 705.9,TAG,33945.34246826,33880.482421875,34966.582763653,34311.32254028,35694.302551256,33113.682373043,32527.56231689,34981.042480488,35462.322479241,36632.002563479,35150.462493906,36282.942321799,41838.742919914,37443.502502438,36840.102661105,37725.382385249,37452.522705073,41036.222900391,38936.402770987,34791.002624514,41596.902648906,38226.662780746,42650.182800272,38624.202758786,32830.122375469
TAG(60:8)_FA 18:0,976.9 -> 675.9,TAG,373967.30566435,343591.5263671,376511.9057619,366456.90527354,352181.02343773,362183.68652345,357250.36523439,387557.96826159,397142.02734394,367640.22509801,403003.08837937,400924.86962888,430727.61474633,418186.60644532,414834.06567404,434425.69140601,451986.39355488,474344.07275402,457974.11132795,434570.50878881,438256.49414058,455540.11474597,470873.35009748,467388.47314464,334025.92529291
TAG(60:9)_FA 16:0,974.9 -> 701.9,TAG,22386.301635741,21966.421752932,26387.401885988,27585.78179931,24473.001556399,21068.521575925,27749.701812741,23898.581512452,23350.721740728,28358.722045892,26253.701904295,24311.961700441,25081.521575923,24759.201812736,23884.521331789,22734.52153015,24704.481506346,24984.341522207,27234.101898182,24721.701812745,24716.681732181,28493.061950693,23420.981628424,27794.661956775,20614.841430664
TAG(60:9)_FA 16:1,974.9 -> 703.9,TAG,108607.16699219,100459.10778807,100586.88623047,100441.20764158,104619.14709473,103889.14721677,104170.10656739,109315.32702637,119026.66894531,116532.16870119,117587.56860353,117467.76892092,129010.9099121,123648.38952634,126207.68884275,128092.99035644,139904.6899414,145303.10986332,136725.82958984,130716.50915528,136478.9501953,138586.05126955,141808.40991207,146626.28930664,99124.28735352
TAG(60:9)_FA 18:0,974.9 -> 673.9,TAG,28320.481964114,28736.742279037,27620.481994618,29346.402130115,28785.782043439,31613.222290024,29378.441986074,30154.382019041,29115.32174682,29182.122100835,32390.042663561,29954.402374257,32379.742126466,31222.642059345,30296.562194824,30555.882049566,29481.54214478,30340.142089847,30100.661865222,31611.201965335,29927.781982408,29826.102172848,28949.482208245,30179.74203491,28539.722015385
TAG(48:0)_FA 18:2,824.8 -> 527.796,TAG,12637.560928345,12384.7808723415,10953.2607536201,13580.460800177,13858.541091919,13542.3210983286,15584.921142581,13942.601005558001,13212.300994873,15012.001113888,12950.08088684,15737.361015319,14390.340896599,14774.381072993,13900.561111451,14515.64100647,14443.3810920693,16113.84114074,13873.461013798,14904.720993042,14631.060928337,14478.180938717,12933.2209396332,14899.661102288,14753.781082151
TAG(48:1)_FA 18:2,822.8 -> 525.8,TAG,55815.523925771,49211.843261706,44907.403076173,63108.665161134,57500.284118633,57090.504150381,57292.963928203,55514.943969725,58704.443847665,59270.283996594,55655.44335936,58613.38403317,62551.904663092,62657.62475587,54055.803955082,54632.92413333,55129.80383296,59804.804504382,53826.703796397,52470.504211436,55092.34417722,53759.96386717,53464.403625513,64030.004333497,55583.604003922
TAG(48:2)_FA 18:2,820.8 -> 523.8,TAG,539117.89843751,469443.9091797,409218.58789084,577382.6621092,557117.74218761,577032.5000002,539775.501953,517621.07421841,530803.9550782,558881.861328,534858.0341796,530151.4570312,595607.5195312,578840.0400388,496918.3955079,532405.3388672,510407.8554683,572030.5830078,514881.2324218,506201.0751953,543321.0976562,502883.6777345,539667.3750001,683720.3476564,530129.45458975
TAG(48:3)_FA 18:2,818.8 -> 521.8,TAG,202489.57421883,192419.85424805,156374.4106445,225878.15527343,223574.03442385,239685.79443367,212570.63623044,211932.83447259,212358.1953125,216058.85449218,219063.17675786,210422.75585936,225726.97753905,211833.4140625,202493.39428709,209126.45556643,212149.85473638,213913.97460932,202528.57519535,195190.85351568,217641.39550777,206195.59326166,234514.99511714,207944.1552734,201376.07543948
TAG(50:1)_FA 18:2,852.8 -> 555.8,TAG,15867.401153561,16498.061065672,15356.381187432,18198.881347657,17558.541198737,17487.221221918,18402.401275635,18268.341369628,16820.821182249,16183.761138918,19158.181381224,18777.661224368,18664.521224971,19421.961608883,18374.221313482,18182.521087645,17772.961120614,21727.221542356,16440.361236565,17986.841201792002,17738.521255496,17224.201126098,17207.141143803,21907.521575937,17104.181259155
TAG(50:2)_FA 18:2,850.8 -> 553.8,TAG,151995.03198243,138539.72851564,120416.9084473,158294.39208984,154158.29248046,154695.35156253,151344.1914063,146918.65087889,148653.2504883,155351.37109377,148377.66967775,141895.99096681,171052.93188482,161914.13159183,141544.1894531,146757.89111329,147609.69042969,168593.13183593,146890.44970703,147491.18969723,155907.59179687,147323.91040041,151247.1906738,176706.35449219,147300.41088866
TAG(50:3)_FA 18:2,848.8 -> 551.8,TAG,1930116.1015621,1692094.7148436,1512167.6835936,2040648.3867191,1894120.4882816,1964220.4687499,1951564.4375007,1814826.4726561,1917569.3554687,2001010.8593753,1908022.4804688,1800973.5546876,2129615.2460947,1961717.8554693,1730236.2109372,1850626.0429691,1796807.9570307,1967021.7734374,1837729.0742187,1786719.8867184,1914952.9960935,1782907.2109372,1915391.9335938,2277515.53125,1837195.9589842
TAG(50:4)_FA 18:2,846.8 -> 549.8,TAG,680406.792969,576463.5351562,504894.79492196,691660.0498046,734155.7724607,720937.7509764,654400.4482426,647622.9492189,671556.6289066,707525.3564452,641097.3857422,628989.5078123,670277.8496092,661085.878906,599133.3437497,662424.2666011,622108.8632811,640133.5263674,647924.9072267,599972.2451169,698302.5888674,629767.357422,719092.1923827,657670.1679686,558290.12060557
TAG(52:0)_FA 18:2,880.8 -> 583.8,TAG,18238.02133179,18617.421249393,15926.920974725,21487.241485598,21119.021408075,18659.941284185,17531.701217643,20820.341491702,19182.10154724,19633.701416016,20356.961441041,21167.621414190002,21578.581542969,24007.361892693,19455.281356819,18190.021133418,18869.34144592,22915.121749863,18632.2614517129,20127.361557006,20308.70149232,18527.681304925,20936.521698001,22162.021591184,17867.401214595
TAG(52:0)_FA 20:0,880.8 -> 551.8,TAG,122014.48876957,105175.78674316,91486.40624997,126862.1298828,121857.64843748,125626.26806642,113704.26782223,115597.56835938,118088.58886721,129987.06982423,116267.86743166,119970.92822265,142740.73046875,152555.67114266,116219.24780272,119016.30908202,116816.02819825,145245.38964847,109764.90783691,118978.54833986,126388.80822756,107149.18750001,120918.5073242,167746.69189459,111774.36828613
TAG(52:0)_FA 20:4,880.8 -> 559.8,TAG,22492.921684268,25112.4414672826,21925.701324459,26017.221817019,28811.962089536,22477.281768789,22465.281654349,23844.341751098,25971.042098998,21273.521545413,21868.441329957,22083.581405641,24755.381530765,24504.901519772,20084.061553961,25665.641403192,20056.06149292,25314.802139265,22519.54145813,20506.681365964,21007.461441038,19610.701248174,23946.341522211,21141.041580194,16507.021179199
TAG(52:1)_FA 18:2,878.8 -> 581.8,TAG,124831.12988279,113167.14868165,106107.06860352,142386.16992191,124527.4678955,126595.40942384,126307.44848635,119676.70849611,125571.98803708,131036.86938475,123474.90795901,126440.18847655,147081.59057612,135872.77001961,123719.82934573,119547.4086914,119440.42871093,138193.40942383,121020.06860352,119177.6291504,124263.58886721,121435.74877931,131668.40966797,225831.47460946,132559.34924317
TAG(52:1)_FA 20:4,878.8 -> 557.8,TAG,14161.7409820545,15799.601112377,14152.0209350484,16708.581192016,14625.1412048305,13373.9608001612,15573.1011123642,13595.840980532,12892.060974113,14015.780838004,13434.200881955,13904.741043085,13230.2410888645,13124.5408325126,12569.0209655674,14116.92097473,11274.500816346,15565.461151124,12284.4409561177,11722.380706788,13248.44087219,11766.5208435123,13056.561058041,12978.1008682258,10720.9607620207
TAG(52:1)_FA20:0,878.8 -> 549.8,TAG,51874.163635223,47796.743225081,42695.222991944,55503.723815935,55965.243774432,59162.524169938,51694.103820831,50450.84350585,50460.4039917,54961.643310532,51826.203979492,52246.523864747,57149.88427735,51383.22399899,48927.583435033,51431.123657228,51684.064147929,51154.643310543,48454.503601042,48960.063293454,51378.923522958,53512.02319335,53963.083557117,53425.224121104,45944.443237302
TAG(52:2)_FA 18:2,876.8 -> 579.8,TAG,1693089.179687,1459781.4414065,1293437.4628903,1715277.9140629,1569652.9199216,1666221.664063,1639457.5585939,1548237.2890625,1593652.5898436,1622145.5312497,1593115.2578126,1512790.4335938,1780293.1796878,1661729.7773439,1487923.5195314,1543291.7968749,1579256.9804688,1659284.9296872,1528606.9453131,1505687.1874999,1590649.3632806,1469194.6328129,1594733.0546872,2658130.6171876,1621171.269531
TAG(52:2)_FA 20:0,876.8 -> 547.8,TAG,24801.241668709,22278.801513668,19587.721420291,25872.621978754,29026.102142326,29876.722045901,24815.081558229,25690.241668711,24251.021667478,25325.381866455,25120.801818846,24848.221679685,28432.082061764,25768.421813968,23736.181701657,24332.901702883,23890.401641854,26817.901916513,22454.12152099,26498.561706548,25830.961761474,29396.702423096,24628.361877449,28622.062026977,20205.041473385
TAG(52:2)_FA 20:4,876.8 -> 555.8,TAG,13816.30089569,14504.701019284,13054.7608337389,16551.321266169,14624.300941477,16699.28102111,14959.22105408,15611.101074217,14302.880844121,13787.9009246819,14659.04090881,17148.961273189,18129.261375436,18314.781356813,16874.46105956,14935.7810211268,15223.4012146,19090.8012847965,14193.881103514,16443.0412139898,14624.2209625215,13353.320983887,17834.461105354,16171.061088558,14234.901138304
TAG(52:3)_FA 18:2,874.8 -> 577.8,TAG,3013084.3476564,2702324.6523438,2416681.2031243,3127752.109375,3141155.1796877,3034302.3554687,2996787.9101558,2813715.4414063,2954687.4570313,3138572.796875,2880445.4921875,2674376.3749995,2976652.558594,2941835.4570312,2661358.3359375,2928612.3359372,2780143.0742189,2798255.7773439,2779072.8593744,2679158.7968748,2942446.8007823,2635369.9101563,2992957.7617183,2841820.5742185,2583623.033203
