lipid,transition,type,I1-1,I1-2,I1-3,I1-4,I7-1,I7-2,I7-3,I7-4,S1-1,S1-2,S1-3,S1-4,S7-1,S7-2,S7-3,S7-4,Blank
TAG(58:3)_FA 18:2,958.9 -> 661.9,TAG,8943.1206207277,9512.0606460549,11609.9407272358,4407.8602752675,9178.8806953416,9716.3007545461,8591.2005958551,8648.0405654882,7918.1404533384,11105.3206863437,8097.6206130973,8902.9206924411,7313.8204841632,9355.480644223,8651.8805618258,8976.8006591806,4298.840293883
TAG(58:3)_FA 20:0,958.9 -> 629.9,TAG,7269.6805343633,7250.9804840101,8225.4005813595,4314.7202529915,6656.4404525769,7372.360515596,7378.2604904182,6660.7604827895,5543.7804031385,7760.9605255133,7631.480560302,6714.760471344,6166.040435792,7922.8606109602,7202.8604774501,6898.6404991165,3395.8402366646
TAG(58:3)_FA 20:4,958.9 -> 637.9,TAG,8721.1605606123,6383.2803878798,6431.0004882802,3987.5203132629,7471.2604789733,7025.1804962157,5709.040451052,5945.5404548667,7559.8205490119,7311.9605140678,8249.0005798289,8286.8405685407,7890.9405975302,7585.7205047621,7963.0205497707,7592.9005355832,3485.1402359011
TAG(58:4)_FA 18:1,956.9 -> 657.9,TAG,7235.4205245987,8622.7006530726,9299.0006256069,4678.2203369132,7532.4605140687,9593.420753481,8664.5806350699,7348.9804458605,7827.800552368,7546.7805862433,7649.1605453498,7589.6005325289,6400.5004577629,9111.1607093829,8119.3005905164,8599.2206192025,3068.4202194218
TAG(58:4)_FA 18:2,956.9 -> 659.9,TAG,7116.220474243,6686.6804428094,7562.5805282593,4460.0002975471,7271.5605049107,8118.5605468743,6854.2404670711,7041.080451966,6884.3804626508,7617.6005287147,8428.9606170655,7537.7205657963,6989.9405479461,7665.8605194096,6533.0004653913,8155.1205978398,3353.4402656548
TAG(58:4)_FA 20:0,956.9 -> 627.9,TAG,6492.8604736323005,8191.5805969196,9407.8006553611,4682.9003829922,6580.4204864523,8245.5205802966,6475.4004516619,5557.04043579,7198.9405174282,7116.3005027779,8244.5806121761,5390.7003746042,5153.9404335007,7150.9604911819,7400.8205413836,6220.9004249554,3505.9202423102
TAG(58:4)_FA 20:4,956.9 -> 635.9,TAG,9483.620758061,9837.7207183807,11334.3208389293,4468.940315245,7982.2605285633,9972.9406890869,9091.0206069927,8310.7605819701,9423.4207344055,10463.3207473736,10732.460784914,8185.5005950931,8581.1205825784,10453.6006698595,9357.4806900023,9186.5006637555,4418.18031311
TAG(58:5)_FA 18:1,954.8 -> 655.8,TAG,10997.5608139072,10394.9408340402,18631.7814826863,5583.920391084,9717.740715031,10549.8207626344,9793.1007461562,9725.9406967172,10229.4607238729,8869.5805931063,11944.4007644656,9059.6205902092,9882.7808418229,11302.2009010364,9159.4206390357,7764.7005233737,4885.3803482034
TAG(58:5)_FA 18:2,954.8 -> 657.8,TAG,9448.3206024173,9866.2607040399,9137.6807594215,4565.5403175365,7795.2405548099,9236.24069977,9718.9205703739,7665.9005165111,7452.060512543,6646.5604248053,8030.1805801403,7046.2004661545,6099.680438995,7422.2404518127,7671.3405723598,7412.0405654896,3724.900268555
TAG(58:5)_FA 20:0,954.8 -> 625.8,TAG,10029.92066956,7488.4805221539,10178.3606834415,5109.120315552,8444.1205139149,9286.100627905,7399.7204399088,6686.3204002395,7629.0405693066,6996.4004898073,10271.7807693413,7231.8605728136,8422.5806427067,7902.6606292707,8916.8405876124,7959.9404678399,3958.3803215029
TAG(58:5)_FA 20:4,954.8 -> 633.8,TAG,8367.10063934,9737.7006912205,11419.8606872514,5322.9603576687005,8253.0006408673,9260.680610652,6737.76042938,8531.6606063839,9396.9206924411,8242.140563966,9005.4606971714,8108.1005592342,7108.260570525,7778.2205352786,8043.9405746444,8870.4805450437,5012.6403579735
TAG(58:6)_FA 18:1,952.8 -> 653.8,TAG,16126.8611564625,15477.4412994428,19309.0411109835,11006.8808097847,14430.3608284075,15487.5011711162,16852.1811828566,11842.5808410654,16508.6409950345,14284.9008255118,19354.401702892,11254.6608352675,18671.8213310257,17792.8608360315,14742.9011535652,14419.441101068,4690.3603324882
TAG(58:6)_FA 18:2,952.8 -> 655.8,TAG,10134.2407379072,11321.0007171629,22577.6217537017,8232.7407493592,9819.2607269307,11883.4808349652,8990.1806335464,10325.6607856769,8455.2605743415,9210.8606338499,11665.3607444671,9031.0405693067,8946.9806671166,12009.300804144,9449.7606887797,9765.4206657386,4908.920364381
TAG(58:6)_FA 20:0,952.8 -> 623.8,TAG,9134.8606910672,7386.0005416835,10389.380748748,6429.9004631022,9918.6008071877,8293.5005950924,9463.2407417317,6672.7404937729,8141.0205802957,7986.180580142,8346.5805587793,7478.3805961653,9311.8606872578,7596.1404953009,9136.5605850247,8509.7805557227,3812.3202743523
TAG(58:6)_FA 20:4,952.8 -> 631.8,TAG,9550.9807472195,9694.5606918361,14642.6011581462,3874.4402580266,6998.4804916377,8854.2605705298,7243.6404838555,8140.2205352768,7903.5205078133,8083.580604553,10695.2608795208,6824.080493925,6842.780521394,7624.7406005875,8214.3205413777,7566.5605545018,5922.7404060346
TAG(58:7)_FA 18:1,950.8 -> 651.8,TAG,13340.240974427,11146.4407424916,17696.9213943537,6567.6804046622,13514.7809562622,15943.1012039164,14944.84109115,14248.4811706486,9877.580726624,12313.4608573932,21381.961456298,11312.8607444777,16475.2012672389,16337.5409545938,14614.6010551349,12883.9807891778,7054.0405387841
TAG(58:7)_FA 18:2,950.8 -> 653.8,TAG,17147.9810714657,15736.1413650562,18749.5213241501,11011.7208709677,14123.8608589223,16920.4212036139,14666.0610656767,13138.5609970121,17405.0414428661,13797.4409980743,21646.9214859133,11396.9007721013,15267.0210456788,18252.1815643295,14196.8209686333,9771.660724641,4694.0403518666
TAG(58:7)_FA 20:0,950.8 -> 621.8,TAG,10827.8607635488,12716.3008461019,12662.7008934079,8608.2605934086,15805.4207534779,11906.3208770748,10884.6607475295,9135.4805908201,10006.600692753,11176.720718383,10480.3007431023,24490.4611969062,27009.0819969012,13441.1609840387,13324.0408096335,19229.3212204029,4517.4803009018
TAG(58:7)_FA 20:4,950.8 -> 629.8,TAG,8841.9006195132,8467.9806098984,10819.3407897932,5211.1803779604,6744.4604148905,6927.9004936198,6959.6404724104,7070.3804321285,7037.3405418369,8055.5005645761,8983.8006820628,7090.9005088795,6766.9203987102,8585.9006004327,7481.8005294808,7548.4604721056,3541.4202346781
TAG(58:8)_FA 18:1,948.8 -> 649.8,TAG,15163.501022345,14731.2211570715,13285.6209869467,6355.2404708872,13362.060920717,14302.4811401364,14206.4411926274,14158.7809944182,12663.8809967039,17172.721237189,15571.2411880483,13496.1009597764,12410.6809196442,17030.841197974,13588.2610435489,12502.620857239,5009.1403732289
TAG(58:8)_FA 18:2,948.8 -> 651.8,TAG,14500.820999146,12976.1408615046,17058.881122586,6726.6204109153005,16128.481063844,16722.341217038,14776.5410652223,12101.9807701045,15034.921058657,12696.6609382687,17263.301132203,12278.6210136412,14067.7610168506,17065.8412589937,15392.1211509702,11291.760772705,4589.960304259
TAG(58:8)_FA 20:0,948.8 -> 619.796,TAG,8988.8406448392,10421.4007530213,11698.0208625833,5252.1803932198,8986.180595398,9330.0606117255,9062.0007324199,9272.6206741306,8309.5005874644,8792.140640257,10582.2207260137,8783.6206588734,7612.7205772401,7351.0205116257,10014.7207107536,9815.760658266,3939.620254517
TAG(58:8)_FA 20:4,948.8 -> 627.8,TAG,8863.4606361435,6642.520393371,11815.2208099469,5007.8603591906,8676.2006568896,7284.7805137631,7921.4406547579,8002.5005874632,7854.8805160529,7743.9205436694,10438.4007644619,6671.3804855302,7426.5805664041,6086.4204177843,8222.0005836481,8089.5004577658,3976.3002967827
TAG(58:9)_FA 18:1,946.8 -> 647.8,TAG,11784.8407669074,9485.3007545478,12713.0808906647,4785.5603675844,10261.2807846075,8917.6005935651,9954.1206588769,8838.1606407158,10237.9807929986,11126.7408218377,10580.5608024609,9294.7406883245,9350.9206848083,10736.6608123804,11187.4207992542,9997.2007598872,3371.680263519
TAG(58:9)_FA 18:2,946.8 -> 649.8,TAG,15569.361129757,13322.5209617665,16447.5009460428,8010.3806037868,13603.6809082046,14044.1409072906,13151.7208328247,13689.720993039,10266.9607353228,14940.201118473,16466.621154786,13168.1408882127,12076.4209060667,16329.7611312887,12380.4208602926,14549.6209716739,4923.1203765877
TAG(58:9)_FA 20:0,946.8 -> 617.8,TAG,7915.4005699162,9179.0406913768,9921.9406318673009,3554.8002357481,8446.0405426015,8920.4205818172,7694.9406089786,7092.7404479949,7858.9405670178,9040.9605712909,8062.3005676209,8453.4006385807,6521.6004486069,9599.200698854,8336.2006721468,8980.7806320203,4553.620288849
TAG(58:9)_FA 20:4,946.8 -> 625.8,TAG,10337.9007682804,8166.5805282608,9704.7005767931,3736.400260923,8645.2005767863,9931.8607025159,6851.0605201728,6456.1205406186,7940.4404602083,8343.8406219443,9858.2807006867,8637.0606269814,8033.0005912792,10560.0808258079,7443.6205596896,6826.3804893497,3506.080257415
TAG(60:0)_FA 18:1,992.9 -> 693.9,TAG,6757.1005668647,7627.5805473332,7754.6004791252,3835.8202781682,7263.4204750081,6655.4604606619,7103.2204704288,6551.9804611203,6534.0204429637,5894.5803985588,5889.6404151899,5377.0404014619,5123.9403495793,6783.9204711895,7522.9405250506,7885.2805786135,3554.0602378851
TAG(60:0)_FA 18:2,992.9 -> 695.9,TAG,5955.8004569994,7423.640586852,6509.3604660029,4029.5803070072,5802.0403938298,6627.5804977436,7542.6805915832,6070.9803810101,6180.0604248048,5595.4603729233,5847.0204505922,6895.9605026256,5582.8003921504,6476.7804222091,7111.6405143745,6887.9004554747,3893.4402618419
TAG(60:0)_FA 20:0,992.9 -> 663.9,TAG,132830.751434325,57838.1233712244,82318.7241440869,113788.649082181,123130.952014929,66310.9054642025,84312.6861609636,44461.3442191605,323535.240444182,182487.768887115,77436.6256980876,457275.247211428,53072.4043007531,66417.4047585073,109412.087493903,179225.310859128,10755.8407745338
TAG(60:0)_FA 20:4,992.9 -> 671.9,TAG,5196.4803772002,6849.3405075089,8111.9806404105,3979.0002670279,5495.2603912348,6161.9804191574,5393.6403732284,6041.3804664614,4759.0603523265,6469.2004089351,5795.5204010009,5395.1804161072,4260.7802925106,5930.4404068001,5808.1004066477,5781.0604095482,3456.1602668754
TAG(60:1)_FA 18:1,990.9 -> 691.9,TAG,8802.3806228622,7654.7205505369,8844.8805961647,3996.9002799998,7469.8005218534,7184.3404998767,9073.1406211815,7035.7604675279,7892.5405769348,8465.8405990589,8182.6606330859,7593.0405578603,6302.6004219041,9702.3406562809,7414.7405738817,9031.6006355284,5062.0403671258
TAG(60:1)_FA 18:2,990.9 -> 693.9,TAG,7124.7004776023,5744.3403816219,5880.1203918473,3744.4403038025,7203.7205238328,6676.2605247493,7806.0805816644,7113.4404640198,8139.4005508389,5731.5604400615,6403.2604522702,6433.8404884345,4690.420322417,8496.4006118796,6254.1604423521,7860.0605659485,4124.740306855
TAG(60:1)_FA 20:0,990.9 -> 661.9,TAG,6368.9404258715,8029.9605560321,10084.6407012902,3838.580295561,6455.6004409784,7955.1405906683,7151.6205673218,7113.5605125454,8024.2206115742,8378.2006149283,7929.7806091295,6994.1405677778,6765.4404563904,8128.0005836491,6053.2204894995,7456.360614775,4261.34028244
TAG(60:1)_FA 20:4,990.9 -> 669.9,TAG,6102.180461884,6523.1404991125,7914.3006133973,3521.4202728268,5899.0003967279,5989.4803695688,5047.5603599548,6190.6004562412,5483.020374296,4882.2002983083,5439.7804298382,6184.7603988653,4543.5803565978,7006.0404891985,5450.0203590396,5910.3204307552,3759.6002693178
TAG(60:10)_FA 18:1,972.9 -> 673.9,TAG,6406.4004364006,7635.7405319222,7842.2805442825,4000.9602584835,6175.000522615,7347.7605056776,6371.9204216014,7224.9604835501,6218.3804206842,7682.4605407704,6687.0804786679,5914.8604240416,4963.0803375262,6247.8003845234,6808.6404342638,6905.9604568486,3262.2002334588
TAG(60:10)_FA 18:2,972.9 -> 675.9,TAG,7497.5405502314,8077.6006088242,9374.7006721506,3999.940250397,8737.880584717,9455.8807487505,8663.9005889903,7791.3205947878,8780.7806854243,8611.3005905116,8695.520534517,7770.3405570975,6116.0404243463,8299.1405563343,9182.1006622329,7715.140525815,4423.4203186043
TAG(60:10)_FA 20:0,972.9 -> 643.9,TAG,6220.3604698187,6012.6804428094,8275.7006149347,4153.7002525331,6450.2805213935,6653.140506744,5649.3403816241,5942.1204223643,6037.8804512018,5442.2203636192,6713.5204010024,7021.560504914,5694.880336761,5735.0404129018,7262.2605819691,6989.9205207862,3755.6802368152
TAG(60:10)_FA 20:4,972.9 -> 651.9,TAG,9861.8007774288,14002.721054078,21575.901420587,6129.9404029849,10609.3807678175,10348.840637203,15300.700988769,10817.9007949874,11380.7809066731,8905.8606033328,10251.740676878,9496.260665893,10382.2007751452,11112.640792852,10564.1008224507,12946.880920409,7675.7605476454
TAG(60:11)_FA 18:1,970.9 -> 671.9,TAG,7030.9804840097,5621.8604011539,7711.8205032319,4140.220279692,7013.3204879792,7368.1404952988,5845.4404106139,6010.0203933732,7071.6004714963,6580.8004379264,6887.2205390968,6670.6403732293,5319.7803688054,7179.8804626472,6318.0604019169,7230.120506289,3243.8602218623
TAG(60:11)_FA 18:2,970.9 -> 673.9,TAG,6792.0204811074,6630.0004730232,8057.7206459112,3946.9803161638,6009.6004104605,6998.8005599994,6849.0405120848,6719.6404609668,5780.4003868126,6832.8204689015,6894.060493469,6614.7805023188,5087.4604034421,7693.9805145282,6131.2204742423,7607.5005683877,3655.3202667248
TAG(60:11)_FA 20:0,970.9 -> 641.9,TAG,6344.4604682916,7341.6405105583,6960.3005027751,5355.1803970338,6030.7604751568,7249.5205078127,6223.9804878245,6606.9004707321,5938.6403770443,6551.380443572,6924.4204978957,6217.4004096985,5131.0403518704,7041.120498658,5642.6404113783,5983.2004318222,3835.9802436826
TAG(60:11)_FA 20:4,970.9 -> 649.9,TAG,9939.1807594261,8346.940528869,37330.2829284146,4227.5203094482,7866.5205345127,9054.0406303399,8050.1005401579,7976.7606163031,9252.9405822749,9475.8006668087,10232.1207046514,8776.500656129,7129.8004646269,7577.5205345136,8539.7606430081,9862.5805892932,4410.0403327947
TAG(60:12)_FA 18:1,968.9 -> 669.9,TAG,6713.96044159,6353.8004760735,6680.8804206866,4167.6002922043,6711.4205017084,7196.2605056783,6037.0403938297,6599.9004440302,5962.8604431156,5882.6004257176,7359.120521545,6898.2804718037,5326.9004325882,5908.8203582761,7752.6205673214,7093.8605003348,3628.2802505486
TAG(60:12)_FA 18:2,968.9 -> 671.9,TAG,6372.3605003356,6867.280544279,7735.2604942312,4277.8203392002,6226.4804573061,7264.2004966725,6828.7204818714,6796.620483396,4657.6002845776,6679.7804298411,6649.3004837023,6501.0604553222,5127.6603126519,7758.6205215451,7219.5005035384,6296.3004493735,3633.7402534478
TAG(60:12)_FA 20:0,968.9 -> 639.9,TAG,6661.5605010968,6411.5804977434,7529.1204986602,4340.7603149403,7286.8204994196,6795.840473174,6817.3804855324,5040.720340728,7239.2605094903,5662.920421603,6507.3804512015,6021.3803863522,5974.0004959115,6116.4004135143005,7779.6005859408,6643.500469206,3226.8802452079
TAG(60:12)_FA 20:4,968.9 -> 647.9,TAG,7897.1406135561,8205.2805709843,16165.2210693376,4419.2602844217,7384.5004959107,8460.9005889878,6820.0004386901,7852.3805160492,6933.5205192567,7732.0605239882,8678.340599055,6976.7205696098,6502.120513913,6496.6604461678,7892.980541229,7947.0805511482,2836.8402137752
TAG(60:2)_FA 18:1,988.9 -> 689.896,TAG,7250.280479433,8265.4005699166,9486.5807609575,3505.1202507032,6613.0605316166,7178.9205360404,7475.7404861448,7446.3005943301,6416.1404190071,7571.6605415346,8228.1005783092,7571.6604690578,6017.4204406734,7331.8604698179,7390.6604843155,7685.3205642734,4164.1403083811
TAG(60:2)_FA 18:2,988.9 -> 691.9,TAG,9126.1806602466,7375.2605247504,9051.4006957986,4400.1602973931,8518.8406524621,8321.380592346,9499.100746156,7656.9805259687,6808.9604148858,7930.5005416859,7881.8406105014,6390.9803962704,6623.6805305488,8565.7205924989,6961.9004859942,9598.880748749,4274.5403213512
TAG(60:2)_FA 20:0,988.9 -> 659.896,TAG,6162.9004592856,6208.0004081713,6064.5404968302,4716.3003692592,5950.5204086314,6880.1804771399,6318.6404762255,7221.7004508983,6208.6004486101,5454.0603752122,6501.7804908776,6415.8604850759,6123.7003784143,7388.6204681391,7252.8804397595,8056.3806152279,3724.6402854926
TAG(60:2)_FA 20:4,988.9 -> 667.9,TAG,5999.160453797,6806.8804969784,10507.560573578,4457.2803077706,6865.7204704297,6374.4804458608,6765.3804702756,6413.4804229752,6812.5805511456,5285.1003837581,5163.0003662099,7935.7605667118,5999.7404403691,8944.7406883229,7682.6205368042,6115.1804351836,4866.2403640768
TAG(60:3)_FA 18:1,986.9 -> 687.9,TAG,7026.7404479995,6621.4204025277,8210.4806365963,4907.7403411872,6295.7004165643,7426.360492708,7342.5804443346,6857.800510407,7110.9005279554,6806.4804687492,6856.0805206323,6446.8804931611,4573.2403564479,6602.9804496741,6902.2804718042,7054.2004547109,4199.3002929656
TAG(60:3)_FA 18:2,986.9 -> 689.9,TAG,7016.2404746995,6974.4405174226,9819.6406364393,3733.9002799995,6886.2405395534,8029.0205497746,6893.3204460148,5904.3604240412,6646.3404617315,7712.1405258148,7770.160598753,7626.1005592329,5792.5804367074,7377.1205329935,7531.680534364,7341.4804725651,4219.8603515636
TAG(60:3)_FA 20:0,986.9 -> 657.9,TAG,6352.160446165,6192.8404464741,6507.5004997247,3350.3002662656,4477.9602775589,7548.6205101015,5839.5604476921,6615.3804626454,5982.020362854,5302.940376279,6070.940387727,5480.0403594975,4647.0603446962,5986.960437774,6920.380470277,6799.6004486089,3095.000217439
TAG(60:3)_FA 20:4,986.9 -> 665.9,TAG,8304.5405426038,6953.9405250537,10548.120727537,4742.3403244047,6170.5604591323,5760.100437166,8607.6806259081,7907.8405456528,10719.2408638022,10014.8407287552,9564.0207138051,8171.9605636624,6197.9603958088,8363.540565487,6564.1004409772,8845.0806236347,4015.5402526867
TAG(60:4)_FA 18:1,984.9 -> 685.896,TAG,9161.6206855756,7593.5206260663,8544.3405380259,6837.5204849196,8632.5806007401,10742.1208343528,10015.5206146239,9353.6005706829,8106.6405944813,8717.5805892997,7992.5205497742,9141.5406799313,7137.8004684442,9102.4606285112,9887.6807365375,10345.3007011472,6078.4203834507
TAG(60:4)_FA 18:2,984.9 -> 687.9,TAG,7169.7005233728,7300.3805122371,8683.5404701202,3614.8202209463,6059.2804374709,7400.5205497754,7623.6605682374,7777.5005607602,6164.2004318218,7083.3004798898,6539.8004646315,6747.8205146751,5755.7003593446,6461.5804710381,7667.8205718991,7194.720546725,3390.4602584833
TAG(60:4)_FA 20:0,984.9 -> 655.9,TAG,7827.9605102583,6441.420455934,7911.3005866958,3782.2602424632,6189.4404335025,6996.0605888374,6775.4004821777,5647.3004264846,6331.8404388443,5680.7404174806,6362.8804321302,6424.740478516,5369.5204086299,6161.8204383833,6572.3004646281,6052.0404014593,3041.8002052307
TAG(60:4)_FA 20:4,984.9 -> 663.9,TAG,28059.5222359084,27310.9823951454,48923.6628761424,19431.4407386807,16805.0611381619,9880.2607383735,24834.3023299897,17585.3215217563,63189.8022002665,48433.5626297496,29463.8414230569,15638.7611617998,11496.8606986953,20409.7011451699,16170.4011421171,26864.6222038564,7663.4806175325
TAG(60:5)_FA 18:1,982.9 -> 683.9,TAG,5444.1003608706,6696.5404815667,5673.5804252625,3317.0602378832,5503.340366362,6348.5404548626,6930.9004325858,6315.3604507446,5090.6203460697,5061.0203666673,6609.3804855336,6510.4004478452,4576.2003517164,6180.7803955084,7230.4804878224,8086.5405502298,3513.2402420042
