"lipid","type","logFC","logCPM","LR","PValue","FDR","2A","2B","2C","2D","2E","1A","1B","1C","1D","1E","blank","mean1","mean2"
"Lyso_PI(20:3)","PI",-0.0287652259332191,5.47369186672637,0.0432440546832584,0.835266408163725,0.999190649082423,39991.102416979,40056.902770975,40244.302795396,42678.502685547,40292.602478024,37501.42282105,42516.562927234,42423.923004147,39756.182983399,42287.223114022,44173.123291038,40897.0629699704,40652.6826293842
"Lyso_PI(20:4)","PI",-0.0921151721146397,5.18182026917189,0.443290180074882,0.505538685617003,0.999190649082423,32358.682220445,31255.942138697,31916.142333981,36988.122955322,31300.402069093,32934.602355963,34116.582366952,36143.262481674,31213.6423645,37789.202453613,33508.082366942,34439.4584045404,32763.8583435076
"Lyso_PI(20:5)","PI",-0.0260317958440963,5.99359299020324,0.0354278776931096,0.8507018850375,0.999190649082423,56557.043762178,52254.32409666,57022.364257796,68611.824585028,62284.544433553,54091.203796386,58625.483947714,62736.124511734,57751.743835471,64356.205444342,55252.884155264,59512.1523071294,59346.020227043
"Lyso_PI(21:0)","PI",0.00476532335921911,7.24322133692811,0.00118771028562037,0.972507808669184,0.999190649082423,139023.94970706,144687.09057615,141633.39013672,139544.18945315,147267.05053713,143222.89013671,139040.09033203,138931.4897461,135953.78833009,141955.57006834,131737.90869141,139820.765722654,142431.134082042
"Lyso_PI(22:0)","PI",-0.0280177272399666,6.52683705512554,0.0410487140052851,0.839443920553041,0.999190649082423,83997.96569823,79984.56579589,84812.40539551,89162.98583984,91280.20654296,84030.82556151,82988.84643554,87027.26696776,85806.98596192,91006.9259033,79290.80566404,86172.170166006,85847.625854486
"Lyso_PI(22:1)","PI",0.011222445191301,6.54782942164572,0.00658592197154917,0.935319725210175,0.999190649082423,86881.46557615,84267.40576171,92110.84619138,88603.48571778,87349.46691895,84955.48535157,88600.70629884,85301.12609862,87094.90612792,83498.68518068,83702.08593751,85890.181811526,87842.534033194
"Lyso_PI(22:2)","PI",-0.0683890375304741,5.45537165547755,0.244414123850788,0.62103602246113,0.999190649082423,38079.162536622,37828.642639151,39168.262756316,43413.483276363,40375.302917478,38559.822784447,41281.802917483,40557.962829573,41282.903198239,43657.843322738,42118.183288561,41068.067010496,39772.970825186
"Lyso_PI(22:4)","PI",0.0295181257633748,4.93913845074816,0.04551657250056,0.831056992749818,0.999190649082423,30012.802154535,29583.502227782,28205.54220581,27678.82194518,29441.4416809,28638.462036136,30959.882080076,30237.641998296,24341.881835944,26011.221710212,27432.842071521,28037.8179321328,28984.4220428414
"Lyso_PI(22:6)","PI",-0.0251557768896858,6.13311445342871,0.0330859176026479,0.855664855402666,0.999190649082423,64855.72454835,60354.564392066,68036.504882799,61838.884521498,73427.44580081,68610.944458002,63348.14501953,67774.60400388,65670.964904784,63656.604492211,57664.4840088,65812.2525756814,65702.6248291046
"Lyso_PS(12:0)","PS",0.308104336076289,5.16009703099818,4.95056158739112,0.0260821947889547,0.382794564696718,36866.922729491,37579.02264404,36827.022338831,35409.662506081,36777.682617189,34837.762329118,21323.241577142,19244.141296384,32563.26245116,37206.582763668,34341.722778306,29034.9980834944,36692.0625671264
"Lyso_PS(13:0)","PS",0.320536848405409,5.47556998447094,5.35866072225898,0.0206196029592615,0.340985644298431,44324.24334717,44164.683166488,44484.403137184,49157.063476552,45357.603515632,42250.483154307,24034.581756596,23308.741638193,42439.34301757,46152.803375245,45618.603698732,35637.1905883822,45497.5993286052
"Lyso_PS(14:0)","PS",0.282240113430542,5.627323048166,4.15706773807869,0.0414611220823656,0.492597617121438,51287.903747562,52136.623687727,48941.043273934,48271.843627931,50096.823150637,47309.123413079,29131.921997065,28528.142059334,46519.963317871,50535.183471679,48820.983093253,40404.8668518056,50146.8474975582
"Lyso_PS(14:1)","PS",0.173152912751373,8.92706544817935,1.56753809420297,0.210564902599671,0.915508476477036,537552.39453078,457017.83105406,422584.59375003,481695.03759771,605820.6108398,542591.68066403,374606.30371051,276662.33593753,418361.47216793,563647.41601563,293041.50195309,435173.841699126,500934.093554476
"Lyso_PS(15:0)","PS",0.218436465045199,6.66157540357037,2.49281202704196,0.114367218862901,0.643638070066777,99025.52661132,95029.14685059,100726.98681643,103237.60705567,101234.24707031,101055.58764646,54507.603698752,55494.183959974,98429.38708494,110331.48803716,106777.62780763,83963.6500854572,99850.702880864
"Lyso_PS(15:1)","PS",0.377992542264874,6.88811730759278,7.45090245025494,0.00634046512947065,0.186111299976815,113252.16882317,102962.966979994,118322.22851566,139037.91101077,135221.931274373,111634.50781249,46155.503326394,56138.663696266,102328.54650877,141002.25048823,134146.21020507,91451.89436643,121759.441320793
"Lyso_PS(16:0)","PS",0.35649011630303,5.92474797377281,6.62686592192733,0.0100451855466557,0.250627379389061,60540.224792475,58745.74359129,61673.283813509,66841.705505382,65274.865417452,59714.864685057,30425.741912839,33416.262268078,55690.223876979,59834.044311537,63873.224365246,47816.227410898,62615.1646240216
"Lyso_PS(16:1)","PS",0.225022415908365,5.31176229846385,2.64328537482424,0.103988299130418,0.622511949032672,40372.642822257,36136.602783186,41835.14318844,39822.802978531,36947.242492676,39990.542846686,21531.941589354,22420.681655881,39627.642822283,39867.042846685,43458.243164067,32687.5703521778,39022.886853018
"Lyso_PS(17:0)","PS",0.234021589381638,10.0415422866073,2.86204757446467,0.0906919868719405,0.599001379042167,1117094.35839833,1061952.63281309,986269.0361328,1094083.25488286,1242427.36425788,1087803.94433592,719801.58032224,580938.26318362,957907.91211033,1233995.46240241,676645.76611325,916089.432470904,1100365.32929699
"Lyso_PS(17:1)","PS",0.176753147271994,4.91847087143232,1.63096936637768,0.201569023983006,0.889325465714739,29086.462036124,29581.722106933,30552.921997076,30987.022369398,29289.102127071,30658.242004414,17220.641250602,18235.181320186,31218.422058095,32114.202331533,28016.50195312,25889.337792966,29899.4461273204
"Lyso_PS(17:2)","PS",0.232191861566421,5.21483303566564,2.81400419822512,0.0934448689490794,0.599001379042167,37129.662719709,34976.222747796,38029.222656237,37900.022491458,35942.922698951,37681.142883301,18856.661376953,20501.961441042,34227.342346201,42068.163208014,38991.342895473,30667.0542511022,36795.6106628302
"Lyso_PS(18:0)","PS",0.115659611862232,6.81276333020259,0.699393845667146,0.402987445860659,0.999190649082423,93944.766845639,89829.026123057,89193.847290013,139048.168884295,125120.92810062,86485.825439483,50096.623962379,57477.324096674,120987.786926306,168435.213561997,119985.928344692,96696.5547973678,107427.347448725
"Lyso_PS(18:1)","PS",0.259681752446917,5.18348549885856,3.51873429364804,0.0606787697460929,0.531205370233339,37052.062850952,36081.002258305,36365.302612301,37072.182312019,35980.162414536,37566.122772205,18891.101364139,21299.321594231,34088.722381582,37402.502471942,36678.882751465,29849.5541168198,36510.1424896226
"Lyso_PS(18:2)","PS",0.278070061475018,4.93716794522061,4.03303852512326,0.0446175132798587,0.499405167029863,30824.822082518,33552.582260129,30346.782257075,34229.482360835,28727.621887194,28096.542083732,14866.101058961,19222.421287525,30889.142242432,34253.582534794,26383.821868888,25465.5578414888,31536.2581695502
"Lyso_PS(18:3)","PS",0.221768447078458,4.94417160044615,2.56660175017075,0.109141962182806,0.640727519167298,30273.882110607,30536.642089847,29751.562347406,31041.722228996,31009.762298586,31831.422363273,18001.281326296,17277.681121826,29848.322357174,31091.482238768,31462.942108147,25610.0378814674,30522.7142150884
"Lyso_PS(18:4)","PS",0.281317043283739,4.76300191326593,4.12668655790839,0.0422119247837621,0.493681651572593,26374.761718748,26320.542053218,28445.941986074,28825.282043445,27403.08206176,26090.361968985,15802.201156617,14873.681068431,23973.761703484,29998.241806039,27410.421997069,22147.6495407112,27473.921972649
"Lyso_PS(19:0)","PS",0.289051791851752,6.59587210885466,4.36182597976449,0.0367528906719406,0.458492311132459,97024.086059569,98686.56640625,92387.78613278,94922.926391672,101917.3677978,106003.94824221,48723.403259282,39951.302917487,86735.2861327,106204.70776365,106642.50695797,77523.7296630658,96987.7465576142
"Lyso_PS(19:1)","PS",0.230756651762255,5.25763517238938,2.77949124323232,0.0954784937152564,0.599001379042167,38190.262512189,37668.482666012,37851.222717281,38330.962768565,38754.402893046,36043.522705096,18769.661285397,20256.621398926,34864.342132562,49265.023803714,38098.2027588,31839.834265139,38159.0667114186
"Lyso_PS(20:0)","PS",0.231157374354679,5.38716716305249,2.78943737799739,0.0948875368573312,0.599001379042167,40268.78295897,40686.562805199,42719.023437478,44476.403076173,40406.542785638,38431.242736811,25003.801773077,24557.061950681,43646.422912593,42322.542419449,41969.302917486,34792.2143585222,41711.4630126916
"Lyso_PS(20:1)","PS",0.226307783026024,5.0565474547676,2.67297493333144,0.102065080149921,0.621103353595253,31980.702392579,30720.202301029,35940.022460928,34865.862274161,32765.90216065,32889.982574461,18516.261413572,18367.841201786,31174.702392584,38240.8227539,32237.402191163,27837.9220672606,33254.5383178694
"Lyso_PS(20:2)","PS",0.332021378613572,4.84770881005593,5.74535567388443,0.0165323077400676,0.301815423010746,28447.722061151,28903.282104492,31477.562438962,31225.562072752,28572.461914065,28269.922088623,16153.681167598,15335.381072996,27650.581970211,28141.681945802,27997.381958008,23110.249649046,29725.3181182844
"Lyso_PS(20:3)","PS",0.247122092981602,4.9448517641718,3.18632510816224,0.0742567686024242,0.554202558597813,32252.022094722,33070.862640385,28930.462081904,30924.402359012,31443.842041008,30464.862304683,15511.121154779,15780.281127933,31804.462280274,35452.842315668,27140.681930544,25802.7138366674,31324.3182434062
"Lyso_PS(20:4)","PS",0.270582698833787,4.61310370971866,3.81747819485838,0.0507205220886138,0.502838553421556,25400.301956175,23972.041717527,23706.261779783,24271.601791379,25997.981750479,26223.761962891,13520.3410644496,12705.7208480849,22103.341415404,25466.881942756,24796.141754146,20004.0094467171,24669.6377990686
"Lyso_PS(20:5)","PS",0.264152127732988,5.72522670163313,3.64213611007983,0.0563346121027276,0.517379842440387,50136.363403322,51758.383239749,48627.963745132,57454.424041777,49124.783508279,51572.283325179,28968.302108771,27544.302032467,46460.403076172,54977.80364991,67886.185241693,41904.6188384998,51420.3835876518
"Lyso_PS(21:0)","PS",0.230908039082504,5.55204765608454,2.78375715883851,0.0952245419418419,0.599001379042167,45128.883178712,45737.823242165,44785.843200661,47782.403686523,49403.563598626,47282.583374004,26843.001739496,24202.361816403,47105.943176268,48474.183227511,48836.683776853,38781.6146667364,46567.7033813374
"Lyso_PS(22:0","PS",0.123703598861043,5.73814387206291,0.799662297761373,0.371194356116888,0.999190649082423,48268.523376453,49717.383361786,51768.403320296,53714.983581545,55385.023620585,54879.044189444,26070.381805425,26804.121734608,65176.365173321,58685.904418931,50611.723510734,46323.1634643458,51770.863452133
"Lyso_PS(22:1)","PS",0.250622724199895,4.80832361727624,3.276520410979,0.0702777798146921,0.551021035813282,24685.261566161,26740.401763924,27460.141784671,31980.362426758,29100.862182625,27262.401916494,13160.460891721,17160.881195066,27389.402008055,29983.022155755,29243.062011722,22991.2336334182,27993.4059448278
"Lyso_PS(22:2)","PS",0.281397474734156,4.80375750208903,4.12924186696335,0.0421482291669498,0.493681651572593,27435.901855469,29474.822235118,28085.161773657,28382.741882323,28015.221740723,29754.941864013,14583.7008743269,14369.22102356,25939.601867676,29119.622253396,28028.842071536,22753.4175765944,28278.769897458
"Lyso_PS(22:4)","PS",0.378762400353508,4.70957611791954,7.47078455506744,0.00627082184548235,0.186111299976815,28747.422149663,26295.642028802,26590.341918947,30963.241851809,26056.381713861,26487.961791996,12614.900863641,12576.1009101863,25954.721832263,26546.961990368,22931.281784056,20836.1294776909,27730.6059326164
"Lyso_PS(22:6)","PS",0.102699491020158,5.33095380123501,0.551039066776411,0.457893442589416,0.999190649082423,35992.962341295,35404.242553688,38985.182800276,39111.342651352,39649.282562274,40307.602813736,19663.601394653,20919.94161987,47298.863281252,43694.243103024,45851.84344481,34376.850442507,37828.602581777
"Lyso_Sphinganine-1-phosphocholine","SM",0.0798798733834256,5.25586642131722,0.333389980267299,0.563669730227883,0.999190649082423,35940.322448739,36569.662780777,34575.802612306,39229.782501214,38804.422668459,31692.942199695,37550.222351076,37222.38211059,32540.062530506,33720.502410876,32009.962158194,34545.2223205486,37023.998602299
"Lyso_Sphingosine-1-phosphocholine","SM",0.102798081127939,5.31536267857454,0.552122690528449,0.457451658784331,0.999190649082423,38757.842529286,38710.34262085,37489.162933355,39693.742736832,40936.283020055,34974.662506084,36815.102386462,39853.282409648,32930.662109388,35055.282562248,31261.962280271,35925.798394766,39117.4747680756
"O-(11-carboxyundecanoyl)carnitine","AC",-0.352887296981036,10.4621327195613,6.49887080842564,0.0107943026442678,0.252485485288577,1209291.63037112,1148046.27538962,1202618.84667971,1237252.88427719,1306716.4550781,1783803.96630862,1272167.60449219,1432895.91943362,1908078.77880857,1242915.81494245,663263.20507826,1527972.41679709,1220785.21835915
"O-(13-carboxytridecanoyl)carnitine","AC",-0.100640680655054,9.8341532400998,0.529781253175315,0.466698839698651,0.999190649082423,953551.80371094,788455.99414049,780613.39111336,796842.29687503,872374.21582032,912049.22265634,854635.03515633,836334.80371075,836349.83789042,989083.42724626,686597.86865231,885690.46533202,838367.540332028
"O-(17-carboxyheptadecanoyl)carnitine","AC",-0.0717034756932286,10.772228721971,0.268957441432576,0.604031988199156,0.999190649082423,1727539.836914,1477548.5019527,1689921.2753905,1504928.4453128,1647671.397461,1692290.1894532,1664248.99902312,1517999.192383,1575294.48925722,1886690.2871091,1429621.7216796,1667304.63144513,1609521.8914062
"O-arachidonoylcarnitine","AC",-0.088457212395011,10.7493663909518,0.4093040820444,0.52232293729005,0.999190649082423,1712223.4609378,1482330.4160156,1473711.5214846,1460762.2636717,1702435.5966797,1579265.0957035,1662264.1152343,1485888.5107421,1463021.7626948,2017836.5654299,1493365.1074222,1641655.20996092,1566292.65175788
"O-behenoylcarnitine","AC",-0.131089174597333,9.96361080659602,0.89871825483533,0.343125626750142,0.999190649082423,943303.0097657,848671.01940937,858318.758788972,876001.06396481,985393.09082031,891839.38378907,864800.959899935,890349.72351078,914258.544860692,1303838.98840297,800445.97998042,973017.520092689,902337.388549832
"O-oleoylcarnitine, Elaidic carnitine","AC",-0.0717266459741201,12.8900135445217,0.26913673634408,0.6039114454601,0.999190649082423,7419494.8828125,7044766.7460932,6456503.4062503,6697960.5703125,7104049.9804703,7248518.679688,7474741.9843745,6778230.695312,6496740.8945312,7980409.3671875,6604183.173828,7195728.32421864,6944555.11718776
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine","AC",-0.0869967859050387,9.61852783764033,0.395889974599981,0.529219515354205,0.999190649082423,760998.01123047,696160.6909179,682626.84521503,701823.28808589,770992.77783202,737263.01171885,748501.7734377,736286.03271481,683937.02832029,876110.79833989,621881.16503895,756419.728906308,722520.322656262
"Palmitoylcarnitine, (5Z)-13-carboxytridec-5-enoylcarnitine","AC",-0.0693872674413673,9.7337122424597,0.251856719796706,0.615770727754707,0.999190649082423,867690.90332029,777866.27441405,730014.01171882,738432.19287099,822254.76220718,807602.95263677,795008.35546879,778818.95263673,749126.39599632,940627.445312619,672352.34863289,814236.820410246,787251.628906266
"PC (30:0)","PC",-0.109998533805749,11.1499554613121,0.632877886608185,0.426301647145854,0.999190649082423,1973763.86779789,2138715.40136711,1782874.6853638,3088353.84533683,2369372.95629886,2040553.43261714,2585075.24243167,3096519.49713146,2024768.17163089,2337893.55346682,74977.105102509,2416961.9794556,2270616.1512329
"PC (30:1)","PC",-0.102385445153213,11.1488032499749,0.548323194972909,0.459003646269632,0.999190649082423,2039045.81152347,2127665.07293693,1760264.4243775,3085898.19757085,2357930.49108886,2012379.1207276,2442264.45153808,3208268.75848389,2069321.93621817,2307779.33319088,79544.426208428,2408002.72003172,2274160.79949952
"PC (30:2)","PC",-0.123069793130042,11.1457446308856,0.792177631825325,0.373442468686011,0.999190649082423,1965619.81304929,2170422.79608148,1690529.34094234,3166098.51647937,2273616.24554437,1995979.16650393,2566417.36706535,3085874.89245609,2104126.87731927,2345749.77911378,76728.566589298,2419629.61649168,2253257.34241937
"PC (32:0)","PC",0.0169075347861379,10.597316881492,0.0149556613941968,0.902666705070603,0.999190649082423,1391054.76385505,1534494.94799798,1269269.77960207,2203578.40417478,1676809.5542603,1259701.26354987,1674121.96246337,2136785.59643547,1362048.41693109,1442726.94708253,83348.705596899,1575076.83729247,1615041.48997804
"PC (32:1)","PC",-0.0640170704230952,10.3102711001047,0.214388201884503,0.643349503932497,0.999190649082423,1085338.81549074,1304411.83340445,1044733.80731206,1778510.98950192,1213151.74554446,1057600.52825931,1402258.56842049,1746895.25598137,1134904.40026853,1290270.19976815,74375.565887469,1326385.79053957,1285229.43825073
"PC (32:2)","PC",-0.0101720645932254,10.299827451122,0.00541329915358801,0.941348464124673,0.999190649082423,1107496.81036378,1197141.28509517,1021286.26266473,1816948.58166508,1362437.90118408,1049439.4223633,1345636.91558838,1812151.07086177,1044263.85290535,1214899.30114752,77514.303894052,1293278.11257326,1301062.16819457
"PC (32:3)","PC",-0.0296432382364512,10.2646347047916,0.0459714366361368,0.830227728639178,0.999190649082423,1128773.63806142,1219667.14160156,959338.147338907,1687650.03836062,1299573.59869383,1010908.70770264,1316738.45178222,1667787.02868655,1149106.32205196,1192931.85693359,88567.946716287,1267494.47343139,1259000.51281127
"PC (32:4)","PC",0.011074139727848,10.4865596598958,0.00641601533789071,0.936157696248698,0.999190649082423,1303324.79974367,1405797.35821528,1164540.29772954,1999788.13684078,1578051.42517089,1190610.62438966,1512734.90484624,1955093.80578608,1321933.60168463,1310938.9898682,97725.847045978,1458262.38531496,1490300.40354003
"PC (32:5)","PC",-0.114736895363832,11.5855231305709,0.688565335571184,0.406652792327647,0.999190649082423,2895832.51940918,2856350.31127926,2356100.34570305,4167843.76733386,3033072.01745612,2537270.57269293,3327434.27465831,4542980.37530527,2895881.91711427,3063296.60955814,116685.207214363,3273372.74986578,3061839.79223629
"PC (34:0)","PC",0.354486794807916,13.2485123324692,6.55794953621808,0.0104416615133884,0.251881515790916,9772730.68603515,10341995.2028812,9304557.24511718,15552825.7490236,11825788.4580078,7052170.5048827,9206761.19775393,12086992.3505856,7286880.81933624,8219909.68481452,209836.97338873,8770542.9114746,11359579.468213
"PC (34:1)","PC",0.368371930882131,13.2124629296447,7.08034133934416,0.00779341633818773,0.207193259865418,9762730.9665529,10507504.4770509,8772618.54931609,15363149.9877929,11202343.9375,6651824.08691416,8552227.91748041,11637828.705078,7879867.2446288,7766759.9379883,223283.71362301,8497701.57841793,11121669.5836426
"PC (34:2)","PC",0.320255912875337,13.1761272141346,5.35503077792236,0.0206625695874728,0.340985644298431,8959714.05761717,10073496.6206055,8073643.52197248,14133691.6098638,12259927.9614263,6194244.55078122,8798595.95117187,11488920.0126952,7758806.05761721,8001635.20873988,204395.99633792,8448440.35620108,10700094.7542971
"PC (34:3)","PC",0.322821477254691,13.2327616350435,5.44099457448465,0.0196694663391493,0.340985644298431,9627259.49999985,10284084.5771481,8659604.13134762,15411338.15625,11653035.2333979,7106049.71874998,8779731.10546838,11656439.5273443,7783192.7827147,8524693.14990243,234569.17822268,8770021.25683596,11127064.3196287
"PC (34:4)","PC",0.335383692001997,13.2735915483607,5.87172678962816,0.0153859525893155,0.295291936233402,10064981.8359377,11190157.0366211,9321535.65283219,15199392.9565429,11619233.3769525,6863199.83325246,8781624.73095771,12063780.9794922,8263353.76806654,8904421.5134278,267781.54003918,8975276.16503934,11479060.1717773
"PC (34:5)","PC",0.309274727805302,13.294851226174,4.99478180592996,0.0254238588034189,0.380697650355515,9667688.84082025,11759831.519043,9658486.87890641,15083334.4448243,11630120.4753416,6735221.93896504,9582453.1298835,12580609.3505859,8325107.60449219,8834703.83056636,239553.61596675,9211619.1708986,11559892.4317871
"PC (34:6)","PC",0.309260539807255,12.8004854064065,4.9943158711585,0.0254307047665674,0.380697650355515,7211205.06018051,7683448.6459955,6797003.08593736,11609287.2034911,7761060.07898008,5329994.22290053,6896589.41796883,9152671.35095221,5644304.37170418,5703303.95764173,112631.18798832,6545372.6642335,8212400.81491691
"PC (36:0); PCp(38:6)","PC",0.276760204607655,14.807023327433,4.0013004172506,0.0454651727662128,0.499405167029863,28839002.4824228,32047190.8203111,27402744.7412109,40714384.7636726,33846685.9550773,21356286.7412113,26304353.3300781,34631625.8876951,24511410.4970698,25783438.0859375,1179060.9423826,26517422.9083984,32570001.7525389
"PC (36:1)","PC",0.252037789569461,13.8124685979371,3.31923404353438,0.0684737241815076,0.551021035813282,14901324.0585938,14852457.4394529,13627157.2978523,20545514.0488279,17185089.897461,10734723.0039059,14132207.0039062,17724455.6259768,12423576.7480469,12189280.3281249,582758.0214844,13440848.5419921,16222308.5484376
"PC (36:2)","PC",0.233776142404753,13.7989386734698,2.85616864320036,0.0910240694144052,0.599001379042167,14267019.4863276,14668276.2958987,13275408.8808596,21016156.9082035,16667763.375,10103128.535157,14636813.8046876,18394488.2167964,11868269.350586,12098563.5498051,601371.9414065,13420252.6914064,15978924.9892579
"PC (36:3)","PC",0.273911340398103,13.943099738718,3.91946662991541,0.0477300211197718,0.500778088450573,15704800.6601565,16651281.2519529,15267153.5839839,23476428.6914071,18302579.0957034,12290933.2558588,14333747.4843751,19329243.992187,13183173.1484376,13782401.7324219,664910.4042968,14583899.9226561,17880448.6566408
"PC (36:4)","PC",0.228505375989626,14.2776279625964,2.72896403749473,0.0985431868966127,0.607074694585306,19494273.6972657,21491736.9863279,19037370.5957032,28458900.9394531,22625603.6210939,14111208.1992196,19654248.3886722,24625793.4199213,16876398.0664062,18359570.6523444,830871.1367187,18725443.7453127,22221577.1679688
"PC (36:5)","PC",0.195180927393968,14.4950573835812,1.99160110566299,0.158173570328873,0.7712893641118,23365087.0058593,25665500.4843749,21256958.0917974,30882556.3437509,26697512.7363284,18581558.8945314,22568485.4882813,28484942.0742184,19500011.7890621,21075179.1953128,822224.111328,22042035.4882812,25573522.9324222
"PC (36:6)","PC",0.257436327921139,14.3025743240361,3.46276274940465,0.0627653613003245,0.537948508944554,20089641.7207025,21714586.4687502,19361991.5507815,28554210.7109376,24492288.2265622,14811015.3691403,18737722.8320313,25807900.6503907,16643377.1250001,18299619.527344,702361.128906,18859927.1007813,22842543.7355468
"PC (36:7)","PC",0.335660298784479,13.5721761735262,5.88139914997737,0.0153016575523105,0.295291936233402,12586873.9614258,13934530.1469722,11153223.9843756,18138636.1806647,14855687.2861329,9121494.28515614,11673224.166504,14826531.3256836,9224467.04736308,10433038.2924807,234887.11621095,11055751.0234375,14133790.3119142
"PC (36:8)","PC",0.293486168911651,13.3277734201224,4.49868293537292,0.0339209705133972,0.434014468876544,10184655.8901367,10865232.9594731,9616674.19531269,15737706.7021486,12492292.8525389,7058748.88525398,9612386.52978517,13188301.3286133,8645671.04931601,8912342.34130927,209301.99438477,9483490.02685555,11779312.519922
"PC (38:0)","PC",-0.0943405359558293,11.3930149224357,0.465555936083547,0.49503878173283,0.999190649082423,2438693.44543458,2519387.59155225,2278460.68066449,3443921.73913574,2838997.57006838,2315997.41271916,2973059.47436524,3660713.36962897,2383215.98266593,2913857.99987851,58880.404052743,2849368.84785156,2703892.20537109
"PC (38:1)","PC",-0.00238887695056944,11.3904611286616,0.00029856625769753,0.986213982886629,0.999190649082423,2403947.02081297,2716798.64758248,2318551.68225048,3585895.32617181,2916824.32861327,2326632.05725048,2912086.71832275,3705805.31726071,2327730.77954102,2511084.74560603,61182.20446773,2756667.9235962,2788403.4010862
"PC (38:2)","PC",-0.000694983290056837,11.5378254408977,2.52691388595849e-05,0.995989177399913,0.999190649082423,2928337.13903807,2858324.68750008,2474949.29907185,3868776.95166015,3318983.46997069,2695348.091187,3220452.35229549,3892611.73693849,2529730.71044929,2912724.78625491,63837.785156235,3050173.53542504,3089874.30944817
"PC (38:3)","PC",0.185279413821282,12.7586215319002,1.7947865374008,0.180344057120496,0.835836078976418,6679570.82592797,7118250.57250917,6101484.55224664,10139464.2297363,8318617.17871099,5155493.09594735,7407585.74584975,8921378.49951127,5560505.71435585,6260351.15454095,146890.17065429,6661062.84204103,7671477.47182621
"PC (38:4)","PC",0.193552386438037,14.2230615927212,1.95852897281293,0.161670729577675,0.778651430341319,18907137.7148445,20705751.2871094,18020578.6406254,26943960.7167966,21074765.6328129,14673627.0625004,18382768.3457035,24330980.8320309,15969387.2070312,17856537.7089844,978756.3261719,18242660.2312501,21130438.7984378
"PC (38:5)","PC",0.237771450677559,14.1668035321352,2.95451933619916,0.0856377672219222,0.582726079687352,17536164.4160157,19672248.5429688,17321074.009765,27162908.6464839,21574363.9179688,13976644.8144528,17822170.5742188,22082324.6660151,15244206.4160153,17244642.253906,748082.3359376,17273997.7449216,20653351.9066404
"PC (38:6)","PC",0.174423057863033,14.0789521116349,1.590749265044,0.207219117412992,0.907038066570903,16878121.896485,17958663.2207031,15681998.7617187,24168808.5468749,20526728.4199217,13375162.4648437,17042051.123047,21520468.9121099,14508327.8105466,16784016.0917973,677652.5439451,16646005.2804689,19042864.1691407
"PC (38:7)","PC",0.262899751175107,13.983391610875,3.61109203363594,0.05739541978891,0.523908191609745,15856799.5781243,17809015.8847663,15563876.382812,23765425.4160156,18658153.845703,12170549.6171875,15552866.2499996,19570802.8857424,13542201.6171877,14525649.2832031,619744.8251956,15072413.9306641,18330654.2214842
"PC (38:8)","PC",0.248043992542188,13.8581914169013,3.21500265751092,0.0729660728808716,0.554202558597813,14260304.1914055,15424385.076172,14284788.908203,22102276.1386726,17584235.8789069,10854297.4492187,14358470.9804692,18112607.1132811,12807299.9257807,13338501.3554694,598313.6816406,13894235.3648438,16731198.038672
"PC (38:9)","PC",0.215844466917277,13.8341830524841,2.43520362098025,0.118638488633906,0.655293851313889,14684711.8779292,15892273.1279298,13778176.0390624,20221507.1513668,16797054.3710937,10650914.3183597,14569351.9316408,18370917.8525394,12056596.580078,13554519.6249998,595367.7080077,13840460.0615235,16274744.5134764
"PC (40:0)","PC",0.00736316331278372,8.56588193317761,0.00283621753328589,0.957527817666936,0.999190649082423,340327.726547289,384398.59295654,328100.178283591,509564.700119081,405571.514709497,310810.809730559,423331.97595261,490465.936507633,305604.499298036,403447.342224662,19894.861190787,386732.1127427,393592.5425232
"PC (40:1)","PC",-0.096570307839594,8.61146297747137,0.487774094828637,0.484921913436737,0.999190649082423,337217.462127776,384414.774353599,328142.319427487,514865.659667927,393224.343872059,348683.849288969,420388.45477291,544652.522949283,326290.226196266,426791.12991333,20727.441482544,413361.236624152,391572.91188977
"PC (40:10)","PC",-0.0426308846717092,11.338724593453,0.0950791261493578,0.757816759449753,0.999190649082423,2339151.53063968,2483348.44921826,2115687.30041505,3623984.97143568,2706629.9661866,2310858.87323053,2761761.4368891,3592302.02673354,2347440.20556645,2466173.2385258,53838.444091802,2695707.15618908,2653760.44357905
"PC (40:2)","PC",-0.0452651763005858,8.83602020280907,0.107183997281027,0.743373177056002,0.999190649082423,426535.38562006,452553.903350856,371935.384887177,605876.07226553,473664.417633018,339184.586303794,473038.391784647,643005.357086269,433611.409301201,485388.235137906,22328.341369626,474845.595922763,466113.032751328
"PC (40:3)","PC",-0.0234316048781299,10.0370867570154,0.0287237583634123,0.865418434307182,0.999190649082423,958831.684142961,989578.801574569,871245.448425842,1506810.0924072,1084570.15570065,893640.796386688,1123848.66607627,1390920.24688725,922984.076477052,1093799.7912598,35128.042663592,1085038.71541741,1082207.23645024
"PC (40:4)","PC",-0.0263026997305946,10.8691451872154,0.0361946375487605,0.849114107316568,0.999190649082423,1673851.84179677,1823151.67126472,1562526.00463864,2644027.66333012,1927290.67669675,1721540.85327151,2021735.49237012,2524917.1965331,1531632.11547852,1878290.56457518,48486.623413105,1935623.24444569,1926169.5715454
