"lipid","type","logFC","logCPM","LR","PValue","FDR","I1-1","I1-2","I1-3","I1-4","S1-1","S1-2","S1-3","S1-4","blank","mean1","mean2"
"18:0 Campesteryl ester","CE",0.112387629269309,8.91925914078725,0.155494652518428,0.693338817775591,0.999412099756005,211126.916961723,183389.912284887,159634.792449946,150310.389564614,132357.288818447,123012.128498046,214616.695465098,107837.588569666,40241.9626617484,176115.502815293,144455.925337814
"18:0 Cholesteryl ester, 16:0 Sitosteryl ester","CE",0.200346577412419,8.09244862186143,0.49382768864325,0.482224810524156,0.999412099756005,115642.927627567,112526.587677012,103052.666938782,75637.005020152,77762.0456543049,69709.8051300037,102978.567275961,58889.4443435698,29951.302062986,101714.796815878,77334.9656009599
"18:1 Campesteryl ester","CE",0.0616862808404302,8.63819656875013,0.0468516169614759,0.828635169035136,0.999412099756005,173028.711494442,143445.189033562,134610.888561304,116189.68917853,110576.70784,106077.527168262,178140.33434298,85102.9055557343,40539.0828094338,141818.61956696,119974.368726744
"18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester","CE",0.232119366901751,8.10029985558282,0.662697909074438,0.415609092651089,0.963347395668382,113743.628211979,124071.30840304,99970.8061294397,76258.084754954,75174.965545648,70847.945320127,100561.047286975,62243.744453422,26594.5220184331,103510.956874853,77206.925651543
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester","CE",0.259921914253931,8.08036142577272,0.830728576946512,0.362061937976891,0.919963374890587,119104.908775338,113379.84751886,103165.986709606,76967.6651611283,71129.5059814391,68534.86492157,105376.386871381,56843.904136658,27691.161857605,103154.602041233,75471.165477762
"18:3 Campesteryl ester","CE",0.0584943805841223,8.02154361611555,0.0421263164193988,0.837379178079725,0.999412099756005,101527.367958062,88713.3062820384,89564.506534568,75533.5652694666,71055.0060348379,68946.465621952,103080.747520438,56421.404418951,45968.263465879,88834.6865110338,74875.9058990447
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester","CE",0.155286465194365,8.07271249767023,0.296767922957542,0.585915773555432,0.999412099756005,111255.228950499,115946.367469827,93116.845726012,72594.8449859516,76201.7254409847,68718.8845672452,104271.266288743,60634.26424408,30225.782104484,98228.3217830724,77456.5351352632
"19:0 Campesteryl ester_simulated","CE",-0.0470797186673512,9.68253948311405,0.0272928949352718,0.868782146559977,0.999412099756005,292232.578369289,267107.49914525,264259.817016573,243484.936584544,234663.116394038,228082.275695757,276092.119415245,222248.435119692,160970.791625997,266771.207778914,240271.486656183
"19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated","CE",0.129503576806992,8.91591973880709,0.206445628281472,0.649567663676964,0.999412099756005,214614.017402539,180691.452320049,158990.45166778,148581.111618018,133862.428329515,123361.828010501,210339.135322457,101907.686897267,46128.583267216,175719.258252097,142367.769639935
"2-Hydroxymyristoylcarnitine, 3-hydroxytetradecanoylcarnitine","AC",-0.620185195919866,9.61793956552112,4.70025152119706,0.0301582036195775,0.327858739177204,70258.8653564389,200063.535667423,180941.51231382,204656.97436523,264209.57922368,236462.09631348,189869.013397194,200312.314422562,407937.02636723,163980.221925728,222713.250839229
"20:0 Campesteryl ester","CE",-0.0726192112132456,9.53995894332917,0.0649316044409716,0.798864594618507,0.999412099756005,249209.577453702,234035.457031289,270909.438781616,210601.05371099,219475.03454578,206355.254638701,249148.858032185,200967.415222168,149035.790832473,241188.881744399,218986.640609708
"20:0 Cholesteryl ester, 18:0 Sitosteryl ester","CE",-0.080938640369926,9.68509622415148,0.080659592588745,0.776405533567248,0.999412099756005,289650.02130125,267962.23791509,263578.839599542,233624.915893525,230675.77618416,233773.734924299,281322.982421744,225535.43432619,165516.872253359,263704.003677352,242826.981964098
"20:1 Campesteryl ester","CE",-0.0360296286919004,9.81399009057405,0.015984968594239,0.899390229825722,0.999412099756005,321201.423645062,291702.419555856,321672.102600017,267632.458679168,261141.957458425,247019.979461628,322090.341125288,240468.036254807,146458.690246584,300552.101120026,267680.078575037
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester","CE",-0.0776859562460468,9.68201447111012,0.074307669223117,0.785165070271968,0.999412099756005,284351.782470501,257800.119506643,271976.598632888,238207.556213204,230829.916320783,231779.796508795,283340.96289052,220213.695983786,169522.072387661,263084.014205809,241541.092925971
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester","CE",-0.0448317657284933,9.68475438775114,0.0247488682039148,0.874994447643216,0.999412099756005,286020.8170774,265722.498535069,271268.638244555,243340.956970288,236155.075622537,227184.89520268,283581.042175206,212619.995300412,167682.072021442,266588.227706828,239885.252075209
"20:3 Campesteryl ester","CE",-0.0187144563823525,9.79961898240206,0.00431275267101228,0.947639322151444,0.999412099756005,325776.562683012,301034.55883775,296389.581603932,261935.958495991,247932.798217695,252585.538757372,316741.281738146,230728.435608071,154949.0515747,296284.165405171,261997.013580321
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester","CE",-0.0751859254268641,9.67012865827712,0.0696025107922651,0.791916405091287,0.999412099756005,283217.518127384,266101.51885978,258695.738830528,237185.897094732,228904.116638096,225983.376281756,285570.119262641,221098.435241622,162328.83123775,261300.168228106,240389.011856029
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester","CE",0.0166666703799516,9.41333534324972,0.00342051986717706,0.95336214250473,0.999412099756005,258634.437927267,231474.075805778,215835.217163089,204826.033630347,197722.415649426,183036.594665529,237369.218505887,170529.691589288,124171.468688989,227692.44113162,197164.480102532
"20:5 Cholesteryl ester","CE",0.13362450686442,8.68411945854793,0.219785386901606,0.639203491445049,0.999412099756005,180973.393775842,149324.810218863,137760.527481022,131559.888885636,117548.448024767,99946.5680046277,174865.710861325,91256.6460037526,38769.242919928,149904.655090341,120904.343223618
"22:0 Campesteryl ester","CE",0.741751685558295,6.96723687969686,6.6999015455277,0.00964182352339437,0.189918550191071,100663.484725999,32388.9419975195,57225.5433502118,29557.6219368017,27719.7819023136,23536.1816635095,34459.0822563088,24804.9417495603,19671.5613098115,54958.898002633,27629.996892923
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester","CE",0.202179425490985,7.96943393488913,0.502892137082597,0.478232091293891,0.99848457554666,105063.008152049,99141.7662429998,108419.027671885,70112.9050636322,70194.1453094519,58447.4840469394,104128.746650705,56359.9440078656,20333.5613670404,95684.1767826415,72282.5800037405
"22:0 Sitosteryl ester","CE",0.751688834461824,7.40362592871468,6.87867160581391,0.00872303724695491,0.184739999371168,102813.105255113,34207.5823516849,61990.324218769,27432.7821388121,29405.6821289098,28662.0620460443,30977.5423202535,23048.421684259,102977.567970288,56610.9484910948,28023.4270448667
"22:1 Campesteryl ester","CE",0.816517212808654,7.07492822333055,8.10038110922869,0.00442559522612888,0.131089196686488,108067.568252591,37475.5427856524,65224.0449638518,32117.5420456017,27865.0618705737,28854.1220588697,34561.2026710651,24448.3416786168,19981.7613830532,60721.1745119242,28932.1820697813
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester","CE",0.19542715883234,7.94966767253941,0.469887098866707,0.493039112926512,0.999412099756005,103516.587631262,97747.4877738523,112205.848419142,66544.6247635017,71784.4851493692,60339.3040923952,99389.6857299335,55160.863971697,18020.0013313376,95003.6371469395,71668.5847358487
"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester","CE",0.682588193173377,7.38199747320077,5.68317317404774,0.0171283630271865,0.267580767554102,100147.727542858,34348.4222030688,62389.3843078759,28061.1621170094,29194.701885227,26355.9219436671,32514.3225135993,28455.5621490515,95104.1465606282,56236.674042703,29130.1271228862
"22:2 Campesteryl ester","CE",0.528604318390759,7.43779400579495,3.42112530393257,0.0643671232715069,0.468807612710948,111181.628391221,54423.3244094768,85132.9464339987,40742.5426139955,42077.8826484834,39239.1826896595,54800.2638282822,34490.7424087486,22464.4814453063,72870.110462173,42652.0178937934
"22:2 Stigmasteryl ester, 22:3 Sitosteryl ester","CE",0.858999263651674,7.0136776260058,8.95254315542729,0.00277083577051907,0.0921764699659344,101843.088291144,33232.1823844991,62701.0645522955,28014.0420379519,25343.6818695039,25206.6616897504,28239.3419685455,24571.1017799377,29883.0822868281,56447.5943164726,25840.1968269344
"22:3 Campesteryl ester","CE",0.253016045120337,7.9452545056222,0.787217940560367,0.374942687064658,0.922698486378689,107511.16838082,96384.5864562887,109685.747673044,68922.7451591541,69989.1653175561,60633.3245696774,98924.0668030527,49021.8235855052,21152.3614883465,95626.0619173267,69642.0950689478
"22:3 Stigmasteryl ester","CE",0.815227315163901,6.93256157164898,8.07486137385894,0.00448835407971711,0.131089196686488,100687.186183927,31282.0826034566,62613.1841354202,26104.9219016905,25576.7818565305,24038.7216720527,28980.8821563648,25225.2217750491,19244.2213668779,55171.8437061236,25955.4018649993
"22:4 Cholesteryl ester, 20:3 Stigmasteryl ester","CE",-0.077146478038937,9.62750849746731,0.0732791572499991,0.78662082883425,0.999412099756005,260163.98010259,254636.03930662,267379.47900383,223508.83483885,228694.45617674,227764.93554688,250817.15722654,211858.67517086,175881.51293943,251422.083312973,229783.806030255
"22:5 Cholesteryl ester","CE",-0.0590964635266937,9.57404078576521,0.0430023172497442,0.835720909235089,0.999412099756005,258429.15869142,245058.717834515,269921.458618165,209089.83532709,213284.955200191,217182.094787535,244058.07623288,208301.11523439,165574.032165525,245624.792617798,220706.560363749
"22:6 Cholesteryl ester","CE",-0.0411718398405211,9.52342867126833,0.0208729693254099,0.885125550281287,0.999412099756005,248971.176452669,234294.394531158,266146.85888683,207076.134338386,211644.035888618,206593.375671397,234312.195617724,196329.933959902,157780.2307739,239122.141052261,212219.88528441
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester","CE",0.7484220173385,7.43645277625648,6.8196862092284,0.00901584080794502,0.184886488897174,106544.428451445,34208.0423774717,61148.3245811501,26128.961906442,28204.221614837,26758.0419387886,34134.382434861,24246.5416564833,109107.007392883,57007.4393291272,28335.7969112425
"3-hydroxyarachidonoylcarnitine","AC",-0.633549801870109,10.2058633216022,4.90350880136975,0.0268021836830984,0.327858739177204,117594.887756411,318493.222385434,255824.978199026,323764.682006863,388424.885849088,364452.665359422,304007.580543539,343286.724018118,537639.18090807,253919.442586933,350042.963942542
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine","AC",-0.631881099602099,10.0382656872876,4.87789006242929,0.027202851993987,0.327858739177204,102241.586597435,280422.499290504,234250.515716567,291512.801288603,333840.404930117,327200.601638802,275658.159667953,312683.802063014,474301.83447266,227106.850723277,312345.742074971
"3-hydroxylinoleoylcarnitine,","AC",-0.413629683055754,11.2387688749989,2.09969504852779,0.147328519910301,0.662314697614774,188787.573184996,936440.669052163,609773.723938021,690473.27093117,758720.39477539,735872.21228043,662757.866973879,721834.311950684,844522.93798837,606368.809276587,719796.196495096
"3-hydroxypalmitoleoylcarnitine, Heptadecanoyl carnitine","AC",-0.53354342116337,12.9917331033072,3.48578504675243,0.0618979959265412,0.462801350790759,607810.281738293,2362968.51104369,2329233.94959239,2651087.18652361,2499507.7089845,2524001.05029261,2502298.08886712,2665433.48632853,2669517.3808594,1987774.9822245,2547810.08361819
"Arachidyl carnitine, O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine","AC",-0.610156286217327,10.5564543879924,4.55072721098804,0.0329047682961713,0.332827284725462,140698.130477884,414627.268962812,366158.384441383,432749.688297276,491045.253478944,475401.973632851,424999.890335105,442260.912967738,612752.20458982,338558.368044839,458427.00760366
"C12:0","FFA",-0.175795278493301,9.92737149707416,0.380320876191945,0.537431558871427,0.999412099756005,291853.559631452,310646.841613611,326323.683593639,259140.377868639,303703.601867597,305904.622070286,323742.362914987,231593.957275393,228653.815917935,296991.115676835,291236.136032066
"C12:1","FFA",-0.903518437280962,9.82691052665092,9.89245561287044,0.00165957758056091,0.0653786220552549,217118.514984104,225264.715667841,219507.756469788,179378.252593996,284288.541320783,454662.17150873,506020.97534169,150934.650543217,172270.611755347,210317.309928932,348976.584678605
"C14:0","FFA",-0.117670631450135,11.2179899425556,0.170463322804153,0.679700365936958,0.999412099756005,655234.10485829,686969.67150885,866654.18933095,681405.20874031,637402.36450189,713385.33081047,735048.149780351,617564.46606459,684010.945434429,722565.7936096,675850.077789325
"C14:1","FFA",-0.112335482106227,12.7937462376657,0.155361893295776,0.693463114288943,0.999412099756005,1695492.89746095,2053284.57324213,2455868.53759776,2078974.4604492,1785619.4965818,1724588.52050791,1990954.98681619,2209722.76855369,2462172.03027346,2070905.11718751,1927721.4431149
"C15:0","FFA",0.0691297074749509,11.4474194147813,0.0588442206135369,0.808332110862256,0.999412099756005,697538.713073574,859921.244323811,1186349.28503364,737130.193176327,582244.544067296,611135.786682406,755959.762390014,856737.518859962,1037131.98553458,870234.858901838,701519.402999919
"C15:1","FFA",0.274883771888913,13.5831960701912,0.929102564230561,0.335096231822641,0.902265328601255,1999258.20611573,3975782.73327682,5968003.44207758,3457139.5902714,1626605.55950818,1711925.0087889,2737397.859497,4519205.7909546,5798989.87133842,3850045.99293538,2648783.55468717
"C16:0","FFA",-0.492508314218914,13.4696796350066,2.97269933664938,0.0846804477278539,0.53263290020419,4992006.20165966,2670068.24584955,3798167.80358832,1807677.61096202,4759161.74743704,4903402.71459951,3873704.12548839,2187509.08282445,1658887.12414595,3316979.96551489,3930944.41758735
"C16:1","FFA",-0.0216654071020091,10.1970966221685,0.00578012504047365,0.939397511190211,0.999412099756005,285196.440246644,345042.684875495,578708.362915039,351374.981445262,296906.360840023,376773.286071832,304198.901611357,351350.384033002,256668.236541742,390080.61737061,332307.233139054
"C17:0","FFA",-0.117924070155097,11.6330673076606,0.171199142016121,0.679048283799248,0.999412099756005,1306680.75762891,1024156.33142092,1135133.73693946,673111.868408166,1061281.6929942,1110531.28042607,1132253.50735415,560682.109970051,580239.081573604,1034770.67359936,966187.147686118
"C17:1","FFA",0.154765096252002,10.1209468369326,0.294811852592829,0.587153354596807,0.999412099756005,409976.829101491,465585.172668422,453994.6916504,253109.758422872,324413.5432129,365078.06457533,324302.50225829,206618.073974659,210575.035400387,395666.612960796,305103.046005295
"C18:0","FFA",-0.605444231844526,14.6933792744345,4.48135395767167,0.0342665643546099,0.34427548213994,10351704.1907959,8246766.48950137,9182204.88037096,3038765.95581005,14363169.4332276,11386233.2614745,9978435.52685487,3866323.5789794,1931936.90765323,7704860.37911957,9898540.45013409
"C18:1","FFA",0.364563755747132,11.1934912610082,1.63234074478896,0.201379596131402,0.735559094160038,829506.612000028,872370.171265097,2054728.58135985,268818.760070815,802566.993774431,657217.372741581,791103.506347641,264117.256958082,242485.836548,1006356.03117395,628751.282455434
"C18:2","FFA",0.750417429956505,10.4576517579181,6.85772670904407,0.00882587653027947,0.184739999371168,881893.812469951,682362.238098242,756265.375580241,232781.496704101,362064.765685959,366759.466918784,342839.164245423,203428.315399131,142099.010253917,638325.730713134,318772.928062324
