"lipid","type","logFC","logCPM","LR","PValue","FDR","I7-1","I7-2","I7-3","I7-4","I1-1","I1-2","I1-3","I1-4","blank","mean1","mean2"
"PSp (18:0)","PS",0.0346628685246741,5.7894250382953,0.0172042755089024,0.895644727527369,0.979594441835005,16848.1412811275,10198.28069305,17661.4813613907,16811.681213384,17224.6812973,17218.961181633,18086.0412750303,17807.621292117,17297.761077886,15379.896137238,17584.3262615201
"PSp (20:0)","PS",-0.597483426928051,7.2210101603751,5.07863775991154,0.02422239393087,0.238893167121295,21316.841697681,41371.7828178206,38157.962463356,42316.422397625,33566.162200917,66325.204826393,116444.269363378,50439.123550398,20503.901458739,35790.7523441207,66693.6899852715
"PSp (28:0)","PS",-0.0952931228975003,5.03568098318449,0.129926477528215,0.718508281694726,0.953304946665784,9906.260696411,6791.9803810149,8216.5006332376,10067.0407028196,11659.5206565897,10290.1207237247,13057.8408355667,9510.0006752033,10118.8407516499,8745.44560337078,11129.3707227711
"PSp (30:1)","PS",0.0266709326077698,5.70199640342938,0.0101850584544536,0.919613132458114,0.983154945946513,13167.0208930953,11057.6810112006,17780.4810256911,15457.3011474605,16444.841197963,14548.8611908018,19330.2213325537,16547.7213516228,16609.1413345396,14365.6210193619,16717.9112682353
"PSp (32:1)","PS",0.0326041965726679,5.13814886495507,0.0152137727581021,0.901834602207829,0.980475255947593,10251.5208358838,8182.1606559712,10196.3607063303,10548.8208236731,11687.8609085171,9421.3606071511,13819.1408538735,10731.4806442329,10968.1408119236,9794.7157554646,11414.9607534437
"PSp (34:4)","PS",1.80692209550618,6.32728649974386,43.9928703723831,3.2957416039986e-11,5.48191686798434e-09,9422.8606681765,7709.9605598472,121630.067802429,12038.0009841935,13156.3409042417,12059.0208549515,14210.1008376972,12187.6007232618,9071.320739746,37700.2225036615,12903.265830038
"PSp (36:5)","PS",0.120845962410658,5.79537497256063,0.209057667915545,0.647506998815019,0.953304946665784,13792.0408935484,9160.4206161508,24958.881813064,16725.4010162332,15919.421184539,19590.621025076,20188.1412887634,14899.0210914706,15466.261184686,16159.1860847491,17649.3011474623
"PSp (38:6)","PS",-0.162497850343342,6.85788811076225,0.378088879908888,0.538627814223184,0.935412804979241,30390.442207335,20123.481391907,38917.46276855,33078.102340691,43410.603317255,34470.262268051,56224.824142394,32298.72219849,32333.301773079,30627.3721771207,41601.1029815475
"PSp (40:2)","PS",0.106982456082873,5.41456752752356,0.163810204223921,0.685672508325923,0.953304946665784,14269.0010375912,8649.2405204789,14421.8408889721,12126.4807624788,12127.2008590702,9942.1006851151,18932.101181034,14076.4608230615,12040.8209228491,12366.6408023803,13769.4658870702
"PSp (40:6)","PS",-0.009798802799934,6.30962826955689,0.00137529943150128,0.970417208347637,0.993101369336077,23556.7014694238,13211.0208969074,28956.302047692,26039.821807851,25223.101852413,25090.361694339,32128.682556139,26972.541748044,16822.5410461416,22940.9615554685,27353.6719627338
"PSp (42:2)","PS",-0.0384013841388998,5.08264176761715,0.0211041765676612,0.884495516112269,0.97718803514396,10711.5607452344,5979.2004127496,10305.9407386845,10533.8807525664,11057.0408096343,9761.860633851,14717.5010871902,10569.8206977798,9348.2806015011,9382.64566230873,11526.5558071138
"PSp (42:4)","PS",-0.0574580877309402,5.2679935054187,0.0472530521474255,0.827914030591043,0.96827133108968,9995.4407043451,6584.8604316755,13470.4610176049,11826.7608566282,13928.7810287513,12825.3010482803,15220.8809203998,10183.9007148676,11348.300735478,10469.3807525634,13039.7159280748
"PSp (42:6)","PS",-0.20111735750449,8.24514078192975,0.57914990506643,0.446645724030253,0.908365890309474,61539.903839123,76019.664657589,110171.527221604,82554.146499603,136875.59040836,113371.870040947,117752.427734385,84969.08534229,58956.324783283,82571.3105544797,113242.243381496
"SM (d16:1/18:1)","SM",-0.264652939658465,12.5236872761641,1.00242701292154,0.316723953575463,0.842643660854054,2175236.76409914,2058253.80480952,1421450.30491639,1277143.51644895,2741976.70477301,2143617.57768243,3868109.54525747,1510864.86949156,13797.760986321,1733021.0975685,2566142.17430112
"SM (d16:1/22:1)","SM",-0.200586737095272,12.3403092675944,0.576184835181266,0.447811641314891,0.908365890309474,1676585.20593263,1877794.75463872,1296966.26614368,1394730.80876158,2498523.96325681,1937201.40676113,2831983.48825081,1444755.16897586,12943.760955813,1561519.25886915,2178116.00681115
"SM (d16:1/24:0)","SM",-0.289476633404136,12.6306165623104,1.19896741833873,0.273528155796215,0.813525616187443,2164111.2659302,2099252.32580562,1535540.35743712,1593619.43682861,2952578.27316281,2202706.02690124,4534942.07742307,1554676.79388436,13072.1609725964,1848130.84650039,2811225.79284287
"SM (d16:1/24:1)","SM",-0.270678538367115,12.7878284423939,1.04852675917937,0.30584663156377,0.833103700954829,2458136.20404043,2389256.27700794,1802664.21002199,1651840.01937862,3443094.58676137,2714319.32315064,4368806.2553406,1766030.28437806,14890.981086724,2075474.17761225,3073062.61240767
"SM (d18:0/12:0)","SM",-0.143831897956483,6.59760689520035,0.296239350876021,0.586249671987894,0.953304946665784,35774.5424498946,30665.5821533177,23450.9818077084,23135.0416946526,22160.561416631,24223.4615783717,69689.424072185,37376.8432464772,10672.9207611149,28256.5370263933,38362.5725784162
"SM (d18:0/14:0)","SM",-0.575726120588858,8.33532883241138,4.71871197832206,0.0298360838391705,0.275773103735243,108007.885513313,96134.7254486581,66372.7642211687,61166.2246208436,117727.347854579,89802.9060212379,340792.081260188,87535.9642333848,9748.2406082163,82920.3999509959,158964.574842347
"SM (d18:0/16:0)","SM",-0.194572838320114,12.5510457705044,0.542179323834716,0.461530944766448,0.921215765753829,2177898.29791261,2133466.66186529,1354268.24253844,1588069.09902951,2795409.55902095,2176869.95870968,3801520.62828078,1454869.24949655,12079.080718997,1813425.57533646,2557167.34887699
"SM (d18:0/18:0)","SM",-0.351078723410515,11.6311692012787,1.76215857850912,0.184355501540138,0.689950464513966,1120949.04949899,1016960.82150314,730456.502890998,742187.9270019,1456883.27239989,1049495.97982793,2491251.44614413,779021.952331503,10497.380828855,902638.575223757,1444163.16267586
"SM (d18:0/20:0)","SM",-0.397707250844726,12.3700827897499,2.25976673990226,0.132774058713695,0.629161696511212,1574185.34796139,1778481.98287964,1177663.01826466,1384731.22950741,2097545.8591309,1708244.02378076,4830963.19293271,1280683.78494264,11145.160705563,1478765.39465327,2479359.21519675
"SM (d18:0/22:0)","SM",-0.30471996807935,12.6810719052542,1.32832343890914,0.249103698851753,0.781778275012736,2231798.81564338,2181695.14471433,1545116.99145505,1653506.84124755,2971908.37878418,2416879.11324318,4707197.68679857,1591414.05783078,13114.641067507,1903029.44826508,2921849.80916418
"SM (d18:0/24:0)","SM",-0.141759877663675,12.7252961687252,0.28789872872585,0.591570231481552,0.953304946665784,2407364.77511592,2310383.51770022,1661434.29931633,1961866.28253166,3290958.18136552,2556351.37183385,3528406.57824645,1777588.96543119,13441.780868529,2085262.21866603,2788326.27421925
"SM (d18:0/26:0)","SM",-0.0638187105093067,10.8853272546357,0.0583661828859476,0.809097142045805,0.960973995157632,652220.40802003,653777.088653538,534838.482269261,522821.822501628,774113.688270581,723259.066276593,951693.569831834,529512.723135944,53887.2842711893,590914.450361114,744644.761878738
"SM (d18:1/12:0)","SM",-0.108105313600026,6.62139365603777,0.167382035361243,0.682449033853268,0.953304946665784,38147.8819503173,31805.682128943,23841.7420997637,23428.0213546737,19607.0615539475,25612.7621307486,68674.3243408382,40203.3437461677,9530.8006820707,29305.8318834244,38524.3729429255
"SM (d18:1/14:0)","SM",-0.449126594617116,8.2857747038596,2.87900537240239,0.0897414378466775,0.526835029241083,106335.910919162,100799.107994084,71057.3254356386,58101.3843612943,114773.667373657,78210.226531917,305710.321472731,88842.144607499,11366.260810856,84073.4321775447,146884.089996451
"SM (d18:1/16:0)","SM",-0.147796217900595,12.538607029508,0.312927841383498,0.575889077670328,0.953304946665784,2273196.93499756,2152764.25057979,1499933.21249393,1388385.54440302,2672899.14794921,1975391.04341126,3973929.37759404,1431495.9536438,13858.521133424,1828569.98561858,2513428.88064958
"SM (d18:1/18:0)","SM",-0.282291879165111,11.6074384694863,1.14027537939683,0.28559414599193,0.820615871071354,1081330.7783508,1006882.45959419,721028.99523159,836970.895599376,1286237.66401666,1074658.65525056,2342631.7017364,821611.739601159,9922.0806808514,911553.282193989,1381284.94015119
"SM (d18:1/18:1)9Z))","SM",-0.292988173803921,11.6082013148092,1.22817383398251,0.26776247803938,0.805168805427568,1064332.89791868,1051479.15524243,720321.320297227,795913.953842122,1389748.7607422,1079941.25961299,2204180.10929882,839587.005691521,11747.5608444222,908011.831825115,1378364.28383638
"SM (d18:1/20:0)","SM",-0.360252114508402,12.3545421889068,1.85521778336988,0.173177752767889,0.669889136675786,1753568.84762574,1641781.13372802,1273410.31759643,1271588.33752447,2208218.03051753,1779646.83737175,4344372.336029,1276128.61401373,10701.020736695,1485087.15911866,2402091.454483
"SM (d18:1/24:0)","SM",-0.105332436788534,12.7234650293607,0.158977458144363,0.690099696046576,0.953304946665784,2355146.95904534,2415916.86721803,1784612.25659941,1881144.46456908,3268891.70697016,2521180.38175915,3418594.69390867,1777985.36628728,14585.121063231,2109205.13685797,2746663.03723131
"SM (d18:1/24:1)15Z))","SM",-0.101242624458911,12.9534292183164,0.146874303129152,0.701540462657839,0.953304946665784,2827587.31475827,2825930.03884885,2014533.68765267,2244700.80355829,3736606.27728267,3076385.14350883,3999222.65663147,2046883.35005187,15781.481170657,2478187.96120452,3214774.35686871
"SM (d18:1/26:0)","SM",-0.0211267925081791,10.9490603562639,0.00639682247037854,0.936253052956996,0.984965637271394,657914.664245633,687886.175582906,589300.705245948,571411.892822315,739493.461658435,746865.358490041,967386.226119939,597886.368431043,56592.1031112114,626628.359474201,762907.853674865
"SM (d18:1/26:1)17Z))","SM",-0.0698269426402122,11.2262891882401,0.0698725157562876,0.791522487395721,0.959935572743768,839734.67994685,813199.504501316,648227.022392264,691909.333236756,1081686.22764584,920146.991927998,1124937.04335026,649794.834117873,60257.7249450182,748267.635019297,944141.274260493
"SM (d18:2/14:0)","SM",-0.38414479666217,8.31514670234241,2.10845160144845,0.146487473422305,0.643084304144253,118488.930984454,103080.890113778,67455.9252929778,63489.6645775336,109318.42582711,85670.18646238,311448.247451276,83272.965499849,11440.260780339,88128.8527421858,147427.456310154
"SM (d18:2/18:1)","SM",-0.212489267665965,11.6702746570121,0.646527030468861,0.421357100253846,0.893867659919409,1135278.34158368,1070623.83557078,840208.737243678,861187.37896726,1441934.86529546,1118527.43870542,2253380.12136836,808507.31517031,11955.581024165,976824.573341349,1405587.43513489
"SM (d18:2/20:1)","SM",-0.14769562271766,12.5553083613296,0.31250221002847,0.576148772995003,0.953304946665784,2047169.50234994,2055247.18988042,1498627.144806,1792766.2485657,2694227.19750978,2141004.79434213,3654295.90287676,1561769.34346012,15054.461135864,1848452.52140051,2512824.3095472
"SM (d18:2/22:1)","SM",-0.364320885069786,13.4588432091822,1.89725772547536,0.168385588238479,0.665100859084442,3825920.12915045,3752399.89056398,2644544.78027345,2533800.73883056,4809900.53039559,4039981.42709345,8688475.58703614,2943428.04122926,18787.221389775,3189166.38470461,5120446.39643861
"SM (d18:2/24:1)","SM",-0.124492203822852,13.4362905566423,0.222053893201519,0.637479391385692,0.953304946665784,3980176.03045661,3829754.0256348,2904879.54153443,3024165.66491695,5299438.91186527,4208837.08389274,5878140.26467902,2809445.52130128,18720.761306759,3434743.8156357,4548965.44543458
"Stearidonyl carnitine","AC",0.33522759198534,13.6485387131114,1.60699132975424,0.204915244609641,0.718403094099844,5215575.4843746,4557109.7158201,2157000.913086,3154493.1425779,1034074.95967108,4096050.96978724,3896593.90220282,4600755.15625,5062914.2109381,3771044.81396465,3406868.74697779
"Stearoylcarnitine, hexadecanedioic acid mono-L-carnitine ester","AC",0.384971626259408,13.7103422019202,2.11778493330348,0.145596985360114,0.643084304144253,5567054.9062494,4598773.7441405,2308897.2402342,3622656.5507813,1045499.17732619,4365960.89160531,4061921.64156779,4601343.90527404,5123689.3339843,4024345.61035135,3518681.40394333
"TAG(48:0)_FA 16:0","TAG",-0.420917246742955,9.03503922465334,2.53006259922404,0.111695785031803,0.584645420253876,150221.97155756,127415.20898439,138821.69201665,122610.54980463,305586.57592772,178129.65258796,235514.61645509,149513.73205569,78493.92553711,134767.355590808,217186.144256615
"TAG(48:0)_FA 16:1","TAG",-0.304949648620474,6.08813463102322,1.3294264865433,0.248907272041063,0.781778275012736,20802.081695563,19211.88139343,18019.6813430781,14300.920928957,32980.922592155,22762.081619267,32566.741912845,19497.101333617,11666.0008392333,18083.641340257,26951.711864471
"TAG(48:0)_FA 18:0","TAG",-0.370526100803128,7.00027838535502,1.96154821402106,0.16134783652003,0.651045043855754,36378.722320542,32967.902526856,31737.042510986,30607.741912836,63196.445190298,42373.743041989,61692.78445434,38016.722625734,23810.721588139,32922.852317805,51319.9238280903
"TAG(48:0)_FA 18:1","TAG",-0.086340180976493,5.03698465725103,0.106671821274581,0.743965508778414,0.954914452344606,9492.1206665024,9416.0606842032,9874.8606224058,8466.1806869507,11999.7009353585,11133.4207420312,12300.7607078577,11132.0007896454,6552.6404914829,9312.30566501552,11641.4707937232
"TAG(48:0)_FA 18:2","TAG",0.322814629803342,4.22474604734661,1.48682142725366,0.222710288987905,0.756002953775268,6509.040500641,5579.5603485106,6703.9204063429,5992.7603797925,7536.7805786111,6424.5804176322,6262.9004554751,3531.6002693176,3031.9202156058,6196.32040882175,5938.965430259
"TAG(48:1)_FA 16:0","TAG",-0.819164128036698,7.60259377264566,9.48854628034846,0.00206758579759404,0.0415574154279184,46586.34356687,45058.902313202,42701.283203117,40136.262855564,135927.507553105,68230.505126985,127991.827087487,48610.823516872,16858.441268907,43620.6979846882,95190.1658211123
"TAG(48:1)_FA 16:1","TAG",-0.447297185810952,9.05982393971975,2.85583413649419,0.0910430043078972,0.532388193159852,141171.22924808,131095.62927242,141972.74999998,124580.71020513,310998.32580567,183332.81152358,239216.51452639,151116.21142585,86710.5263672,134705.079681403,221165.965820373
"TAG(48:1)_FA 18:1","TAG",-0.338643277627134,7.05401032596238,1.6392582307883,0.200427272197858,0.71255627076509,35734.382537846,33328.18240357,36386.742462146,32229.242553707,62846.324707098,45980.483520494,65298.464202922,36581.982727057,25824.141662594,34419.6374893172,52676.8137893927
"TAG(48:1)_FA 18:2","TAG",0.439039617000107,5.26263099118595,2.74874836531209,0.097330592786949,0.545707480906602,12728.7807922394,11828.10075378,16371.361114508,11317.560836788,13243.7208557152,12103.340805053,15742.7210998621,6086.7204017644,6794.5004539493,13061.4508743288,11794.1257905987
"TAG(48:1)_FA18:0","TAG",-0.528934625267841,5.61322409690715,3.98366689452325,0.045943442765963,0.350904764391054,11722.140792843,11706.4608497616,11919.860855105,12446.8809890813,22081.901504512,17437.421127321,31272.9825172787,13937.5208587675,7966.2605438252,11948.8358716977,21182.4565019698
"TAG(48:2)_F A18:0","TAG",-0.37626090347798,4.6506823847186,2.01941083798346,0.155299387412412,0.646339593323577,6173.7004699693,4430.7002983067,7764.3005790659,6618.6404838564,9791.7807350192,7167.6205291711,13175.4810752944,8991.9606704664,6033.4004135122,6246.83545779958,9781.71075248778
"TAG(48:2)_FA 16:0","TAG",-0.687639895098821,6.06865231506123,6.7090939980622,0.00959224476286418,0.119236167285883,15695.1409721365,14723.8608856183,16400.6612625053,15886.6010818459,33281.1614684954,21230.4015731696,47212.0237121142,22681.5813980087,8018.2405395503,15676.5660505265,31101.292037947
"TAG(48:2)_FA 16:1","TAG",-0.855779059474006,7.57265055234883,10.343361938255,0.00129941127425231,0.028606157022878,45915.023040729,41223.283111525,42173.02273564,39667.202514652,126230.428375195,64185.224304162,132669.609466501,54971.343322797,14621.3811111486,42244.6328506365,94514.1513671638
"TAG(48:2)_FA 18:1","TAG",-0.455007514226307,5.59829076203303,2.95213580020282,0.0857641445270056,0.515569182251389,12293.041008002,11851.2808914162,12003.020851137,12081.720855707,21022.1615753134,15349.6211853069,31259.121963511,13881.5011901829,8879.0405731211,12057.2659015655,20378.1014785785
"TAG(48:2)_FA 18:2","TAG",0.221571841953997,7.7100225500898,0.702784765656688,0.401849551758075,0.893867659919409,71924.765625016,68877.84460447,65558.96496579,68557.904785148,93422.44689939,69428.58544921,97618.088195861,30365.961929328,25318.36177062,68729.869995106,72708.7706184472
"TAG(48:3)_FA 16:0","TAG",-0.396623805125735,4.73276112229201,2.24350312234148,0.134176694402605,0.629161696511212,6934.5404739391,5820.3204002371,7851.9805412277,6276.3203773437,10514.1408157396,9690.2605743402,11651.1209831186,9987.9006195116,5219.0003128056,6720.7904481869,10460.8557481775
"TAG(48:3)_FA 16:1","TAG",-0.575863709674546,6.06303910367582,4.71830297912925,0.0298431815665393,0.275773103735243,15605.8611907973,14599.1409301752,16696.3410110447,17786.5411529537,30772.6626739486,23207.7815170235,42950.00297541,21161.8413848884,9540.460723868,16171.9710712427,29523.0721378176
"TAG(48:3)_FA 18:0","TAG",-0.125580885604282,4.25204936388047,0.225390002382184,0.634963343282485,0.953304946665784,5521.3803825368,4286.4803276057,6007.9803619394,5109.9403724671,6623.8803787308,6239.4004364046,8479.3206062317,5952.1003799467,4443.6003150943,5231.44536113725,6823.67545032845
"TAG(48:3)_FA 18:1","TAG",-0.393846624982429,4.56905576147149,2.21171971317548,0.136965913240665,0.636763888575388,7021.10051346,5133.8804092399,4982.9603462215,6088.7004814137,9439.8606948861,7830.4404563888,13499.8009910593,6493.7804145816,6240.3604888894,5806.66043758378,9315.97063922895
"TAG(48:3)_FA 18:2","TAG",-0.0970830481364464,5.52629053334386,0.134928189049219,0.713376066663441,0.953304946665784,15268.961143492,12390.760803223,13918.3209304762,12511.860870362,16086.341178895,15332.04109955,34948.242660486,7322.6805839565,5939.9803924553,13522.4759368883,18422.3263807219
"TAG(50:0)_FA 16:0","TAG",-0.3974348254809,8.0433095139348,2.25629136674627,0.133072406006616,0.629161696511212,71749.924865706,67895.905578613,68435.884704621,56962.583618162,143181.349914616,92330.087219198,105965.808776845,75603.564514111,55317.583679187,66261.0746917755,104270.202606192
"TAG(50:0)_FA 16:1","TAG",-0.315209180769569,5.86857209093235,1.42000682383801,0.233402279907587,0.773015958012518,13925.341033932,16156.941253664,16718.6011810317,13588.981109613,21851.6015701361,21830.821243276,24756.481750488,20441.261306754,12513.580940245,15097.4661445602,22220.0414676635
"TAG(50:1)_FA 18:0","TAG",-0.535187244596425,8.44780033121198,4.08122572626962,0.04336219242999,0.341837856074984,90030.226501567,90231.285339363,91456.725646987,78178.865295327,232981.676208492,123263.986755195,162024.39184564,94695.80700676,37656.942749022,87474.275695811,153241.465454022
"TAG(50:1)_FA 18:1","TAG",-0.283289102733748,5.86506405594423,1.14743245539624,0.284087272271871,0.820615871071354,15525.161018368,14639.201126106,16776.1213302607,15228.980918882,28809.3423690826,18946.08111572,26177.381683344,17091.541061404,10422.840766908,15542.3660984042,22756.0865573877
"TAG(50:1)_FA 18:2","TAG",0.282504601361296,4.36242171234165,1.13946161273884,0.285766120192166,0.820615871071354,6013.6203918476,6404.9205245933,7397.50046158,6783.4405097951,6615.1004333505,7839.9404487597,7901.0405235287,3948.3803024298,3783.1802215555,6649.870471954,6576.11542701717
"TAG(50:2)_FA 16:0","TAG",-0.647351751725122,8.98748602028681,5.95581933928952,0.0146687839206923,0.164872230047044,130716.348144485,139952.788207962,116002.547821022,98358.548934956,360341.025390591,175755.490905808,252755.342986703,134077.052001928,56209.52456659,121257.558277106,230732.227821257
"TAG(50:2)_FA 16:1","TAG",-0.377623209005915,8.08113412050708,2.0375851640664,0.153453086847937,0.646339593323577,76169.826049772,69447.884704623,68949.484680178,60308.184265126,141634.589111323,95855.546936039,116637.02746579,74484.965515134,55691.543640141,68718.8449249247,107153.032257071
"TAG(50:2)_FA 18:0","TAG",-0.732152254664312,7.24241501119228,7.59933875695879,0.0058389711315927,0.0874093978399428,33314.481605531,38958.883270244,37617.822311409,31610.981842063,110261.249160638,51312.323989806,84393.746505689,41524.563323952,12200.400726321,35375.5422573117,71872.9707450213
"TAG(50:2)_FA 18:1","TAG",-0.459756409808877,8.82607265477175,3.016430149999,0.0824247203056914,0.509875232634793,128214.10974129,120216.78759764,115622.02758796,103634.74731442,288760.362548809,156847.17272946,200576.455688491,127915.84790034,51843.303466795,116921.918060328,193524.959716775
"TAG(50:2)_FA 18:2","TAG",0.167112278386299,5.89333005475338,0.399728642854313,0.527229430254935,0.931261037518932,20389.861709587,18722.60148621,20009.381530762,17933.361251832,28338.301773076,20307.661376953,26503.261535649,9090.8206596386,6571.4805030834,19263.8014945977,21060.0113363291
"TAG(50:3)_FA 16:0","TAG",-0.7792626524035,7.45386575087046,8.5971596552854,0.0033668770175119,0.0600025582763728,39158.002853358,42651.7829742,42184.782867336,37606.0423965942,124558.871833752,61611.065338105,106325.487793001,48016.70346071,11830.2609214784,40400.1527728721,85128.032106392
"TAG(50:3)_FA 16:1","TAG",-0.738208295672447,9.04641757713887,7.72588457681041,0.00544346835980915,0.084400660155506,123753.186645385,137352.78994751,128788.730987658,95841.545043951,411774.298584474,183016.55267328,265855.841949008,128223.071441616,58268.705352786,121434.063156126,247217.441162095
"TAG(50:3)_FA 18:0","TAG",-0.501053299258855,5.77059391777776,3.5771622723405,0.0585791389347692,0.423431194640147,14900.401107782,13976.3609313962,12826.1408004796,12811.4809150627,27432.2216224307,19564.8817405729,27718.581596367,18006.1011657696,7811.6405868509,13628.5959386801,23180.4465312851
"TAG(50:3)_FA 18:1","TAG",-0.67781534071308,7.41517108806121,6.52324480640618,0.0106473570647936,0.128541076822548,41222.862533603,42852.962951607,44297.422393768,35341.40199282,119783.808746337,54008.924118057,103718.347679224,45261.243011466,12911.900939942,40928.6624679495,80693.080888771
"TAG(50:3)_FA 18:2","TAG",0.128305062949912,8.96023198843939,0.235839922530545,0.627227021147001,0.953304946665784,181765.45385736,153161.07006835,158222.35253904,150579.01037601,241758.87365723,161005.65136717,250475.05895999,76010.20495597,46228.562744136,160931.97171019,182312.44723509
"TAG(50:4)_FA 16:0","TAG",-0.527906207225366,5.82921851317475,3.96889225845416,0.0463482534199756,0.351584311697178,13707.6411209143,15857.7609710714,15631.96114349,12488.5411529531,26381.5220336903,24253.8217582618,28854.2224006608,19846.1616058314,4990.4403381356,14421.4760971072,24833.9319496111
"TAG(50:4)_FA 16:1","TAG",-0.798993115352924,7.42815938624945,9.03249173938002,0.00265222714768153,0.050258025823788,37422.94229129,47146.182876555,35929.303161603,37249.942550694,127702.725906394,63677.845062227,95774.568161036,47496.003555246,10979.3007736209,39437.0927200355,83662.7856712257
"TAG(50:4)_FA 18:0","TAG",-0.185097547987753,4.58506383888567,0.48973529225708,0.484045408262137,0.923578164314647,6154.4004364009,7303.7405929476,7337.0204963683,5213.7003593458,8983.8606720047,7094.080436703,12337.9210472116,7421.2805099528,5211.7403678883,6502.21547126565,8959.28566646802
"TAG(50:4)_FA 18:1","TAG",-0.420299733460603,5.85406791703051,2.52090908298297,0.11234580115373,0.58523959912457,13058.4809036172,16598.7412719679,17474.3012466422,12980.0809783915,26418.741691592,20766.2015685999,33564.8227348948,17326.4412612953,7202.7404098524,15027.9011001547,24519.0518140955
"TAG(50:4)_FA 18:2","TAG",-0.134466965192396,7.25771432732074,0.258978781556038,0.610822615054928,0.953304946665784,53204.403610214,45303.802444426,44274.603012084,40557.683013912,61399.723754933,48351.903274465,120570.829543989,26237.642482718,9577.620677951,45835.123020159,64140.0247640263
"TAG(52:0)_FA 16:0","TAG",-0.278001353165896,6.76603649571562,1.10547809478322,0.293067026934496,0.821138276509204,31223.8623352,29648.782012939,31039.002044675,26096.84182739,53005.14340207,35919.122924791,47953.083984356,34361.42202758,16579.7413482652,29502.122055051,42809.6930846993
"TAG(52:0)_FA 16:1","TAG",-0.101947867735851,5.29322332619335,0.148750034470822,0.699732743259081,0.953304946665784,11910.420860289,10699.520713802,11024.920806892,10668.4406738272,15232.6811332745,13069.8010253914,15104.0809631348,12801.820892335,7766.520576476,11075.8257637025,14052.0960035339
"TAG(52:0)_FA 18:0","TAG",-0.387700229108946,7.72361937854878,2.14736784932848,0.14281454443633,0.643084304144253,59791.303863483,58005.704345657,55259.544250486,49355.643524148,121473.287109435,76655.70465092,96365.169067365,56362.203552251,27274.0219802807,55603.0489959435,87714.0910949927
"TAG(52:0)_FA 18:1","TAG",-0.192213316559628,5.86717762357198,0.528704290747669,0.467152112462274,0.922315950837162,16661.621261604,16899.5811271669,15758.060928352,15556.201110846,27221.3615722691,18922.661331172,23293.481758118,18686.701293939,9733.6006660455,16218.8661069922,22031.0514888745
"TAG(52:0)_FA 18:2","TAG",0.254302235629714,4.69162154600068,0.924022000148852,0.336421137693246,0.860636540660651,9186.3006210313,9113.8207626355,7171.140563964,7924.8605575541,9818.6607208217,8790.5806350698,9296.8806572026,5587.120368955,4458.2203292856,8349.03062629622,8373.31059551228
"TAG(52:0)_FA 20:0","TAG",0.115021821697356,6.49773508245993,0.189472327193529,0.663356158278193,0.953304946665784,32972.842529308,27289.381744383,25487.541748049,29623.781890871,48801.783447281,29905.52191162,37270.562622063,14148.9210472082,9858.6606941197,28843.3869781528,32531.697257043
"TAG(52:0)_FA 20:4","TAG",0.243134618895815,4.26838083907477,0.844229538670785,0.358189915691347,0.872817288230072,6101.7404174809,6312.3204421971,6867.8004760715,5289.8603782619,7064.5204963669,5581.3003501897,8447.4805908267,4195.720294952,3623.1802520762,6142.93042850285,6322.25543308382
"TAG(52:1)_FA 16:0","TAG",-0.703091101432957,7.68064680982043,7.01435159476796,0.00808589106280985,0.107120167442711,55797.544067332,56699.143997202,46797.843688956,38241.262451173,142171.96862786,62028.14393618,140350.98754883,54588.063293533,10010.3406829845,49383.9485511658,99784.7908516007
"TAG(52:1)_FA 16:1","TAG",-0.164726603880254,6.86961714070192,0.388536106151371,0.533069891799078,0.933080951480312,33986.48260498,34767.962127684,33003.042480466,29465.782257068,53026.74371337,39383.442535405,50783.523498543,33275.782562244,19611.70130157,32805.8173675495,44117.3730773905
"TAG(52:1)_FA 18:0","TAG",-0.662298595434776,8.69661842612443,6.23152145061658,0.0125495865385571,0.146771336314219,104644.368072526,110906.310577486,106610.68560786,82987.545593293,314956.687622143,148386.891479548,223895.017303503,98098.627563421,22217.221557606,101287.227462791,196334.305992154
"TAG(52:1)_FA 18:1","TAG",-0.371312055581171,8.48881327707067,1.9703261318391,0.160413249166989,0.649023335143197,105278.9278565,97447.86535641,96545.32666008,79367.02478026,210692.491271994,127140.589660552,151052.98889154,98797.62768555,49750.803527827,94659.7861633125,146920.924377409
"TAG(52:1)_FA 18:2","TAG",0.275709609413253,5.58428825505771,1.08679907612822,0.297181519849614,0.821138276509204,15901.3412017719,15358.781036371,14678.221115115,16946.101089472,19084.28147889,16569.661186225,20927.641571046,7101.0405273478,7536.1604728629,15721.1111106825,15920.6561908772
"TAG(52:1)_FA 20:4","TAG",0.247590601878923,4.01823632999391,0.875030892084609,0.349566299793202,0.870868328523949,4878.6803512561,5097.180351256,5462.2403755169,5228.1203689594,5634.1804504391,4555.1803398131,7651.6404685981,3493.5602264415,3077.9002075195,5166.5553617471,5333.64037132295
"TAG(52:1)_FA20:0","TAG",0.107663124752423,5.22073468279903,0.165894718892559,0.683786374628558,0.953304946665784,12577.5008773814,12142.5207672137,10631.8607406559,11987.6008796701,14972.6610641516,11960.1007614199,18920.5818481336,7996.7805709925,4262.0202789303,11834.8708162303,13462.5310611744
"TAG(52:2)_FA 16:0","TAG",-0.88934986983663,8.01738967395199,11.1588644644071,0.000836310970523363,0.0215854745323013,62508.883605966,63810.584289477,58494.563522366,44846.203857377,173570.168747001,81108.78558348,218743.515914931,63439.904296894,12791.320922853,57415.0588187965,134215.593635576
