"lipid","type","logFC","logCPM","LR","PValue","FDR","SolventBlank","5A","5C","5D","5E","4A","4C","4D","4E","mean1","mean2"
"PG (42:11)","PG",0.185549204770968,4.92516526613774,0.337339155095037,0.56136915350861,0.999955892769757,27198.841888429,26231.881988519,30687.702041632,32500.68212891,27660.14193726,25232.901702879,26099.881759639,30302.042114248,24719.461975098,26588.571887966,29270.1020240802
"PG (42:2)","PG",0.050238754836026,4.81176809478999,0.0247450650314534,0.875003973879824,0.999955892769757,26206.341888437,23860.901641844,25818.541702264,25596.242004402,27971.822296144,24544.601776124,25590.461914065,26778.062011715,25022.201812732,25483.831878659,25811.8769111635
"PG (42:3)","PG",0.055776012850329,5.45433013212785,0.0305044254273525,0.86135060208679,0.999955892769757,29080.022033688,46098.063140911,40576.343048086,46396.383605982,46699.683212326,36737.20315552,34049.902908322,46773.942962661,37049.622741697,38652.66794205,44942.6182518263
"PG (42:4)","PG",0.101693354551824,4.85425183638782,0.101375331971724,0.750185382988428,0.999955892769757,24165.921539313,24902.661834715,29683.722045907,27457.982070919,26727.081787092,24629.441741938,25660.501922611,28197.782135016,27648.042144769,26533.9419860835,27192.8619346582
"PG (42:5)","PG",0.0633464247325287,5.29254739357087,0.0393450326148467,0.84276667860395,0.999955892769757,34608.20245361,33242.702636706,40138.122955333,34502.702545153,36238.562683104,34281.222747806,34500.122802722,40344.583068825,35847.562561043,36243.372795099,36030.522705074
"PG (42:6)","PG",0.0658820706608233,5.76040897668656,0.0425609415055987,0.836554209350451,0.999955892769757,47137.163269028,49008.903320297,57101.443847644,45128.123260484,51097.163513184,46122.103271498,50326.423461923,54179.983825661,47986.463256816,49653.7434539745,50583.9084854023
"PG (42:7)","PG",0.0680888421767309,5.25792932433833,0.0454558596740213,0.831168005645655,0.999955892769757,36135.162323006,33693.942260745,38420.783050547,31650.422332759,36201.142730724,34731.782653816,35148.542388912,36546.102630623,32947.082122802,34843.3774490382,34991.5725936938
"PG (42:8)","PG",0.101659567144414,5.24719848493205,0.101317183335027,0.750254651951943,0.999955892769757,36561.502441409,34260.182373046,35972.862487772,32333.602233884,34281.782379143,31307.302337647,35402.602386457,38070.922698961,34789.302490224,34892.5324783223,34212.1073684612
"PG (42:9)","PG",0.0411569306506025,4.77422673269544,0.0166073195441516,0.897460998319635,0.999955892769757,24682.90179443,25758.221679681,24980.341644281,23202.941589355,24648.681762704,27236.021850575,25102.621734627,25397.521850587,24648.901855468,25596.2668228143,24647.5466690052
"PG (44:0)","PG",0.0705496849727924,4.58062163722594,0.0487925447820388,0.825177814850273,0.999955892769757,22443.001434334,20755.641296396,23483.761871337,21724.681671134,21575.681549075,21589.841552729,23867.00178528,23068.761642459,18869.781463617,21848.8466110213,21884.9415969855
"PG (44:1)","PG",0.161106381012089,4.68654232302987,0.254341563838011,0.614034504207888,0.999955892769757,23778.121520996,22419.241607666,26342.141845695,24064.521575922,24587.241622921,20586.30142212,23304.181625362,23712.861816399,23518.761718753,22780.5266456585,24353.286663051
"PG (44:10)","PG",0.116623330263744,4.62742948196655,0.133310290459889,0.715024207655634,0.999955892769757,22546.961700441,21266.701507565,26821.042144772,21356.96147156,20503.541503902,22143.26148986,24889.722030643,23014.621490483,21645.901290899,22923.3765754713,22487.0616569498
"PG (44:12)","PG",0.0146196141742682,4.54382680878593,0.00209540909088446,0.963489076017883,0.999955892769757,20985.08137512,20858.64155579,22318.701721194,19364.801353451,22920.021575927,19861.44142151,23193.001678453,22389.741516112,20665.341369631,21527.3814964265,21365.5415515905
"PG (44:2)","PG",0.0198687329375789,4.52634157933168,0.00387020940451066,0.950394797071159,0.999955892769757,19769.3014144926,21267.0013656604,22341.8014183059,19837.4613151475,21986.8617362958,20492.4413299536,24861.1417732207,20163.60138703,19757.6212616005,21318.7014379512,21358.2814588524
"PG (44:3)","PG",0.113771847700824,4.53152177231638,0.126869459367115,0.721700232126136,0.999955892769757,21860.321365355,21154.941413882,23641.2615623479,20089.041397095,20563.861511227,19127.501327504,24135.981742858,21971.461517335,18324.6211624101,20889.8914375268,21362.276471138
"PG (44:4)","PG",0.114108552561725,4.81203638696987,0.127631364997342,0.720900673884284,0.999955892769757,23882.98171997,24513.581726073,32024.1620712146,24465.441711419,25670.701896668,23101.54180908,29226.1620407175,24946.1819229016,24657.781921394,25482.9169235233,26668.4718513436
"PG (44:5)","PG",-0.0279939453471725,4.70568928085037,0.00768322337333416,0.930151683067691,0.999955892769757,20423.201309204,22332.021743778,24191.8018569864,26238.861694334,25250.881774906,24384.921936024,26591.221817015,24771.941825871,21772.741287231,24380.2067165352,24503.3917675011
"PG (44:6)","PG",0.0234085286159618,4.63455045010386,0.00537223284356969,0.941570958852683,0.999955892769757,22148.721481326,22052.981658926,22078.2815933349,22890.341552745,21947.441436775,21944.981735237,24658.661621095,25423.7217559855,21912.401489264,23484.9416503954,22242.2615604452
"PG (44:7)","PG",0.0756153397058427,4.9004392728927,0.0560549245239201,0.812843595959427,0.999955892769757,24462.701812734,26797.941955565,30459.262084966,28059.542022693,26677.742065423,28750.841979986,27540.142005916,27615.781753534,26592.721832273,27624.8718929273,27998.6220321618
"PG (44:8)","PG",0.088261292362539,4.94571783668053,0.0763695003653737,0.78227900890393,0.999955892769757,28324.201965323,27221.062042233,28277.361969002,28470.641876213,28085.302001952,27449.72198486,29209.581970207,28280.042083731,28711.022247318,28412.592071529,28013.59197235
"PGo (16:0)","PG",0.049216642618098,6.38595877084896,0.0237546123425432,0.87751092925307,0.999955892769757,77404.50561524,69657.9040527,87800.80578615,69320.18493651,85265.92626953,77955.08544921,73820.64538576,76164.60571288,72234.42504885,75043.690399175,78011.2052612225
"PGo (18:0)","PG",-0.147947748233143,9.58836281205973,0.214596101559437,0.643188631433229,0.999955892769757,414675.92871091,587446.89404295,995845.1938477,667728.23632813,684161.79785154,987152.55664066,732541.09472654,664034.6821289,690480.26562517,768552.149780317,733795.53051758
"PGo (20:0)","PG",-0.253109873586827,7.21056328302076,0.627525801817683,0.428264321031799,0.999955892769757,128290.41076664,110655.76855472,116906.92785649,128861.288269075,122765.90979014,123935.809265091,142965.17138671,233826.658080994,118684.84863271,154853.121841376,119797.473617606
"PGo (28:0)","PG",0.120527731381266,5.37095226267484,0.142408550520258,0.705898231276744,0.999955892769757,36982.52282712,36448.902587891,47476.403320306,34605.622650123,38614.122863755,36636.82266235,35073.322418205,41632.122955319,34441.462524404,36945.9326400695,39286.2628555188
"PGo (30:0)","PG",0.112614959328998,5.86526733142289,0.124337992917617,0.724376394628035,0.999955892769757,39380.502929686,46769.343750001,83907.646240224,51984.263488785,54591.963745105,45372.283508303,53442.70315552,61583.244323694,48648.663452152,52261.7236099173,59313.3043060287
"PGo (30:1)","PG",0.167232509709548,5.04505696929557,0.274066241297476,0.600617054205346,0.999955892769757,32824.262481687,30216.162017829,32078.782135028,28125.242004386,30313.882293705,27835.841857908,27666.561859146,31773.182342526,30784.522247313,29515.0270767233,30183.517112737
"PGo (32:0)","PG",0.0493407452538656,6.36142445785838,0.0238745302235657,0.877204590663097,0.999955892769757,65633.944458,69363.324768045,100416.10644529,67476.02490236,83916.52648922,66633.70495604,80049.38586426,78700.22497558,69546.12512207,73732.3602294875,80292.9956512288
"PGo (32:1)","PG",0.168087487782937,4.97825966853399,0.276870440218886,0.598759816263812,0.999955892769757,29441.742309574,28870.622039794,31308.682250969,28981.662200917,25964.881683354,28486.982055661,29847.402008064,28546.022033698,28443.461944582,28830.9670105012,28781.4620437585
"PGo (34:0)","PG",0.0346984883408957,6.0753988167165,0.0118070690096772,0.913471901377535,0.999955892769757,64283.904602034,56225.763854971,66979.48425294,55790.22399899,62956.604492168,58628.783996582,67563.7244873,65333.464294401,58452.42370604,62494.5991210807,60488.0191497672
"PGo (34:1)","PG",0.179370083319986,5.48252157946538,0.315294165695207,0.574449499092185,0.999955892769757,53613.683471667,36411.862518311,41497.323120117,36046.922546374,38937.423034646,40272.723083473,41837.88305663,39374.182678227,37966.822631828,39862.9028625395,38223.382804862
"PGo (34:2)","PG",0.0687225173337517,5.00514640363406,0.0463034228996548,0.829625189044569,0.999955892769757,27216.861907957,29299.802001954,36073.502563476,26321.481842041,30968.422332774,28094.961791995,30104.06256104,31114.302337656,26523.321807865,28959.162124639,30665.8021850612
"PGo (34:3)","PG",0.102020527330654,4.7721765273638,0.102026030130943,0.749411733422472,0.999955892769757,26295.541755682,24653.021820075,24800.401840213,23576.481781002,24608.321746822,24202.981704696,25409.381744393,25028.44183351,26398.701843256,25259.8767814638,24409.556797028
"PGo (34:4)","PG",0.157697854670143,4.93992957325439,0.243715667350344,0.621535250400846,0.999955892769757,27613.961975095,29487.661987315,32793.202087395,25967.661834719,26570.681854235,27273.122070302,27074.822021478,29658.362091068,27001.241821281,27751.8870010322,28704.801940916
"PGo (36:0)","PG",0.0429850344179161,5.58635733152827,0.0181185175777046,0.892924154230506,0.999955892769757,39739.902771007,43492.043243422,49013.243957515,43771.703247068,46012.603302003,39877.962707504,47312.983398445,48500.443481437,39888.48291016,43894.9681243865,45572.398437502
"PGo (36:1)","PG",0.0484002867636285,6.17014241159031,0.0229726805463599,0.879528137420819,0.999955892769757,53152.38348388,71949.785095212,73996.884887715,64411.544067393,67286.245056129,63278.504089359,68695.264831484,70181.785400286,64135.724731434,66572.8197631408,69411.1147766123
"PGo (36:2)","PG",0.103243993096434,5.23548095198953,0.104499032067679,0.746495996654135,0.999955892769757,36793.022521989,33356.022277833,33957.04235837,33835.922363289,34005.522430426,33517.722412113,34593.542785653,35714.822357161,34286.562683109,34528.162559509,33788.6273574795
"PGo (36:3)","PG",0.0562471001718533,5.14355385217806,0.0310199286573152,0.860195934720547,0.999955892769757,33482.582092289,34015.422546367,32252.322540281,28718.601989735,33205.822113019,30998.762207029,32634.121978758,35538.262390135,30480.881927481,32413.0071258508,32048.0422973505
"PGo (36:4)","PG",0.125867745692569,5.1312077292299,0.155295382426516,0.693525408507238,0.999955892769757,31749.922409061,31975.482147214,35057.622558611,32206.382171631,29791.862060554,30808.962127678,31040.322296145,36540.322906487,30111.462341306,32125.267417904,32257.8372345025
"PGo (36:5)","PG",0.0669748577665173,5.129608426218,0.043979589154759,0.833891591554178,0.999955892769757,35168.8621216,28169.081848153,34725.922607432,29349.46200561,33460.862091061,29334.882171629,35025.222473133,32814.922241215,30241.041992185,31854.0172195405,31426.332138064
"PGo (38:0)","PG",0.127049263678333,5.69422832073074,0.158238722773774,0.690783285430959,0.999955892769757,40073.682983387,45723.383117669,55537.964172329,49005.943054188,47314.743469239,40944.90313721,48005.743499748,48358.063568119,53832.324188241,47785.2585983295,49395.5084533562
"PGo (38:1)","PG",0.0703381981599658,5.47518111135463,0.0485103051164515,0.825676029256729,0.999955892769757,40644.90301515,40625.12301637,41365.94274902,38623.662658679,41470.182739244,39665.502807623,41070.962951655,41985.323028555,41333.002990681,41013.6979446285,40521.2277908283
"PGo (38:2)","PG",0.0182551210434805,5.84672271139388,0.00326802682855032,0.9544124374792,0.999955892769757,47423.143310544,46250.443420418,57375.904418949,54946.304199212,54268.623779283,45696.682983407,56974.783935538,59807.344482398,53508.343811055,53996.7888030995,53210.3189544655
"PGo (38:3)","PG",0.0534573106439525,5.21751713856914,0.0280196827062653,0.86706255704782,0.999955892769757,34842.882141118,32530.542297372,33321.722442627,33492.442504876,33988.762451175,34309.962371838,34937.242523192,35331.882507324,33813.062408446,34598.0374527,33333.3674240125
"PGo (38:4)","PG",0.0744883016203451,5.25312690102262,0.0544007506076696,0.815575291409341,0.999955892769757,35714.462676992,30025.002075183,35408.722564698,37454.462890616,36594.702819827,33594.282531735,34279.66235351,36451.66207886,34610.822418216,34734.1073455802,34870.722587581
"PGo (38:5)","PG",0.141882247887731,5.28191436083512,0.197315470050683,0.656896503074876,0.999955892769757,37284.862609861,34445.802703859,39044.403076174,34440.362487811,32734.98239136,34071.062377928,35851.922790536,38263.942687983,34577.562316877,35691.122543331,35166.387664801
"PGo (38:6)","PG",0.0442991716040217,5.37761631209621,0.0192425696927785,0.889673317914091,0.999955892769757,34116.582397468,32049.921997076,50197.203582754,36166.962585445,39401.862731933,35839.462829604,42463.483093258,39009.502838136,35309.302490217,38155.4378128037,39453.987724302
"PGo (40:0)","PG",-0.000768604250898936,5.54731392179405,5.79301195102744e-06,0.998079599305312,0.999955892769757,39875.143035886,38805.682525653,50266.223632808,40296.542907718,42101.322875967,41456.522979737,49325.363403282,47502.64337158,37569.202606195,43963.4330901985,42867.4429855365
"PGo (40:1)","PG",0.0960169244223829,5.35948615362923,0.0903860748949654,0.763686913959632,0.999955892769757,38097.162719698,35419.262786868,38652.122650149,38429.082580556,36806.442626958,35119.802276599,38766.122436515,40179.96276854,37044.602539071,37777.6225051813,37326.7276611328
"PGo (40:2)","PG",0.13785528833571,5.02597451139735,0.186268022616673,0.666041032437821,0.999955892769757,31430.522064206,30014.662231437,30173.442230217,29918.882019044,29332.442077637,27798.041900626,32180.062377921,29120.202056883,28356.641937239,29363.7370681673,29859.8571395837
"PGo (40:4)","PG",0.273176944356473,5.12376382016442,0.730646161880713,0.392673822439983,0.999955892769757,33468.682006843,29807.221832273,35399.082855224,38223.762695318,29409.742034923,27823.101806647,29047.422302248,34859.082305912,29080.6822815,30202.5721740768,33209.9523544345
"PGo (40:5)","PG",0.111930213790268,5.28244811990714,0.122819140774766,0.725996791781317,0.999955892769757,37652.04266358,33900.082366935,36869.082305905,35665.902130133,36640.682525644,32168.762329091,35123.202667225,38980.782470692,33543.30239867,34954.0124664195,35768.9373321543
"PGo (40:6)","PG",0.166004996809155,5.51827349105951,0.270085748019142,0.603274257607876,0.999955892769757,46408.583312963,38000.782897948,49707.863525366,39180.60272219,41978.623168951,38770.482849106,43093.562896729,41549.903045631,38687.882873545,40525.4579162528,42216.9680786137
"PGo (40:9)","PG",0.159417929134741,5.23981809831814,0.249074427278288,0.617727556929021,0.999955892769757,35823.202514659,32912.622222905,34485.002685541,37853.163116466,35481.542510985,32484.902282717,33855.442565916,33363.442626962,34712.622528066,33604.1025009153,35183.0826339742
"PGo (42:0)","PG",0.0797390726370909,5.26902223624292,0.0623399995319005,0.802834985443628,0.999955892769757,37089.942291254,32533.842224132,39868.702941892,32592.262329104,36897.682281494,34504.722534175,34575.262329096,37739.54263305,32012.162048327,34707.922386162,35473.1224441555
"PGo (42:1)","PG",0.0626857517202539,5.17139457984305,0.0385276578383582,0.844387387160423,0.999955892769757,33915.182617196,32251.042358392,33726.342376706,29988.141937249,35583.9226074,31387.322265632,33013.802154533,33065.322296142,33946.662109369,32853.277206419,32887.3623199368
"PGo (42:2)","PG",0.0629734794547592,4.77533013833468,0.0388785066039929,0.843689549956171,0.999955892769757,24567.601715088,25218.361999505,25678.001800522,24054.641784664,24983.881622315,23989.56173707,26054.621826169,26794.081924431,24666.941467282,25376.301738738,24983.7218017515
"PGo (42:4)","PG",0.0669373286056077,4.93178180857263,0.0439284904700231,0.833986712445096,0.999955892769757,23667.101715086,27545.921661369,29428.24220275,32203.082580563,27789.981658927,25675.741958627,28030.50205994,32929.522125244,25446.341766349,28020.52697754,29241.8070259022
"PGo (42:6)","PG",-0.0119530093681196,5.44608065055586,0.00140102598624026,0.970141928297129,0.999955892769757,33748.702423082,35068.442687974,46660.523529047,39659.402770988,42377.442504882,37204.942687989,38969.442718521,47221.543579084,40364.462890618,40940.097969053,40941.4528732227
"PGp (16:0)","PG",0.150199646797333,6.74118636152101,0.221155685886117,0.63816075113318,0.999955892769757,123071.16687002,88118.626098599,80592.20544431,97889.72631833,91574.32678215,96558.30651853,93493.42773442,99836.78698731,104105.14807122,98498.41732787,89543.7211608473
"PGp (18:0)","PG",0.0448262052078108,5.2398720097272,0.0197025653624223,0.88837095668576,0.999955892769757,33036.522491464,31638.562194817,36150.482666004,35989.222473143,35914.882781976,37649.522888192,32555.202514636,35135.282562263,33641.762451169,34745.442604065,34923.287528985
"PGp (20:0)","PG",-0.0367591935772234,5.49366392979613,0.0132500425597755,0.908358861735871,0.999955892769757,37805.422698978,39311.20272828,45823.563201889,36798.582702653,46202.763061525,38636.822814945,42913.74291993,46570.463317834,38685.442840559,41701.617973317,42034.0279235867
"PGp (28:0)","PG",0.107733119418798,4.9223603065619,0.113774089752013,0.735887631423409,0.999955892769757,29840.101806627,25356.261993412,30278.722076425,26490.42178345,27323.722106935,25827.361968993,29024.161926266,29264.202026363,26408.961883547,27631.1719512923,27362.2819900555
"PGp (30:1)","PG",0.134593889978745,4.99258728825552,0.177560528008939,0.673478120478702,0.999955892769757,34904.082061766,26139.321960446,31207.04220582,26198.021911626,28776.582061763,31061.242218007,25894.382049553,30362.66220094,26673.42190552,28497.927093505,28080.2420349138
"PGp (34:4)","PG",0.648246305333824,5.40967221288056,4.08651389653323,0.0432267113342793,0.999955892769757,29879.822143555,31589.642456046,64863.224304228,68429.525665314,29989.642272936,27715.162017832,26745.861755369,45770.862579387,27961.002044676,32048.222099316,48718.008674631
"PGp (36:5)","PG",0.077283241629872,5.47639277683468,0.0585617634621372,0.808783743850423,0.999955892769757,41394.742858857,35311.362365722,47410.463012694,38946.142333975,42174.2225952,37414.602417014,41811.063079822,43667.343170165,39292.882873541,40546.4728851355,40960.5475768977
"PGp (38:6)","PG",-0.0429870247447418,6.28822539455077,0.0181217596949637,0.892914632337696,0.999955892769757,48102.96380615,65700.304382317,87134.205749474,78804.74597164,73946.085083022,67951.024414053,78150.286193933,82814.085388186,68204.945617631,74280.0854034508,76396.3352966133
"PGp (40:6)","PG",0.0866156446040212,5.83665620076799,0.0735609023202528,0.786220961095645,0.999955892769757,47112.203369138,53574.62374877,62932.044311554,49002.203491199,55015.743957482,49653.76367189,53531.203979466,54008.943542481,48124.444091782,51329.5888214048,55131.1538772513
"PGp (42:2)","PG",0.0228817781705349,4.7914888940924,0.00513341701753234,0.942882144619721,0.999955892769757,23823.781768802,22245.341857907,28247.681762689,25709.301818844,26511.541961659,24595.721984866,26436.582061765,27331.461914062,23978.641693107,25585.60191345,25678.4668502748
"PGp (42:4)","PG",0.209656855486783,4.93782137528477,0.430610532860783,0.511689521066389,0.999955892769757,29984.422332764,27002.501953107,31478.362060546,29419.262237553,27097.981842042,26385.081756594,28022.561737058,27516.381866449,25461.301788333,26846.3317871085,28749.527023312
"PGp (42:6)","PG",-0.353879241247251,6.84880155796651,1.22513262478904,0.268355719214289,0.999955892769757,44973.963195779,89589.806152382,112493.108398448,106713.968811003,127380.226684521,95762.026061962,102512.166870101,144524.608886699,140550.38995367,120837.297943108,109044.277511589
"PI (12:0)","PI",0.00910674294607312,7.58001456923429,0.000813396299591318,0.97724733433245,0.999955892769757,159861.65051266,165681.23217776,194409.55236813,167283.55200194,182456.13232418,167004.67175294,190324.03332523,186988.35339355,169040.39208979,178339.362640377,177457.617218003
"PI (14:0)","PI",-0.0423649916837438,6.88634069910843,0.0176019008417825,0.894452664861012,0.999955892769757,100113.88720703,98489.4863281,111399.94677731,100243.14721683,110798.06787109,102565.98779298,113546.34875486,124203.4891357,116815.52770999,114282.838348383,105232.662048332
"PI (14:1)","PI",-0.0881668673147925,8.51256163437797,0.0762309484243815,0.7824716244944,0.999955892769757,268445.55761726,272611.65820309,399708.84716796,291444.51855464,358037.48242192,302276.24072261,335716.8623046,390076.40624981,412690.06689454,360189.89404289,330450.626586903
"PI (16:0)","PI",-0.0460438347760335,7.37945733675373,0.0207920541781164,0.885346882971269,0.999955892769757,137437.74780271,142977.16992186,160875.81079108,140393.35034182,156158.03076175,153104.8713379,168419.95263666,162103.79223638,156217.91162111,159961.631958012,150101.090454128
"PI (16:1)","PI",-0.100428725685345,7.43939525459611,0.0989011598339857,0.753152291198569,0.999955892769757,135979.76977539,132745.36938476,183194.9321289,126047.68945314,173029.91284172,136523.34936525,159307.25122071,189385.55175785,202546.33447272,171940.621704132,153754.47595213
"PI (18:0)","PI",-0.327664722040467,7.54970104052026,1.05076205317891,0.305331644451594,0.999955892769757,187129.29052742,133257.98974611,145687.53027347,132240.94860834,142337.42980951,336897.85913081,176693.05371101,153324.39135747,132441.9088135,199839.303253198,138380.974609358
"PI (18:1)","PI",-0.0255566254683224,6.97625959980013,0.00640567700881434,0.936209042728836,0.999955892769757,107105.62695313,111476.56811527,112862.70690923,111704.4074707,114863.14770509,129816.40991217,121020.66796876,115413.8688965,115488.48901372,120434.858947787,112726.707550072
"PI (18:2)","PI",-0.0333446216402675,7.1514573070846,0.0109045958697607,0.916832026080805,0.999955892769757,54474.443786627,121343.148986747,177795.21374518,146472.309692411,147821.591247661,100152.8276367,139433.011413536,141935.551330476,161641.892395105,135790.820693954,148358.065918
"PI (18:3)","PI",-0.0900207136157801,11.7427156736947,0.0794720573467202,0.77801414095794,0.999955892769757,70186.364379871,2792295.1308593,5069789.65393071,4012735.4125972,3638948.92089839,1700360.25854486,3459455.67114219,4061379.34240677,4241774.57275401,3365742.46121196,3878442.2795714
"PI (18:4)","PI",0.0612302965746152,5.75342150671648,0.0367631894843612,0.847947992418477,0.999955892769757,47422.863677952,46953.083251951,50345.684020993,49841.303405746,49457.543579117,48101.063293455,47962.443481425,53570.783569328,51519.303527831,50288.3984680097,49149.4035644517
"PI (20:0)","PI",0.0153203478372876,6.8390540628762,0.00230194914627191,0.961733272038294,0.999955892769757,75251.38574218,115824.52929694,124431.54760752,101021.30773932,103132.00793453,101431.74621583,112490.90771492,116761.54882809,101864.28796381,108137.122680663,111102.348144577
"PI (20:1)","PI",0.0364220634257986,7.07636079928048,0.0130102027686121,0.909188426524639,0.999955892769757,113761.64892578,121610.1298828,129391.50878907,124160.02807618,125648.92919924,116390.38842775,132748.92944336,133356.08911137,118700.0090332,125298.85400392,125202.648986822
"PI (20:2)","PI",0.0259650526840665,6.44526295600413,0.00661179605776852,0.935193074407224,0.999955892769757,81059.12561036,76372.88562012,78449.72595213,75401.68518066,88075.0062256,73818.784667972,82947.5460205,82597.92590332,79442.52526851,79701.6954650755,79574.8257446275
"PI (20:3)","PI",0.0610762247402376,5.52117293683266,0.0365771579434693,0.848328512601033,0.999955892769757,45986.323333725,37493.682434075,45305.503601102,37144.942718506,45030.902709958,38507.682678215,41224.683044448,45920.403320303,41447.22286987,41774.997978209,41243.7578659103
"PI (20:4)","PI",-0.0643810135275208,5.24685868968507,0.0406402911778514,0.840233844702603,0.999955892769757,31547.542297353,32280.102142338,35977.362426764,33140.762268065,39978.763030994,34391.142364498,34066.482330309,39504.262969946,32975.722137466,35234.4024505547,35344.2474670403
"PI (20:5)","PI",-0.0446159665539923,6.01637332398367,0.0195204975022989,0.888884562811362,0.999955892769757,55264.043640114,55261.20391845,56909.204101552,57187.903686533,61232.644897427,57310.00427246,61046.044128438,68112.684692355,62428.484008792,62224.3042755113,57647.7391509905
"PI (22:0)","PI",-0.0361467725301488,6.69791757412642,0.012813974405617,0.909872925709748,0.999955892769757,81154.00573728,85676.40576172,116974.98901371,85387.96630862,101238.50659183,90303.62670898,100512.04650879,108879.36767577,90946.10607911,97660.2867431625,97319.46691897
"PI (22:1)","PI",-0.012943397917127,6.73839628473485,0.00164305474481807,0.96766691356902,0.999955892769757,91481.14672854,100696.02673339,97693.80676271,86842.1258545,101464.28747556,95069.98645019,108895.7277832,100342.82641602,99833.56713864,101035.526947013,96674.06170654
"PI (22:2)","PI",0.0532675915232919,5.49259964320397,0.0278225766525111,0.86752662462719,0.999955892769757,41489.842407231,39409.322509748,44102.903015144,37396.302612279,40719.882812492,40599.40277099,43378.323364257,42673.66314696,41704.062866206,42088.8630371032,40407.1027374157
"PI (22:4)","PI",0.064523191237979,4.98585072948668,0.0408176737102508,0.83989026680724,0.999955892769757,29314.582092282,30563.322204595,26449.761871334,29294.802032482,31422.281921379,28317.101776123,28469.221832272,30149.92221069,26947.681976321,28470.9819488515,29432.5420074475
"PI (22:6)","PI",-0.0448946168140405,6.23194290778256,0.0197655923747106,0.888193724213339,0.999955892769757,56462.803588859,64150.104248063,78677.0849609,66702.16503903,70176.184448243,67535.88525392,75274.265258732,77787.62512207,66790.885070792,71847.1651763785,69926.384674059
"PI (24:0)","PI",-0.0123231920804712,7.16540538938269,0.00148940769599903,0.969215006795939,0.999955892769757,112823.12768556,134777.47045899,139488.21020509,123069.82836917,136875.4296875,126746.78906249,139736.19091795,143137.09057617,132083.48974608,135425.890075673,133552.734680188
"PI (26:0)","PI",0.0280713741588879,7.36007188190263,0.00772846683861417,0.929946858071017,0.999955892769757,128698.50927737,139493.7109375,184273.11352541,145408.04882814,154944.73217772,144493.68945315,162055.45117184,159353.53222657,143181.22973632,152270.97564697,156029.901367193
"PI (26:1)","PI",-0.0296032602691982,5.65314032450726,0.00859366969797293,0.926140269974273,0.999955892769757,41532.442443818,46855.363586418,45939.343383774,42801.643066411,46749.16314696,46192.543334959,49072.423400866,50715.923828134,46311.763366685,48073.163482661,45586.3782958908
"PI (28:0)","PI",0.00803864194998517,7.81225325734277,0.000633789593848633,0.979915235663243,0.999955892769757,181531.7924805,205394.21337892,226237.21582032,192087.87377929,218148.65698246,200019.13476559,224982.27539064,207310.01367188,204513.1748047,209206.149658202,210466.989990248
"PI (28:1)","PI",0.0408087344694641,6.55837373050688,0.0163321334809154,0.898309437630714,0.999955892769757,80846.68518068,88371.26623537,85393.44665527,85307.14599609,91510.02587891,83610.74572754,86038.36584472,91158.4066162,85808.64636233,86654.0411376975,87645.47119141
"PI (28:2)","PI",0.144400133228401,5.41676477850283,0.204382760348906,0.651206225059564,0.999955892769757,49565.723938001,37644.262512208,36247.402542145,34402.14233398,37545.622863757,36755.262786871,42333.102691645,38322.582672126,37158.562622078,38642.37769318,36459.8575630225
"PI (30:0)","PI",-0.017097893529654,9.11147687192103,0.002867316118909,0.957295824036696,0.999955892769757,441815.13134736,507631.276367,529716.9589842,482278.85449208,548950.2773437,489535.6572265,547540.2177733,523204.7548829,506605.576172,516721.551513675,517144.341796745
"PI (30:1)","PI",0.0687677586912281,8.0865344912251,0.0463780488435077,0.829490057819728,0.999955892769757,219782.47705079,264710.25878909,252388.83837892,246180.29638673,250392.1767578,232670.35644533,258247.82080072,255777.33789056,267484.51806637,253545.008300745,253417.892578135
"PI (30:2)","PI",-0.0352245467685571,6.84107940895002,0.012168563913292,0.912162564130695,0.999955892769757,96508.7473144,96616.60729985,92845.24670402,108631.5479736,108216.067138605,93132.74694826,109912.846923848,121899.22998047,119199.52966311,111036.088378922,101577.367279019
"PI (30:3)","PI",0.0868824612280438,4.99312428027796,0.0740034441196826,0.785594538291152,0.999955892769757,30515.822219852,26561.261947635,28574.762176509,31063.642211926,28389.421997075,26682.321868895,33861.142456043,29160.281860345,27613.561950677,29329.32703399,28647.2720832863
"PI (30:4)","PI",0.0245134364701841,4.86297421860854,0.00589173245101904,0.938816364411561,0.999955892769757,22284.441635128,26051.802062999,29622.44178772,27601.081924448,26308.421981817,32063.482452409,27443.922042834,23909.681518559,25540.801742555,27239.4719390892,27395.936939246
"PI (32:0)","PI",-0.0249757859911647,10.3950872155198,0.00611830101479427,0.937653395691588,0.999955892769757,1085641.2753909,1228942.5839846,1268948.0449217,1195574.5625001,1347221.8632812,1217537.3281252,1326908.1132812,1278278.3164062,1190270.7460934,1253248.6259765,1260171.7636719
"PI (32:1)","PI",0.063584587442353,9.106744895933,0.0396516530290683,0.842163222647981,0.999955892769757,432352.31250006,544515.13671846,509201.3378906,502505.49414039,511855.3388675,500746.25488301,516350.7783203,490972.4150393,550848.7968751,514729.561279427,517019.326904238
"PI (32:2)","PI",0.0277153659849625,7.55430870115549,0.00753373804741386,0.93083278601823,0.999955892769757,158211.21166994,174633.13281243,168677.45336913,166867.9116211,173067.49340822,163870.91137692,183062.7524414,179689.11376957,184942.45434566,177891.307983387,170811.49780272
