"lipid","type","logFC","logCPM","LR","PValue","FDR","SolventBlank","5A","5C","5D","5E","4A","4C","4D","4E","mean1","mean2"
"PC (40:4)","PC",-0.0472386604821019,10.8185743898593,0.0218864110740924,0.882389673378016,0.999955892769757,48486.623413105,2326879.69323728,2155420.02612302,2020417.75451712,1649305.08007821,1791765.92590296,1822555.98663324,1593892.2845458,1844551.16357417,1763191.34016404,2038005.63848891
"PC (40:5)","PC",-0.0625002372000541,10.9382535412898,0.0383114304713672,0.844819107355871,0.999955892769757,43297.222961404,2561021.70910646,2260013.39282246,2192603.55590822,1729669.8035278,1981392.97717333,2085071.82196054,1675748.6923828,2045260.22857615,1946868.43002321,2185827.11534123
"PC (40:6)","PC",-0.0797043447760397,11.1301304879303,0.062302874870511,0.802892492470341,0.999955892769757,42557.862670872,2903620.47058097,2722475.94848626,2403165.03216553,2023898.12255911,2089438.41564935,2465603.1497193,2066890.00213618,2238841.07662968,2215193.16103363,2513289.89344797
"PC (40:7)","PC",-0.0171454752851309,11.1812971394395,0.00288334095967002,0.957176772198988,0.999955892769757,45489.083068839,3153080.55572516,2839907.84686282,2466720.30206297,2025939.85290517,2274184.61767567,2390488.03082325,2024273.13293443,2406646.91723674,2273898.17466752,2621412.13938903
"PC (40:8)","PC",-0.0433109167060337,11.1306677660924,0.018398305568553,0.892105602555407,0.999955892769757,42042.382995618,3060603.98138428,2567450.2980957,2522643.56188963,1990912.9216919,2063182.40856897,2368586.57647655,2148577.35534716,2186461.43597415,2191701.94409171,2535402.69076538
"PC (40:9)","PC",-0.0616251103243766,11.1227014793353,0.03724617822445,0.846964693349291,0.999955892769757,44736.303344713,2899302.96136479,2463905.91656491,2660351.64233387,2071782.37402281,2103723.22543338,2357353.7493282,2016906.23718214,2211552.16967776,2172383.84540537,2523835.72357159
"PC (42:0)","PC",-0.0919679089807827,5.53423152045522,0.0829277976149854,0.773368271860215,0.999955892769757,8963.7606506363,59281.6430511623,48777.4841842793,48200.523384064,42258.283256528,45289.2641677731,45594.1637878322,47490.22315983,43845.964241019,45554.9038391136,49629.4834690084
"PC (42:1)","PC",-0.240529076420325,6.4742646340042,0.56673799880673,0.451558068168337,0.999955892769757,13286.000885,112080.066787696,86866.707290616,92240.587493982,80744.344543487,121364.265411347,71790.3456115777,93090.6061020366,75779.044830304,90506.0654888163,92982.9265289452
"PC (42:10)","PC",-0.130125478654105,8.2753065534375,0.166021356111742,0.683672235391632,0.999955892769757,20291.061431885,386018.444733182,356515.567535371,334852.047393807,272974.776855541,326708.694962041,304112.281021171,316941.961975078,297067.180282056,311207.529560086,337590.209129475
"PC (42:11)","PC",-0.124261178253711,8.37705458406277,0.151399412226965,0.697201601036614,0.999955892769757,21880.181686407,444411.243988006,376914.617675671,337328.844025572,282848.00393631,382412.343735224,332548.417251583,308648.431304852,318643.643798789,335563.209022612,360375.67740639
"PC (42:2)","PC",-0.561119469315463,6.9398797584077,3.06870046524728,0.079813250195854,0.999955892769757,15786.661163329,93857.625274718,111245.889419618,142024.28990174,114365.806236342,190692.45452826,105576.585144041,135802.167144727,122852.50523375,138730.928012694,115373.402708105
"PC (42:3)","PC",-0.234330946542946,7.00783040170575,0.537957559552979,0.46328041470091,0.999955892769757,16507.801269532,171635.031692547,121585.390960692,131826.152366644,123944.549408086,162586.533889814,104963.664627168,138195.508041476,110910.287704499,129163.998565739,137247.781106992
"PC (42:4)","PC",-0.225239931497103,7.17957596330536,0.497072439907015,0.480789298815824,0.999955892769757,13524.380783084,197895.370514437,128516.129966784,157598.231903045,131719.310661276,178228.210121112,120419.808532695,162980.531036377,129050.850997957,147669.850172035,153932.260761385
"PC (42:5)","PC",-0.112014207852,7.28423270085799,0.123029358957865,0.725771850615277,0.999955892769757,15477.101211553,201257.399063576,163833.110427828,173317.234527503,130785.987777586,178722.470092783,140248.728500374,160351.132217373,149036.429260227,157089.690017689,167298.432949123
"PC (42:6)","PC",-0.138549812449396,7.68823547289677,0.188201903467416,0.664417390000205,0.999955892769757,17796.621200557,277984.108421263,209644.754730206,223036.911483756,179834.315170302,223127.859115584,197119.794799913,217558.294524567,192466.632537951,207568.145244504,222625.022451382
"PC (42:7)","PC",-0.198669647930759,7.79697587739415,0.386812631862085,0.533979594034398,0.999955892769757,16379.601333624,293352.684097195,219793.891464269,236121.558746406,191006.117767355,271378.622985829,198537.572349512,233254.554809577,214206.016174314,229344.191579808,235068.563018806
"PC (42:8)","PC",-0.117924131125901,7.94379353709904,0.136353849267834,0.711933027406378,0.999955892769757,20035.241287242,354103.240799018,253261.440277077,263235.635833152,199343.237976067,303559.697357143,224011.317077639,257260.335632271,200656.23583217,246371.896474806,267485.888721329
"PC (42:9)","PC",-0.122764924242805,8.05205468537886,0.147775235444897,0.700670553826407,0.999955892769757,19008.521270746,364914.865997373,262812.622406012,300586.513762842,210276.254257237,310837.575439372,268113.458282966,262742.080780473,238413.87933345,270026.748459065,284647.564105866
"PC (44:0)","PC",-0.111702616269728,3.80447125945492,0.122261009861518,0.726595063038583,0.999955892769757,7089.0604591369,15426.7009010282,12999.3208618191,13766.7008361888,11761.3208084069,15943.5611763011,14671.7212715048,13354.7608795191,11483.6209335339,13863.4160652147,13488.5108518608
"PC (44:1)","PC",-0.0663201078485853,3.88226747633693,0.0431053140699547,0.835527097922843,0.999955892769757,6773.1004943837,16872.9211120623,13833.7008361805,14017.1410026525,13506.1608734176,14401.1611061076,13031.4409713803,15284.3412208518,15281.7412109398,14499.6711273199,14557.4809560782
"PC (44:10)","PC",-0.130171119705933,4.99766685583766,0.166087357112644,0.683612768230378,0.999955892769757,9045.020671844,40449.822952321,32047.4023971979,29793.4416541999,29988.7821426888,34859.4031142691,31831.5628128486,28793.9616622873,31030.9220962776,31628.9624214206,33069.8622866019
"PC (44:12)","PC",-0.138892311024491,5.21636592175148,0.18908841112443,0.663676410331198,0.999955892769757,9306.2206916831,44257.24305726,41197.4626007742,35469.942680406,32174.9416504206,39252.3427429273,36007.2629547489,39952.3027724935,34841.1830673557,37513.2728843814,38274.8974972152
"PC (44:2)","PC",0.000313674882244561,4.09912071378757,9.64491562172043e-07,0.999216409417262,0.999955892769757,6898.5604553227,21318.841491701,16801.9811553885,18092.2416038444,15964.9012298593,18662.421257021,13813.9209594782,16944.721351629,14552.6212005653,15993.4211921734,18044.4913701983
"PC (44:3)","PC",-0.0178194298680251,4.21321011665624,0.00311266110691122,0.955508123208834,0.999955892769757,7269.3405532828,21537.0013847345,18442.9810714765,19374.6214599654,16606.1408844108,20922.2214508107,15615.1214065612,16702.3610801684,18372.9812698388,17903.1713018448,18990.1862001468
"PC (44:4)","PC",0.069514836987647,4.2536537670971,0.0473664877173405,0.827710836628525,0.999955892769757,7742.980575561,24862.8014678648,20203.4214477467,18879.6015663159,13823.4608421383,20793.0612869177,18594.461418149,17706.7214164647,16915.6613884024,18502.4763774835,19442.3213310164
"PC (44:5)","PC",-0.0301440357282911,4.26342782449114,0.00890749531626511,0.924807677451223,0.999955892769757,6595.3404693605,26603.5219192967,17450.5210571306,19433.5414047131,16576.3811454782,20683.7615509044,18119.3810691773,18758.5208625809,16432.2210540782,18498.4711341852,20015.9913816547
"PC (44:6)","PC",0.026040275392013,4.49041052351188,0.00664780554359368,0.935017226378044,0.999955892769757,7272.3805274968,28439.1223373605,22298.0214233408,24631.021804814,18905.8014335612,24513.9615134919,19513.2212867756,20893.8415069443,21568.2216644308,21622.3114929106,23568.4917497691
"PC (44:7)","PC",-0.0703940200694042,4.5543570810399,0.0485773583286573,0.825557528398867,0.999955892769757,8422.240669251,31881.7018814328,23960.1416854855,20775.4616470375,22184.0614853005,25200.5419082667,20063.5611724776,24804.1216010906,19343.981414795,22353.0515241575,24700.3416748141
"PC (44:8)","PC",-0.140314914618996,4.67779877529675,0.192954651343825,0.660468780260727,0.999955892769757,8909.9005813608,32141.441833466,22631.7814941372,25177.4816894573,21685.2415161161,28594.6217193634,27905.3418464698,23480.2016525258,23692.4015350288,25918.141688347,25408.9866332942
"PC (46:0)","PC",-0.0117091756361434,2.94796949037122,0.00134293816131503,0.970767169218582,0.999955892769757,4969.0603752149,10020.5607070853,6986.860572816,6306.9003982523,6100.5204162578,10144.0608482339,6782.9004974329,6925.3404960638,5791.0404624933,7410.83557605598,7353.71052360285
"PC (46:1)","PC",0.095107703471443,2.98370291898732,0.0885849389084115,0.76598387975578,0.999955892769757,5678.2004280096,8891.7805824218,7552.1605339018,7249.8205299379,6260.9404945377,8372.1405830392,6853.4004974389,7558.1805572537,7114.2005043031,7474.48053550872,7488.6755351998
"PC (46:2)","PC",-0.0156984433608419,3.05103427086376,0.00241404988821259,0.960813319563357,0.999955892769757,4449.3402824415,10025.2406349093,7823.2405281069,7496.9006156914,6270.3204116816,8961.0406570508,7697.7005729613,8637.1206169084,7685.3205413828,8245.29559707582,7903.9255475973
"PC (48:0)","PC",-0.0695805686314994,3.24237662114801,0.0474293819099785,0.827598285825853,0.999955892769757,4098.2402839654,14416.3411331096,7995.6605339148,7603.1004981927,7682.3206100434,13728.2608261103,7335.080493928,8376.6404838477,7607.160545345,9261.78558730775,9424.35569381513
"PC (48:2)","PC",0.0796221328363154,2.97653865553535,0.0620905644466916,0.803221716830219,0.999955892769757,4602.7003326436,10647.60062408,7356.9004936255,7053.900539399,6325.5804367067,10283.320877073,6163.8404121436,6547.9204635573,6350.0004615804,7336.27055358857,7845.9955234528
"PC (50:0)","PC",-0.0668987764614378,3.33020077557015,0.0438475347427811,0.834137530929964,0.999955892769757,3483.1602554326,15618.4408340376,9173.8607330316,8524.3207168511,9032.2007713317,13928.521160118,9327.5605964603,7449.5206375088,7484.4805984538,9547.52074813522,10587.205763813
"PC (52:0)","PC",0.048447147747254,2.9220871141106,0.0229883835599232,0.879487284521923,0.999955892769757,3693.4202613835,10777.9806213301,6502.6203918456,7384.9806175317,5650.6003646833,9932.8807411179,7589.0405158962,5429.3003807123,6123.8404235859,7268.76551532807,7579.04549884767
"PC (52:4)","PC",0.0663946241608937,2.71478698318518,0.0431650272812476,0.835414844891836,0.999955892769757,3867.0802421586,8598.3606338519,5891.2404556257,6520.9805259725,5003.660354613,8249.3405685508,6146.4404830911,5510.000377652,4738.3203849814,6161.02545356883,6503.56049251577
"PCo(32:0)","PC",-0.0328961778137688,11.227085454453,0.0106140459292874,0.917943532662182,0.999955892769757,87397.02532961,3068846.22253423,2836580.87615965,2774845.21502689,2093411.06921388,2192994.84558101,2545755.01995865,2282023.86297607,2373689.60278316,2348615.83282472,2693420.84573366
"PCo(32:1)","PC",-1.83017139995293e-05,11.2413274344425,3.05590219795704e-09,0.999955892769757,0.999955892769757,88619.705993625,3331826.6566773,2895629.23608393,2611538.61724856,1998704.47131351,2315183.87365725,2523328.66937252,2227266.53857426,2464619.96655273,2382599.76203919,2709424.74533082
"PCo(32:2)","PC",-0.151177565293982,11.2243997093212,0.224065792604961,0.635959298631662,0.999955892769757,95476.506897022,3144916.50933826,2703249.13696291,2488494.64086918,2157677.93347169,2500459.38940416,2586970.50579829,2258955.55096434,2279174.50488285,2406389.98776241,2623584.55516051
"PCo(32:3)","PC",-0.0768264344237696,11.1855347821625,0.0578854584755391,0.809869824047356,0.999955892769757,99561.126953168,3250115.11877441,2724234.95068361,2396103.70922863,2009874.63195802,2295073.16479498,2500750.77984619,2267848.54943847,2143274.32263191,2301736.70417789,2595082.10266117
"PCo(34:0)","PC",-0.0652145912206976,11.2824030282617,0.0417111437927815,0.838171375732689,0.999955892769757,80121.305480993,3140215.38610851,3092748.29064937,2704154.29229738,2176998.59521484,2321545.43707271,2719043.92559814,2352433.84820549,2478303.94146732,2467831.78808592,2778529.14106752
"PCo(34:1)","PC",-0.0252122654838432,11.0766625590007,0.00623472795996349,0.937064205558315,0.999955892769757,77213.864532377,2999752.98278817,2695166.12792973,2230632.89245607,1856742.83679207,2084455.16625978,2279366.15841675,2037582.68914801,2002469.87823496,2100968.47301487,2445573.70999151
"PCo(34:2)","PC",-0.059850039740511,11.0814958276049,0.0351315274657935,0.851320318475542,0.999955892769757,74231.965545691,2943480.86462393,2615480.32202145,2316136.78863514,1996949.17492665,2003480.85321043,2272109.65228269,2134084.20642094,1964395.06115722,2093517.44326782,2468011.78755179
"PCo(34:3)","PC",-0.0416499822167917,11.1399666283401,0.0170142936549382,0.8962192310831,0.999955892769757,92873.167602589,3112913.25396736,2695137.94641112,2317146.61688233,1953110.13482673,2129407.37396232,2351886.28741461,2151584.39825434,2267446.58538825,2225081.16125488,2519576.98802189
"PCo(34:4)","PC",-0.0335314084355785,11.1745895104632,0.0110279081563931,0.916364820799695,0.999955892769757,104210.287841699,3213769.79968256,2603003.31079098,2514083.53308103,1948365.94140623,2331824.14276121,2362032.63116462,2130724.52014168,2306447.94317626,2282757.30931094,2569805.6462402
"PCo(36:0)","PC",-0.0380461564831377,13.5736721327225,0.0141974719366331,0.905154027070777,0.999955892769757,246550.79638677,16791222.2387699,13894719.8041994,13585164.5239253,10107447.0058594,11343123.9736332,13318128.6562498,11682994.0361333,12109222.1821287,12113367.2120363,13594638.3931885
"PCo(36:1)","PC",-0.076691356465451,13.2647535760888,0.0576823059855087,0.810197376926436,0.999955892769757,212443.95556644,12930961.3593746,11562597.2070317,10865001.6381841,8891622.04199194,9382343.20166028,10333496.515625,9438432.25927728,9577955.07910152,9683056.76391602,11062545.5616456
"PCo(36:2)","PC",-0.102639888890129,13.1877586358091,0.103309839381836,0.747893280367285,0.999955892769757,220475.87646486,12093089.2128902,11124118.2353514,9725509.10791019,7832598.22509814,9585539.28173829,9601371.48583981,9068681.59130875,9636756.1889645,9473087.13696284,10193828.6953125
"PCo(36:3)","PC",-0.0609413212486529,13.1524465191549,0.0364244085503742,0.848641706047907,0.999955892769757,224001.07568364,11732764.4545904,10929999.5483405,10248931.8769537,7905317.04345747,8853200.28857415,9923227.83007793,8386432.66210929,8774272.58105452,8984283.34045397,10204253.2308355
"PCo(36:4)","PC",-0.0773057860605283,13.2111507934316,0.0586101581866387,0.8087062817018,0.999955892769757,243626.83935546,13191880.0620111,10945798.9692377,9692320.42724617,8413838.60302737,8965606.80566402,10173330.7416992,8920365.67822274,9615667.97412122,9418742.7999268,10560959.5153806
"PCo(36:5)","PC",-0.0184143836629682,13.3224320095687,0.00332592695485801,0.954010813263109,0.999955892769757,235017.85644533,14207526.1972663,11712283.4208979,11424682.3593754,8867034.50439447,9863144.74316409,10564190.6689457,9334822.955078,10322670.8300781,10021207.2993165,11552881.6204835
"PCo(38:0)","PC",-0.0986088532401771,14.0001671787518,0.0953573382925867,0.757473794421568,0.999955892769757,629858.6669922,21150048.4042974,19836261.5351561,17048917.3359369,14751484.5781255,15932005.982422,17656125.7851567,15363637.0976558,16149586.9707037,16275338.9589846,18196677.963379
"PCo(38:1)","PC",-0.0556171892834686,13.9157477302824,0.0303391197881879,0.861722993691913,0.999955892769757,590174.7822263,20470361.3583976,18068021.3671875,16621021.4472659,13296708.0937497,14209804.5234376,17114238.9062494,14255673.6660151,15993364.1582036,15393270.3134764,17114028.0666502
"PCo(38:2)","PC",-0.0612844893664823,13.8278659193614,0.0368366004811307,0.84779810783796,0.999955892769757,596274.5371095,19861662.6416017,16800308.4619137,15723003.0859384,13022118.2167972,14508613.625,15044295.2246099,13539063.4414063,13720137.9492183,14203027.5600586,16351773.1015627
"PCo(38:3)","PC",-0.0617767429656196,13.8400156581005,0.0374306827308573,0.846590814052444,0.999955892769757,600058.6191409,19096258.5068362,18009083.8076166,15388618.0019533,12848064.3828128,14257800.7958983,15270855.2705079,13822324.5351568,14650721.3613282,14500425.4907228,16335506.1748047
"PCo(38:4)","PC",-0.0633054376936549,13.8701934105791,0.0393059019227735,0.842843866863064,0.999955892769757,609346.1650392,21000332.6591797,16810179.7929691,15749457.5410152,13528516.7255866,14091132.0996094,15734809.9375003,14146936.5585932,14804183.875,14694265.6176757,16772121.6796876
"PCo(38:5)","PC",0.0173653426110891,13.8730613943479,0.0029575452695596,0.956629769544491,0.999955892769757,605116.4804688,19796305.0214843,18638191.1416015,16820768.4179686,12647387.6914055,14091395.3066406,15368369.6269526,13909001.4746094,14911150.3710934,14569979.194824,16975663.068115
"PCo(38:6)","PC",-0.0433553350337435,13.8751909309226,0.0184367074285632,0.891993749549664,0.999955892769757,615252.2441406,19396104.8125,18297056.7890623,16697548.1689453,12891467.8173829,13633366.1386719,16801570.5625002,14279778.8437501,14446055.7880853,14790192.8332519,16820544.3969726
"PCo(40:0)","PC",-0.0765544906848274,11.1468264554548,0.0574764253397007,0.810529951566437,0.999955892769757,43493.143249507,3015686.98419198,2611872.16516114,2476904.67907719,1978160.74505609,2171456.29949999,2429346.97253418,2139519.3580928,2300238.24182169,2260140.21798716,2520656.1433716
"PCo(40:1)","PC",-0.0940120519910673,11.1393948228303,0.0866741502977675,0.768448646157792,0.999955892769757,40147.802948012,3004436.14019764,2615862.42889411,2425644.38635268,1932557.45605476,2251329.28051799,2459612.2572632,2111167.04028279,2232358.43157956,2263616.75241088,2494625.1028748
"PCo(40:2)","PC",0.017936330795648,11.0991499585934,0.00315546730416827,0.955203554870869,0.999955892769757,42307.522827164,2891745.49511697,2564509.58300784,2648895.78771966,1901027.64556892,2021433.76220648,2248722.57421918,1997624.17614739,2214657.84191896,2120609.588623,2501544.62785335
"PCo(40:3)","PC",-0.121561480978793,11.2405150940726,0.144898211190593,0.703459281493415,0.999955892769757,53075.963623045,3146681.28106694,2734371.95166022,2662294.97070322,2131603.63879351,2385260.15295405,2688876.79272508,2289337.15490721,2362486.52307134,2431490.15591442,2668737.96055597
"PCo(40:4)","PC",-0.121430778432405,11.3701379082549,0.144586927751334,0.703762906517795,0.999955892769757,59901.18432617,3489910.41979982,3026976.68249522,2753841.11877445,2476139.90991218,2600637.16784672,2805354.17871084,2403237.01904298,2749816.44262683,2639761.20205684,2936717.03274542
"PCo(40:5)","PC",0.00282917911506143,11.3724255823663,7.85085539973807e-05,0.992930432131763,0.999955892769757,62698.52416991,3688475.94689955,3044299.83618176,3019410.07727052,2405638.66955516,2351902.05188043,2918215.36511223,2272128.68225103,2635028.53082226,2544318.65751649,3039456.13247675
"PCo(40:6)","PC",-0.0329452011955045,11.3282041292393,0.0106457070505712,0.917821671835233,0.999955892769757,57846.683898929,3494778.29284673,3016749.76318362,2841248.0643311,2221566.7266846,2229149.20825265,2908040.17089841,2425251.45800791,2550798.47521975,2528309.82809468,2893585.71176151
"PCo(42:0)","PC",-0.0721528870996339,7.81342328044184,0.0510555867240328,0.821236549582753,0.999955892769757,16130.761199954,344502.321441671,227862.620208772,236022.634597759,198100.41241456,240359.070090716,213399.47511294,231072.69488583,189176.55738825,218501.949369434,251621.99716569
"PCo(42:1)","PC",-0.121921703601802,7.90790539701603,0.145752133835686,0.702628280142125,0.999955892769757,19919.5212936419,315809.160003621,255681.233825717,260817.761429293,210779.737915059,286762.485839906,204683.35789494,240410.554184412,228238.233246416,240023.657791418,260771.973293422
"PCo(42:2)","PC",-0.103905116398424,8.05224289946159,0.105867853907057,0.744898479707349,0.999955892769757,21434.881362916,368222.804534827,276608.682433595,290092.69525144,229817.058456395,300210.456970207,256291.83546447,260358.440124442,234402.956146281,262815.92217635,291185.310169064
"PCo(42:3)","PC",-0.0612331997744828,8.27789448931205,0.0367728979217077,0.847928161626531,0.999955892769757,17318.381240845,426247.295013449,345693.963196339,342520.378112796,247049.0564575,347971.923187273,304124.396331792,301421.02285761,287182.462387111,310174.951190947,340377.673195021
"PCo(42:4)","PC",-0.163839261776991,8.36335349872547,0.263141925763193,0.607969780051348,0.999955892769757,18146.32144165,417208.474074812,361547.788391054,356095.200195312,271683.734802244,371042.803253226,348426.12158249,322336.94525154,314334.876861146,339035.1867371,351633.799365856
"PCo(42:6)","PC",-0.0989705947938395,8.38906681535063,0.0960538576273393,0.756617559114298,0.999955892769757,19401.401229863,427515.279602571,376952.627884394,378891.049377386,281705.701995919,390035.905517029,316373.83201604,319933.839584424,317157.914978054,335875.373023887,366266.164715067
"PCo(44:3)","PC",-0.0530222024887021,4.98631312600707,0.0275641198056604,0.868137704590965,0.999955892769757,9499.4806594861,37626.0439415175,32131.021789596,33760.9621582055,30255.4424743297,29911.4817657523,30300.9623870838,30546.1418915049,31543.4619598368,30575.5120010445,33443.3675909122
"PCo(44:4)","PC",-0.0575445560910621,5.14375381163552,0.0324675617258663,0.857005313497939,0.999955892769757,8874.4406242377,46840.483459512,37319.8622512528,34587.622291544,31733.1225853329,37671.3227233946,32864.8413848894,34181.1225738223,32625.4617462637,34335.6871070925,37620.2726469104
"PCo(44:5)","PC",-0.121676971179719,5.24743851879598,0.145132952090535,0.703230562725721,0.999955892769757,9009.940658568,47764.7835235432,36616.663093531,39397.8621139491,33944.022735643,41037.1019057549,38043.983062738,35648.4222717171,37308.0228882325,38009.3825321106,39430.8328666666
"PCp(32:4)","PC",-0.0292369203297458,11.2432078926321,0.00838407705305144,0.927043973677187,0.999955892769757,102171.968139596,3244763.52130122,2994021.60021973,2556979.96099869,2124076.67712391,2350638.11315919,2512387.48583983,2220667.26220695,2379031.79071046,2365681.16297911,2729960.43991089
"PCp(36:5)","PC",-0.110300793591006,13.305801654112,0.119303304144161,0.72979134407156,0.999955892769757,223856.77709958,13681856.8359379,11223352.8759758,10913259.612793,9247920.01708965,9588409.74853515,11045522.7861328,9620186.11010686,10034829.3901368,10072237.0087279,11266597.3354491
"PCp(40:6)","PC",-0.0615944553913196,11.349411494882,0.037209160043858,0.847039822476058,0.999955892769757,56645.283630364,3575811.71606454,3004511.8555908,2726909.64105224,2193661.39660639,2553462.18261721,2719295.96520993,2447049.76635733,2775105.85937489,2623728.44338984,2875223.65232849
"PCp(42:4)","PC",-0.105287772816968,8.38230926099021,0.108704393103835,0.741624014387748,0.999955892769757,19226.041229247,450341.073883599,354388.419204176,373927.274108354,301029.245177702,364028.431030769,316674.6405945,328167.405563343,306184.061920143,328763.634777189,369921.503093458
"PCp(42:6)","PC",-0.0818619059968253,8.37503168060077,0.065719297985197,0.797674605573325,0.999955892769757,19856.201461796,438445.562683631,365928.469970733,373112.632751466,283534.639434835,345572.980163647,356130.520690923,304415.586303752,315076.605316175,330298.923118624,365255.326210166
"PE (12:0)","PE",0.0101605240837359,5.3326030295802,0.00101231416017811,0.974618081307497,0.999955892769757,37507.422668451,34484.98239136,34903.062683114,36891.542388915,41335.7828064,37220.062835681,34977.342773441,39316.62271116,35173.162231461,36671.7976379357,36903.8425674473
"PE (14:0)","PE",-0.00901080745619167,5.39775101983279,0.000796180023826309,0.977489348028047,0.999955892769757,37719.062866207,33860.542388922,36777.102691645,35182.842407212,41425.562988273,35728.402709963,33875.982421872,43609.422943128,49300.564544663,40628.5931549065,36811.512619013
"PE (14:1)","PE",-1.14434752676127,8.24079930602505,12.5205210925214,0.000402506615329039,0.045502726300879,91013.74609374,94880.76672363,164808.51086427,99592.44787599,375653.76818845,105493.6072998,123630.70788574,440105.76440426,1028734.35778817,424491.109344492,183733.873413085
"PE (16:0)","PE",-0.0755167492617019,5.63759722556117,0.0559166490931773,0.81307029992638,0.999955892769757,44614.523254405,38128.542480458,46756.663269053,39288.882629377,51736.384094252,43200.383209219,43373.903015117,51903.74377437,51774.003234853,47563.0083083897,43977.618118285
"PE (16:1)","PE",-1.83378305266307,7.84839828607999,30.9737950179842,2.61535859517276e-08,3.91519181697361e-05,52875.843811033,51528.563842786,103105.027343745,49401.823730449,396429.821960449,60896.864440914,73577.145202617,426623.210327081,713165.922302249,318565.785568215,150116.309219357
"PE (18:0)","PE",0.145080407158168,6.08296905186361,0.206331566844824,0.649658005602636,0.999955892769757,69509.885009758,50897.423706043,65165.683837909,64976.864501942,61275.704040503,58713.723449714,61384.684021001,62173.584075964,63123.944335881,61348.98397064,60578.9190215992
"PE (18:1)","PE",0.0403890048004617,5.39198360158609,0.0159955674962475,0.899357057888543,0.999955892769757,38659.342834476,37891.122985833,37118.462982172,36126.982299798,44050.522705064,35040.802490239,38538.742767341,38187.742828366,40290.383148199,38014.4178085363,38796.7727432168
"PE (18:2)","PE",0.120471194242757,5.14915108338401,0.142267874341869,0.706036766924079,0.999955892769757,31367.362243646,29801.76181032,35386.562438959,33614.002441407,33836.102416975,31052.622100826,31992.90243528,30660.402053823,34980.382324232,32171.5772285402,33159.6072769153
"PE (18:3)","PE",0.114166487271781,5.1198723763233,0.12776983709648,0.720755647822018,0.999955892769757,32323.462112399,32647.982269289,30320.962066652,32186.722442609,31870.022125235,30344.122192377,30022.842315664,33868.802474985,32777.662445072,31753.3573570245,31756.4222259462
"PE (18:4)","PE",0.185493667381906,5.49914924734206,0.337164396701609,0.561470576799656,0.999955892769757,55925.804199196,31903.862243639,28237.521759033,32926.962524434,48504.363464349,34545.962371822,30935.741973871,29205.502197252,75408.74572751,42523.9880676138,35393.1774978637
"PE (20:0)","PE",0.0728663330604995,5.05600455877413,0.0520554728443585,0.819524433831799,0.999955892769757,35407.822143548,29030.221984855,27998.182159428,27914.702301039,31907.321990944,28902.702148443,30505.122406,32201.262084957,29236.222137442,30211.3271942105,29212.6071090665
"PE (20:1)","PE",0.0360380113232556,5.03000092237742,0.0127340492350356,0.910153247381994,0.999955892769757,30599.562210081,27112.421936034,29683.422180167,29724.181884765,30680.182220458,27148.702117919,31092.262145995,33633.42214966,29691.321990971,30391.4271011363,29300.052055356
"PE (20:2)","PE",-0.331719333042068,5.46021711936555,1.0766664137941,0.299444500710432,0.999955892769757,38737.442840563,35029.102020266,33362.782348639,33427.04272461,82920.365447998,33244.462097156,34886.422454837,37350.142517078,32902.36242674,34595.8473739527,46184.8231353782
"PE (20:3)","PE",-0.2270505950842,6.086013446966,0.505046556339039,0.477291062253049,0.999955892769757,39903.743011462,60351.724456816,66782.364105249,65271.344146751,67966.445983887,66413.16522224,62225.705017022,89371.466735841,47836.063415507,66461.6000976525,65092.9696731758
"PE (20:4)","PE",-0.0447932405813541,5.82011671207492,0.0196755061108433,0.888447136205225,0.999955892769757,43130.223297108,47107.78302008,54196.323944082,56073.523590071,56693.924316415,56061.144531306,54823.044189433,51637.804779051,47915.42352298,52609.3542556925,53517.888717662
"PE (20:5)","PE",-0.00659839720273621,9.06599030688913,0.000427040314662008,0.983512925879774,0.999955892769757,412271.94873037,520566.93896534,537142.85791065,456783.82910165,504673.87597657,525470.86279346,531029.6181651,488880.77441411,462954.6962893,502083.987915493,504791.875488552
"PE (21:0)","PE",-0.00774696607411147,4.93036875914988,0.00058845088672399,0.98064680910226,0.999955892769757,26464.841918939,28382.222076415,27286.961944577,26900.16183471,30504.962219244,24342.221649163,29926.642303467,32410.241882327,25697.201965339,28094.076950074,28268.5770187365
"PE (22:0)","PE",0.0798796398255228,5.42429958421509,0.0625615547256473,0.802492168529085,0.999955892769757,31331.941894527,42116.403289786,43944.043243427,39778.903259288,42378.882873556,35648.002655036,36161.502227795,42823.983428966,41609.88229369,39060.8426513717,42054.5581665143
"PE (22:1)","PE",0.126902489929949,4.74529757041803,0.157843253865508,0.691149992660808,0.999955892769757,23390.961471553,25574.20181274,23934.121673583,27163.781936642,25219.621673581,24438.72180176,22714.361541748,25289.0417633,23389.921447749,23958.0116386392,25472.9317741365
"PE (22:2)","PE",0.0731972516416056,4.90607668447129,0.0525276148222638,0.818721992794908,0.999955892769757,28772.921966538,26350.301666272,27556.602081305,27392.001983631,28047.321777351,31002.742309559,24065.701721185,28765.822174057,24732.921600339,27141.796951285,27336.5568771398
"PE (22:4)","PE",0.0713674619078041,5.04619748212606,0.0499360695739597,0.823174554786881,0.999955892769757,29766.622039795,37085.042770398,26337.502105711,27185.44208526,31866.942565915,32106.522521971,23831.561828611,34502.182220455,29352.982086188,29948.3121643062,30618.732381821
