"lipid","type","logFC","logCPM","LR","PValue","FDR","4A","4B","4C","4D","4E","1A","1B","1C","1D","1E","blank","mean1","mean2"
"1-O-behenoyl-Cer(d18:1/16:0)","CER",-0.0226882563906674,5.39407145942546,0.0218647465973163,0.882447473437554,0.999597878815842,38226.282577512,36071.4225158642,41330.0030517418,38894.802841184,37345.36262512,35453.582580563,38245.982681275,37202.062545775,36752.8026733393,38640.2826919496,34619.542419438,37258.9426345804,38373.5747222844
"1-O-carboceroyl-Cer(d18:1/16:0)","CER",0.280994689160406,6.03255595823156,3.34971993571435,0.0672164485587185,0.559016797180009,46623.7833938551,41815.202987667,55777.4633789045,72518.805564871,123627.849502549,41726.343025201,70850.185424809,46968.4233207695,46101.982986438,63193.624481194,38048.002899165,53768.1118476823,68072.6209655693
"1-O-carboceroyl-Cer(d18:1/18:0)","CER",-0.090745684046134,4.64665420381602,0.349509422461438,0.554390965547875,0.999597878815842,20888.281440737,22728.8016586315,23149.8816299526,24114.7417373588,21528.6215629599,22032.0015449483,24223.1017341645,24732.5018043502,18023.2813072195,25621.5618133445,19196.2813644416,22926.4896408054,22482.065605928
"1-O-cerotoyl-Cer(d18:1/16:0)","CER",-0.053563193573867,7.24516702381488,0.121942439975101,0.726937231466599,0.999597878815842,83100.4057311931,69890.424514788,92669.326164205,213174.196365357,278100.035358397,72044.4055481384,244782.556137004,115789.648391714,73405.3447417571,230759.054241153,38759.382720946,147356.201811953,147386.877626788
"1-O-cerotoyl-Cer(d18:1/18:0)","CER",-0.0293629008420084,7.59737596350328,0.0366488658764865,0.848181718305079,0.999597878815842,100305.168777498,85803.8660888661,98913.5862350629,285173.903335537,386939.465621931,83969.045868011,333057.628654556,135053.24969094,83212.8067168424,307391.921897897,34329.762130742,188536.930565649,191427.198011779
"1-O-eicosanoyl-Cer(d18:1/16:0)","CER",-0.0591320687696299,5.34321246015486,0.148507948423088,0.699965313276333,0.999597878815842,36472.402725218,36685.6024627694,39703.8226776212,37444.102737433,33300.4822998041,37326.30270385,38941.262817376,35606.86257171,33746.482376095,37229.122528075,32147.9623718241,36570.0065994212,36721.2825805691
"1-O-lignoceroyl-Cer(d18:1/16:0)","CER",0.293601745120871,6.00262800484302,3.65647614919089,0.0558516421132931,0.537068616458665,46874.223464957,47868.243530275,56206.4840469253,68298.964874283,117250.10804749,43354.043052661,62752.424926762,49294.3435287513,46188.103378294,61898.284065258,34160.862197878,52697.4397903453,67299.6047927861
"1-O-myristoyl-Cer(d18:1/16:0)","CER",-0.00406430797605557,5.81888184792748,0.00070181182786655,0.978865128743845,0.999597878815842,53052.50373841,48555.783432008,57083.144195551,51837.563751224,47025.92324828,50068.943756095,54737.983917227,49271.523391718,45406.203323357,47340.0832595829,49382.863464358,49364.947529596,51510.9836730946
"1-O-palmitoyl-Cer(d18:1/16:0)","CER",-0.0525205717650818,5.58632243351431,0.117173673545987,0.732120317413075,0.999597878815842,45789.863296503,43050.862991334,44119.703124992,43027.82305907,39608.442596437,46432.503494268,47512.943023677,42530.223098758,35940.6824646008,41588.042907698,41429.162757869,42800.8789978004,43119.3390136672
"1-O-stearoyl-Cer(d18:1/16:0)","CER",-0.00147984411581974,5.38039445754033,9.3020083340889e-05,0.992304768479483,0.999597878815842,36168.062500002,38008.462448118,41500.163162215,38401.122711179,38372.642532335,38629.002777104,38787.882644646,37001.742530817,32629.34228515,37150.602447501,32585.4820785515,36839.7145370436,38490.0906707698
"1-O-tricosanoyl-Cer(d18:1/16:0)","CER",0.213030566018056,5.93383806425524,1.92648715043822,0.165143281217892,0.763023123404889,45614.483413684,48910.103424074,55824.304039005,63588.044921861,92996.225524923,44766.603172309,57396.803932182,49915.623344424,44939.683151237,56728.364257801,42042.583030701,50749.4155715906,61386.6322647094
"1-O-tricosanoyl-Cer(d18:1/18:0)","CER",0.0237745908173177,4.18670905267865,0.023979640432696,0.876936726488833,0.999597878815842,16443.281211852,18587.2013626106,16703.1812171891,16532.9811248839,16389.7811431854,15142.0410690357,15327.1611137386,17099.8411750797,15785.521041867,16376.0011558503,14360.4010047894,15946.1131111143,16931.2852119442
"12-Hydroxy-12-octadecanoylcarnitine, 3-hydroxyoctadecanoylcarnitine","AC",-0.0255926959685131,11.0974231502965,0.027846409328049,0.867470423239946,0.999597878815842,1980190.4238284,1999288.2841794,2113728.5761717,2062508.0820313,1879920.8095707,1931106.4882809,1985310.4999996,1847576.208985,1729512.8437496,2282372.8613278,1719192.5791019,1955175.78046858,2007127.2351563
"12:0 Cholesteryl ester","CE",-0.0295399776696871,6.70988518500779,0.037084966902114,0.847292158472774,0.999597878815842,91475.686843873,88361.3059921239,93661.706665038,105243.607482879,89005.706283574,87131.045898439,87514.346237184,99538.047042834,89680.8863983109,92158.166473386,101390.187271122,91204.4984100308,93549.6026534976
"14:0 Cholesteryl ester","CE",-0.0951416738823705,5.68744378693078,0.384486767332401,0.535211722126637,0.999597878815842,45367.323120119,42960.522933961,47361.343444825,47242.663375849,44551.503005975,47611.283416746,46571.883117669,48682.123138424,43228.34318542,46148.203247066,45323.103149414,46448.367221065,45496.6711761458
"14:1 Cholesteryl ester","CE",-0.0663181675458221,5.67315214976838,0.186828259362244,0.665569645093518,0.999597878815842,48203.883483888,42586.603134155,47772.683380117,45706.283264167,43574.703079219,43902.823074332,46903.763351436,44984.042984011,43921.563247682,48486.503479001,44225.623046868,45639.7392272924,45568.8312683092
"15:0 Campesteryl ester_simulated","CE",-0.100419044659236,6.87520536990507,0.428501722040409,0.512725047622484,0.999597878815842,111844.048736557,107571.207275367,104901.087432865,104377.347351079,100167.006835944,103211.727416966,113038.207794194,115410.368011468,105135.767150881,106029.507263213,81735.145584096,108565.115527344,105772.139526362
"15:0 Cholesteryl ester","CE",-0.0157671116691185,6.43124162183709,0.010564617478849,0.918134146154756,0.999597878815842,78166.485626214,75474.565551746,84366.445953366,79928.165466305,72904.605072008,76055.605590814,74650.545013427,78810.925476064,74709.645172108,73169.605133055,77599.225250243,75479.2652770936,78168.0535339278
"15:1 Campesteryl ester_simulated","CE",-0.0812433304407998,7.03595364824822,0.280505161571114,0.596370306997562,0.999597878815842,123397.048584017,113673.267974852,122398.268249497,122395.788589489,112450.908020022,113311.907897923,121901.128173841,124708.269226064,118983.608520523,122319.849060055,94190.586669919,120244.952575681,118863.056283575
"15:1 Cholesteryl ester","CE",-0.0596381250365294,6.42431755625427,0.151136492881676,0.69745164234948,0.999597878815842,79482.8052062979,74345.345184325,81763.805694575,79329.705474861,71069.004943858,75651.105255122,77006.865325938,78630.125640863,76945.68515014,76128.425201418,72015.5848693649,76872.4413146962,77198.1333007834
"16:0 Campesteryl ester","CE",-0.145850504214351,7.25532477274401,0.903806549646902,0.341763081699801,0.999597878815842,127484.688201901,129315.009643565,145566.690673853,167508.512420604,130227.269714343,130306.04922484,136723.869415293,185368.153900018,134992.549774195,152229.650329563,70310.805084228,147924.054528782,140020.434130853
"16:0 Cholesteryl ester","CE",-0.0893251550852112,6.89234364167778,0.339068168197286,0.56036758732294,0.999597878815842,109138.268035892,106424.147308326,108656.266906725,104802.687469485,104936.907257086,105862.187164331,109673.587585461,118075.988769503,104637.587493891,105324.22747801,88829.906066897,108714.715698239,106791.655395503
"16:1 Cholesteryl ester","CE",-0.0692475774251191,7.02907969432243,0.203793127982806,0.651676406737418,0.999597878815842,123455.069030763,113508.487915039,123561.948852555,119607.027954087,113354.988311777,119245.768127442,117199.788269027,129138.108947754,116119.367980959,113495.548095695,94506.427001947,119039.716284175,118697.504412844
"16:2 Campesteryl ester","CE",-0.138325684982581,6.83986761786287,0.812915678199715,0.367259631251287,0.999597878815842,93618.566741955,90133.186981186,103837.067382801,131923.608505215,96175.3865661469,94368.726409923,94057.40682982,129633.310241721,101728.047027601,121772.40786742,72105.024841303,108311.979675297,103137.563235461
"16:2 Cholesteryl ester, zymosteryl palmitoleate","CE",-0.0385704951662572,6.82908454548067,0.0632266969332136,0.801466838142241,0.999597878815842,107167.068420409,102778.867157001,109936.488372788,102708.506866448,99729.846740717,98278.1871032929,101644.707305912,112676.608001718,100547.006805423,99941.367187518,82031.485870363,102617.575280773,104464.155511473
"16:3 Campesteryl ester","CE",-0.119302435655505,6.79818039560598,0.60475127413838,0.436770920473779,0.999597878815842,93858.066497794,90152.966156009,99018.42675781,126862.009429934,94274.626556373,87567.047027613,94052.04656984,126628.288452155,99901.8070068389,114744.348358172,69999.244842529,104578.707482924,100833.219079584
"16:3 Cholesteryl ester","CE",-0.0418911828388943,6.71445947640946,0.0745794599538385,0.784782187255764,0.999597878815842,102603.426910395,91960.406311041,96757.8668212801,93896.906799319,91931.3465576149,94587.5664977929,93633.746582014,97688.5867920091,91768.066528321,92207.90682983,83371.0660400449,93977.1746459934,95429.99067993
"16:3 Stigmasteryl ester","CE",0.113252647228749,8.85876755582182,0.545132391621792,0.46031344563059,0.999597878815842,488097.719207783,546253.258727899,480660.877227752,453155.150726354,436384.507019126,378691.546691849,431729.673919624,586856.999450479,353229.543853765,382371.512206974,74764.205169651,426575.855224538,480910.302581783
"17:0 Campesteryl ester_simulated","CE",0.0692607189133532,8.80582767384568,0.203914392889146,0.65157964145649,0.999597878815842,470199.334853995,530235.978058128,456959.792999258,427398.393737692,404033.58666975,363221.025451819,437003.151489328,556115.184143087,350601.083709747,386938.769531341,63329.44442749,418775.842865064,457765.417263765
"17:0 Cholesteryl ester","CE",-0.174702709904504,7.25042564843385,1.296515171485,0.254850750083348,0.941900945177744,131778.130065898,133734.34918213,136037.829528797,162422.05136114,122451.109527579,128397.009521467,139557.149963398,182513.192047036,140512.570465069,149349.389801157,75968.505310066,148065.862359625,137284.693933109
"17:1 Campesteryl ester_simulated","CE",0.07573165824846,8.81485073462911,0.243792810298146,0.62148006811979,0.999597878815842,475552.351532022,538294.71466055,458073.533386153,420567.389312766,416366.751159562,360537.407959119,441400.469238309,579902.960998475,360180.48667918,360942.462371919,61279.0842742809,420592.7574494,461770.948010211
"17:1 Cholesteryl ester; 16:1 Campesteryl ester","CE",-0.137256549423299,7.88405256141566,0.800540311448458,0.370931874374458,0.999597878815842,199270.434082032,185456.913116444,219537.856475832,268683.018493658,195199.053771948,191281.733520529,210730.89517211,267739.858032244,207490.034942654,243994.596923837,141119.030303972,224247.423718275,213629.455187983
"18:0 Campesteryl ester","CE",0.0726366055513306,8.62137178448295,0.22427243261518,0.635803645127117,0.999597878815842,419427.791473421,488389.348815785,404880.209289353,340061.804687542,355060.264373635,314630.819671566,406390.832061781,486830.193176057,313949.703002998,312365.22018424,66081.044830315,366833.353619328,401563.883727947
"18:0 Cholesteryl ester, 16:0 Sitosteryl ester","CE",0.0927683982418443,8.82349311571167,0.365797991234103,0.545303679916493,0.999597878815842,474892.569915766,546188.014282476,453560.732391294,446955.010345591,414691.730835083,356519.800842544,437905.235504041,558880.473419222,376293.265747049,372202.683593577,62574.26446533,420360.291821287,467257.611554042
"18:1 Campesteryl ester","CE",0.0702273406678241,8.80135639335745,0.209645236375763,0.647045606256695,0.999597878815842,462037.049682822,551886.617858807,466307.65801995,391095.946746947,406995.745300064,360405.344238252,454177.689025813,564848.381011728,356724.845001244,347530.627868514,67195.404510497,416737.37742911,455664.603521718
"18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester","CE",0.0895066773239586,8.81500214825408,0.34053128702908,0.559522713415671,0.999597878815842,474490.491821218,534772.394653238,472881.756622263,432718.368011559,403790.426818844,352442.623046866,432268.185394278,570267.260437095,356772.744445871,379249.326583697,65618.76452636,418200.027981561,463730.687585424
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester","CE",0.145911237791661,8.84668891100304,0.904709135003942,0.341522149338423,0.999597878815842,489754.97460952,558638.154663165,481769.192199827,458658.511825491,426508.790832707,369679.342880096,429225.645691048,578920.040802096,349515.084533738,366986.363738952,66368.984466559,418865.295529186,483065.924826142
"18:3 Campesteryl ester","CE",0.065010142912887,8.79086099902179,0.17965555887713,0.671669415011955,0.999597878815842,476166.435760461,549794.619049039,450245.290222253,379468.430755682,399932.987152019,349292.082824784,460699.790557828,562725.658203255,343192.605590844,356800.769073571,68087.044769277,414542.181250056,451121.552587891
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester","CE",0.0824720148599681,8.89725651551252,0.289115746882999,0.590787738391602,0.999597878815842,490122.03570564,551808.284515167,492119.134704684,467391.116607763,444394.839477717,388598.12640368,449104.072631792,604811.661926237,385148.225799589,387191.687744074,75326.745574951,442970.754901074,489167.082202194
"19:0 Campesteryl ester_simulated","CE",-0.463644064186184,7.29292590466687,9.09816038987151,0.00255866710225368,0.0766064930414751,127430.688842782,122761.248535149,130787.589660634,121657.108886715,121468.548645014,152933.531372082,161842.351501436,189519.973327569,159841.392272954,159343.13104249,92507.0466919069,164696.075903306,124821.036914059
"19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated","CE",0.0792113182793656,8.63792489426661,0.266704940613636,0.605550739969562,0.999597878815842,428813.87014781,495616.20233174,405724.926590044,332413.563964873,372139.101775998,327517.66525281,406656.929504341,494590.852294825,311251.144622792,311042.801757767,66404.944946291,370211.878686507,406941.532962093
"2-Hydroxymyristoylcarnitine, 3-hydroxytetradecanoylcarnitine","AC",-0.0492151832007516,9.62262324188537,0.102968956206496,0.748295447949432,0.999597878815842,648883.32617202,661828.56445307,748510.128906211,828449.73974622,709879.81152353,713400.19042977,826439.09619143,664817.44873046,614297.22509768,736721.25390627,600726.88330077,711135.042871122,719510.31416021
"20:0 Campesteryl ester","CE",-0.453753220334254,7.24936664179603,8.7156235364946,0.00315494492867297,0.0874620844115452,122044.449371334,121009.188293499,126165.548889167,122986.748840345,115277.468505865,146873.97061157,150167.451324424,188382.333679232,159789.770446735,150277.150573721,91109.726715085,159098.135327136,121496.680780042
"20:0 Cholesteryl ester, 18:0 Sitosteryl ester","CE",-0.452712321925887,7.28922533968105,8.67590749280544,0.0032244425125105,0.0877634625677857,128173.529449452,125053.609405503,131887.909088161,125657.788879405,114831.828002937,153690.59057613,156877.531433092,187295.252044677,163575.831604118,157155.191589448,92036.586273186,163718.879449493,125120.932965092
"20:1 Campesteryl ester","CE",-0.515348398220539,7.28702575776898,11.2292315361071,0.000805189775736019,0.0351430819214161,128256.408996581,121500.508300754,124542.948608416,120649.748168931,114695.148315433,148911.930572478,169226.432678302,203228.853820675,161940.992279066,150724.571350078,89904.765991196,166806.55614012,121928.952478023
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester","CE",-0.465506287692077,7.27289944982712,9.17104894943031,0.00245873603759732,0.0751168948629222,123907.568603512,118886.669494631,127627.708862303,123463.208862266,121900.66812135,151997.971130358,156951.511291525,191700.973877028,154671.350402796,158106.531127818,90096.54641724,162685.667565905,123157.164788812
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester","CE",-0.434237715180006,7.26715602051317,7.98480831241659,0.00471714895372242,0.121751241098663,128819.648376461,120677.74810791,130707.509704614,119787.0888672,117180.848022459,141016.969787602,159051.49090578,185607.372863671,155201.150970463,157288.511474583,97097.2867126319,159633.09920042,123434.568615729
"20:3 Campesteryl ester","CE",-0.489583171876192,7.27523239041961,10.1396476845655,0.00145113896010912,0.0517227386496037,125249.668701192,119988.288940434,127139.728332513,118840.228515578,118849.768585192,146904.589904792,157961.731903026,194619.253967216,160731.692443792,159530.370666505,91301.62677002,163949.527777066,122013.536614982
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester","CE",-0.474515063165315,7.26604198226003,9.52783082077397,0.00202379179682757,0.0644599216989546,124654.268127424,117426.928466796,126458.988586413,119626.38739015,120042.868286131,142867.550659191,163810.890564011,194497.214538515,153127.029541048,154679.41162102,94256.205932629,161796.419384757,121641.888171383
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester","CE",-0.440458367066343,7.12957576185046,8.21414182865817,0.00415651677427403,0.111112600198004,116156.948455762,108803.007568351,119236.787597664,110695.528320302,108772.427581774,132866.570098881,149464.471496587,169329.592040954,136472.79098511,144004.070251461,80548.125610351,146427.498974599,112732.939904771
"20:5 Cholesteryl ester","CE",-0.261070289127007,6.86996122977572,2.89290459234948,0.0889703917381823,0.616614242741014,114610.548126226,105433.607238745,102587.46795655,94244.986389181,92407.806716908,104696.107574477,132108.868438718,137729.349945095,101585.947265619,109396.427703847,57520.944305427,117103.340185551,101856.883285522
"22:0 Campesteryl ester","CE",1.08630798923086,6.95047847017617,49.0132650400296,2.54237318548714e-12,2.3787079116714e-10,69284.0851135222,65787.84439086,146632.5484772,482705.307006795,65772.624679558,78321.485656754,74018.04507448,74817.005752564,71713.725318907,65561.464515685,56089.523674016,72886.345263678,166036.481933587
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester","CE",-0.357576555929366,6.30578299609517,5.41959795417176,0.0199119445266288,0.304165111799625,67999.644851669,67886.164642335,65592.664840686,62691.884262094,58754.364143369,75491.444892883,84997.26583862,84812.0261382939,76961.8854751579,73808.565521236,56579.624145499,79214.2375732382,64584.9445480306
"22:0 Sitosteryl ester","CE",1.26582503246975,7.02798372939455,66.0235529827764,4.45566583599101e-16,1.11168862607976e-13,74495.585052494,67473.304534907,149641.190597488,544335.216872663,70909.185104368,69823.665374742,73739.904495213,75418.625625607,68807.944953921,63766.54473876,63523.64491272,70311.3370376486,181370.896432384
"22:1 Campesteryl ester","CE",1.09600962537088,7.02601928730178,49.8733000744201,1.64001236722006e-12,1.63673234248562e-10,76474.62516785,69186.924728411,145998.811111435,513809.183914157,68460.064483639,80709.8859024019,71890.564147962,78546.286071795,76919.505096435,73062.6048965659,62199.984283449,76225.769223032,174785.921881098
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester","CE",-0.275004887374899,6.34381357187206,3.20898528957014,0.0732348881643906,0.580205913313846,74290.985778804,69795.844833368,68748.185043335,65517.724258428,63428.624114976,75297.7455444531,79873.645416257,87499.225875848,76907.80560303,76419.764984114,58782.0442581043,79199.6374847404,68356.2728057822
"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester","CE",1.17554179833654,7.00782382138036,57.1775523244595,3.98190190101289e-14,6.62323016201812e-12,69961.144554125,62812.4643478229,140957.59005742,534807.814312465,66959.9247016837,72035.0853080618,76008.745338432,72753.885044094,72245.4251213209,68053.864952089,65643.6044349657,72219.4011527995,175099.787594703
"22:2 Campesteryl ester","CE",0.849334685757117,7.01597329611239,30.2274990059436,3.84222958793446e-08,2.73896080625613e-06,76670.345657346,74050.904937738,142582.749908342,440745.970199577,77904.6853027281,86699.6864929318,88476.7470893871,88298.466049188,80858.685668937,77156.165573132,68301.80436706,84297.9501747152,162390.931201146
"22:2 Stigmasteryl ester, 22:3 Sitosteryl ester","CE",1.11115669341223,6.95431537119401,51.2279568533452,8.22390314733756e-13,9.47014077812641e-11,70850.6451454123,64659.5044403039,139748.629844708,496094.531860387,63356.524291976,74384.684997557,69378.54503631,77315.845428448,70465.705238335,68680.3245315649,59205.5641632129,72045.021046443,166941.967116557
"22:3 Campesteryl ester","CE",0.0313028982515872,6.48752323646081,0.0416414528954192,0.838304756035534,0.999597878815842,72828.605026235,67107.324615481,77355.585342408,144787.688690127,65985.464767459,76396.045883176,88997.546707159,84634.686431899,75001.3852233879,72565.30532836,60783.54490662,79518.9939147964,85612.933688342
"22:3 Stigmasteryl ester","CE",1.0973101906254,6.97109780410685,49.988356998859,1.54660972926855e-12,1.63673234248562e-10,68609.264747624,66486.185089124,135810.450729533,502254.890640196,65499.7647247153,76544.9853668084,69911.68531799,73514.524414064,76381.8057403519,68799.144958489,63751.9248046779,73030.4291595407,167732.111186238
"22:4 Cholesteryl ester, 20:3 Stigmasteryl ester","CE",-0.35170348319438,7.33937492742501,5.24478387214003,0.0220126626019517,0.323966071993535,134893.69003295,133879.968872086,143195.94946285,129540.009094224,123227.128478979,151200.671203594,160104.930725092,177225.192077619,162471.111328082,160170.832061764,112929.308471668,162234.54747923,132947.349188218
"22:5 Cholesteryl ester","CE",-0.387599216049632,7.27987060421319,6.36659485753444,0.0116288529364263,0.202423172625932,133909.288604762,125798.909118656,128248.66821289,124790.568664537,122021.829162589,147506.590515155,155818.610229482,178740.13171385,156934.430694634,155790.890594386,96340.786437966,158958.130749501,126953.852752687
"22:6 Cholesteryl ester","CE",-0.461377841621709,7.23773362687009,9.00971338801696,0.00268548528832027,0.0788268916983419,122919.388763438,120249.908538811,123431.229034427,119252.829132074,112111.047882082,137153.409942625,151107.12966917,186903.372863694,158330.030670108,154326.651245176,95550.206481934,157564.118878155,119592.880670166
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester","CE",1.17792532001848,7.0190579792543,57.4036984602644,3.54939221012386e-14,6.62323016201812e-12,71744.7050476146,67590.5849075239,155031.111816505,519127.437637373,68976.464736944,77322.245430007,71525.925292976,70400.305130005,76720.704940798,67224.524795537,65884.6048202597,72638.7411178646,176494.060829192
"3-hydroxyarachidonoylcarnitine","AC",-0.0523512776256844,10.9071486087725,0.116512506887375,0.732848177339313,0.999597878815842,1593527.96679614,1636823.87011691,1973347.02734335,1805177.96484331,1803644.35009709,1751617.7880858,1983064.15527348,1465276.37792981,1542348.17529269,1993200.9355461,1353968.27636693,1747101.48642558,1762504.23583936
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine","AC",-0.0304885234361348,10.5682496075427,0.0395188410620904,0.842424309453447,0.999597878815842,1232840.35302726,1238906.42041064,1622231.54589786,1493518.22363353,1446812.23095798,1430806.76269532,1610220.37499931,1147590.95849601,1191341.8041991,1478944.48730478,1060809.85693374,1371780.8775389,1406861.75478545
"3-hydroxylinoleoylcarnitine,","AC",0.0608289058969948,11.4562583548612,0.157301369064953,0.691653331992884,0.999597878815842,2903735.2666018,3349588.3154305,2335584.8974609,2581575.1269519,2456930.00586,2693012.0878902,3231208.6474606,2367500.5078122,1849687.4394531,2417779.4843751,1510980.142578,2511837.63339824,2725482.72246102
"3-hydroxypalmitoleoylcarnitine, Heptadecanoyl carnitine","AC",-0.0819558088904211,12.3956223354299,0.285527830856154,0.593100758995013,0.999597878815842,4845704.8515616,5011981.6054692,4798961.9999996,4748259.2539069,4620762.9179697,5050968.5234374,5102788.2968753,4621820.4960933,4314437.2656244,5263543.1640623,4463769.2910161,4870711.54921854,4805134.1257814
"Arachidyl carnitine, O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine","AC",-0.0196520974368477,10.8682238847996,0.0164193478958623,0.898039761627139,0.999597878815842,1608012.1347653,1652308.2167963,1915509.3837892,1761495.0429689,1670949.94921918,1676744.870117,1704983.1171875,1493007.3017577,1562028.227539,1901667.0244138,1429958.7871091,1667686.108203,1721654.94550778
"C12:0","FFA",-0.0132170038035972,9.01302712331949,0.00742646795197288,0.9313257480435,0.999597878815842,478314.45263669,449431.092041,479085.19396974,519316.116821255,451819.872497563,408958.89025874,463781.99230953,511892.99548339,461492.71191409,447545.711914039,404439.710083036,458734.460375958,475593.34559325
"C12:1","FFA",-0.435253662561241,8.96300870481484,8.02344013388211,0.00461757778506195,0.121272174460311,460222.25231932,386332.04650877,359676.34460437,375533.807159448,354132.783203063,440253.99084468,393755.90856924,936342.62524417,378703.06604008,363743.586334171,430924.37036127,502559.835406468,387179.446758994
"C14:0","FFA",-0.10326024236957,9.78824712596388,0.453215936829111,0.500811700474067,0.999597878815842,736171.43530263,831651.0804445,708583.66687008,902653.827514714,798150.35992432,748450.17309577,740607.451782231,1021213.39868144,760915.410766589,817771.800109654,625245.34619145,817791.646887137,795442.074011249
"C14:1","FFA",-0.0297579326442545,11.0918398940276,0.0376478829712141,0.846151903223775,0.999597878815842,1705599.57275367,2156242.07275241,1731437.94677709,1991214.94189461,2327939.67993113,2037845.01953122,1672660.43847667,2353925.09277314,1681532.69384745,1951839.94787612,1791096.38281253,1939560.63850092,1982486.84282178
