"lipid","type","logFC","logCPM","LR","PValue","FDR","4A","4B","4C","4D","4E","1A","1B","1C","1D","1E","blank","mean1","mean2"
"lanosteryl oleate, 20:2 Campesteryl ester","CE",-0.509511530996516,7.33251462783588,10.9776967350813,0.000922149677650983,0.0383460574289867,130812.009216306,125834.268188477,128848.208801287,123258.208435085,123495.808898905,154649.231445342,169864.792633105,205099.813018863,169701.812255833,162217.571838322,89367.846466067,172306.644238293,126449.700708012
"lanosteryl palmitoleate, 18:2 Campesteryl ester","CE",0.0884739046501091,8.79530324558976,0.332719014731993,0.564062403038957,0.999597878815842,479725.534759377,546701.42721531,456293.49722287,378756.468475217,420392.509490942,354086.7203978,448485.073211838,569947.097351034,338580.623901235,351835.505340476,65929.704620355,412587.004040477,456373.887432743
"Linoelaidyl carnitine, O-linoleoylcarnitine, 9,12-Hexadecadienylcarnitine","AC",-0.0856542136582066,12.9916656865488,0.311876109984951,0.576531204747075,0.999597878815842,7212164.453124,7256279.0117192,7343094.5312505,7302103.6914062,7194391.171875,7413060.085938,7718542.242187,6952058.625,6660537.4570312,8140437.734375,6710430.8281249,7376927.22890624,7261606.57187498
"Lyso_C17 sphingosine-1-phosphocholine","SM",-0.0449805847387719,4.89334313849359,0.0859065749586989,0.769447066350895,0.999597878815842,31467.602661126,33767.322006235,24530.221649163,25787.7019653225,22136.521759039,24558.841964718,32377.362426759,31160.542297367,23985.181518554,24406.881805418,18159.721176144,27297.7620025632,27537.8740081771
"Lyso_PC(10:0)","PC",0.0346763562392038,4.93553242458196,0.0510579370636606,0.821232504501776,0.999597878815842,33739.262542719,33383.222000124,26719.14163209,25815.86206055,25386.821411125,27588.502243045,30707.882202155,29490.601654062,23028.361480708,25180.442016604,19853.921417236,27199.1579193148,29008.8619293216
"Lyso_PC(11:0)","PC",0.0378731312310924,4.82218387976924,0.0608991808542214,0.805080351760824,0.999597878815842,32848.262176521,31885.001937871,22746.841354365,24325.862075813,22170.181808471,25321.301651013,27758.242050159,27747.642211928,21407.70135498,23204.14161683,18588.521408076,25087.805776982,26795.2298706082
"Lyso_PC(12:0)","PC",0.0630159572399909,5.10103518676056,0.16862970684322,0.681332512809342,0.999597878815842,32017.862396222,34345.002441407,33727.061843875,33703.642242425,31435.542266843,29151.5222168,31662.00245666,35945.142761221,26484.0218048,28151.562042236,21594.741424551,30278.8502563434,33045.8222381544
"Lyso_PC(13:0)","PC",0.17855807764594,4.64009742148003,1.3525885592494,0.244826090711574,0.930214867500575,30759.762298574,29341.801879872,22148.121856691,21841.381546014,20263.681335452,19230.621246344,23928.561782833,24131.521606455,19000.581161509,19340.22113036,15472.021133425,21126.3013855002,24870.9497833206
"Lyso_PC(14:0)","PC",-0.0227011021484102,5.32084244374684,0.021888472637329,0.882384174723588,0.999597878815842,43102.022735597,40626.922973634,32824.442321774,31493.7819519,34073.842224115,35747.102600097,37625.342712401,36546.762420644,33648.042633061,34058.182312013,31884.282196028,35525.0865356432,36424.202441404
"Lyso_PC(14:1)","PC",0.0252565516612812,5.34951473738149,0.0270943355027384,0.869256020507746,0.999597878815842,43525.862792963,42761.663024903,35481.502502436,34093.782257067,33894.341979978,34526.80264281,37771.682769758,37791.202209463,35386.082397453,33365.202362052,31347.582336439,35768.1944763072,37951.4305114694
"Lyso_PC(15:0)","PC",0.0193421467249735,5.05880432122401,0.0158875980284847,0.899695499898619,0.999597878815842,39191.78276062,34964.242980971,26832.241760255,30502.722198485,25857.741943357,27586.141845708,31253.082122809,36385.982849117,25224.041900638,28743.722167967,21329.561645498,29838.5941772478,31469.7463287376
"Lyso_PC(15:1)","PC",-0.0497689950493725,5.26946622182606,0.105200535511358,0.745675854915683,0.999597878815842,39680.643066405,40016.882171637,34324.202133185,32622.98278809,31980.582061762,32960.382659922,37424.463027952,40900.402801534,32450.18225098,33674.142044081,23448.841827396,35481.9145568938,35725.0584442158
"Lyso_PC(16:0)","PC",-0.208058032767768,9.62696767820307,1.83875537413041,0.175096895085286,0.790152176543541,694397.590026787,798081.254821899,770672.991973933,745460.126159732,704324.802246154,640756.940551654,817859.576232786,1117914.4401855,775092.513427779,756253.863067596,36626.742248529,821575.466693063,742587.353045701
"Lyso_PC(16:1)","PC",-0.241345299896874,10.6358015930762,2.47350457517314,0.115779514815855,0.661534098012726,1366456.723938,1546215.71722403,1566521.97125241,1484826.79376221,1413999.64819333,1314233.99658207,1685340.44030766,2269413.32141105,1537993.08697509,1544614.97509767,81097.806091269,1670319.16407471,1475604.170874
"Lyso_PC(17:0)","PC",-0.300189016540343,7.65164648792441,3.82367330336547,0.05053333866198,0.517596606242644,175291.951171957,198491.836090128,179052.812042248,184119.014495903,168985.536926258,157311.530120945,225196.656524624,302988.338043254,188235.351898172,196279.190551797,19708.761444085,214002.213427758,181188.230145299
"Lyso_PC(17:1)","PC",-0.279970335504793,9.80792829158576,3.32718538333484,0.0681433955482769,0.563594823954533,786646.943908712,907110.938262861,879616.097167927,838721.409912125,689545.973876918,792311.718078672,976661.276123021,1236428.96661378,872945.569458022,888857.825195345,36572.7626343,953441.071093768,820328.272625709
"Lyso_PC(17:2)","PC",-0.284759465258637,9.76031834625739,3.44179728273411,0.0635665081937816,0.549113014440703,681998.893005387,834155.562072768,891240.966430699,770928.550384555,782919.539245545,757435.128051801,951557.800537115,1236835.3472896,837011.022460993,835373.83740231,37915.083068847,923642.627148364,792248.702227791
"Lyso_PC(18:0)","PC",-0.424323320724032,10.4595047141714,7.62735730891654,0.00574894780460731,0.13660595021424,1112340.01837205,1335249.20983839,1234054.25671387,1259931.54003901,1158020.73260504,1233710.8612671,1560099.07104435,2112524.58758552,1479452.42981007,1453334.80517629,36491.842437757,1567824.35097667,1219919.15151367
"Lyso_PC(18:1)","PC",-0.395585566124268,10.4799455742412,6.63230788883266,0.0100145428906,0.185083588978126,1103350.95178211,1466423.94958549,1294289.33154341,1255239.21472115,1138745.42901617,1280556.32928519,1623977.06286624,2134467.69055187,1469142.39190672,1376427.79852292,32780.162384024,1576914.25462659,1251609.77532967
"Lyso_PC(18:2)","PC",-0.331145540759625,10.4942186778974,4.65185897542506,0.0310199367728074,0.410945534060997,1204865.14703414,1364198.65975954,1321614.58367967,1345184.80950985,1246929.4146729,1243908.83862304,1699086.71368408,2086980.32025144,1387377.79016068,1394966.07757629,35523.242370608,1562463.94805911,1296558.52293122
"Lyso_PC(18:3)","PC",-0.389327703419617,9.97039258042737,6.42469088373218,0.0112544499100405,0.200570375182507,835408.223693812,931957.731628485,923584.672363283,885479.496337952,827919.74261473,961596.995056087,1103040.48858639,1484475.42590325,988913.096313473,984702.797302254,30581.242065431,1104545.76063229,880869.973327652
"Lyso_PC(18:4)","PC",-0.533239569650617,7.86942926989531,12.0190778989172,0.000526587478341647,0.0238879228811347,208493.092498722,208060.557891816,197975.657562211,175345.732910137,169306.355163644,215192.54934702,260751.119446296,366423.124938924,232947.415985678,256898.019714353,23992.841552736,266442.445886454,191836.279205306
"Lyso_PC(19:0)","PC",-0.29985134182695,10.3182539686834,3.81566519007174,0.0507754400385624,0.517596606242644,1051287.72644045,1332184.25018311,1110203.928955,1221062.08905031,1091188.20239264,1060740.14727787,1463588.10205025,1886095.12335204,1246940.31378178,1193455.04919434,26842.942138662,1370163.74713126,1161185.2394043
"Lyso_PC(19:1)","PC",-0.32330133888542,10.437302392745,4.43453125161068,0.0352188895335161,0.429749908842225,1160226.90948441,1250599.28961223,1354176.22259517,1283319.22778272,1206474.14147952,1198976.67883295,1520181.72283889,2007377.32427981,1383752.70703078,1378193.85290581,35399.48226929,1497696.45717765,1250959.15819081
"Lyso_PC(19:2)","PC",-0.323898907038477,10.4872711915891,4.45090887419519,0.0348826769296271,0.429749908842225,1162632.31878713,1463793.56237798,1289920.11578321,1298577.56121832,1248814.98535162,1273762.49121094,1572033.93426563,2115296.1864929,1362575.54003855,1432113.06414846,36887.462432875,1551156.2432313,1292747.70870365
"Lyso_PC(19:3)","PC",-0.412649567058763,10.4827990484036,7.21485416313953,0.00723026887324795,0.15351484101462,1069446.17773394,1425233.01373302,1263075.52398685,1271737.20996035,1197262.23895259,1295512.31195061,1648153.689331,2162270.62469484,1372874.86077886,1464655.04434138,37236.122467036,1588693.30621934,1245350.83287335
"Lyso_PC(2:0)","PC",-0.0182328859399301,4.66252467954045,0.0141121475496675,0.905438118442838,0.999597878815842,24545.801742559,22407.521301267,25314.581474292,23605.381759641,20523.741394049,18437.521362298,19008.78144836,21791.081527703,19182.361160283,34636.0619354222,19717.381484987,22611.1614868132,23279.4055343616
"Lyso_PC(20:0)","PC",-0.131005487648806,6.95099129010892,0.729210377488926,0.393139255661809,0.999597878815842,159826.79321287,146371.4117889,99138.868316726,93602.446182298,83816.306549148,106027.08795164,145517.088211057,166717.510528566,104376.747940111,92238.505981415,25692.801971439,122975.388122558,116551.165209988
"Lyso_PC(20:1)","PC",-0.083627331785581,6.78397527038622,0.297196256444295,0.585645478464493,0.999597878815842,149256.249633759,130070.550979677,82771.843170137,87640.225753815,78571.98501595,84146.545043906,127502.730132993,148953.051666233,86278.065521316,93545.345855772,21846.441513056,108085.147644044,105662.170910668
"Lyso_PC(20:2)","PC",-0.125944486376611,6.75723180000914,0.673946521928883,0.411679044314375,0.999597878815842,132533.728515655,132035.725601215,84785.04492186,80753.704696613,80911.046218861,83688.706359821,131543.690917968,142691.009765564,88753.468414268,91423.407135001,21154.981277459,107620.056518524,102203.849990841
"Lyso_PC(20:3)","PC",-0.0709969208950273,6.69960048987716,0.214207293529398,0.643489567677393,0.999597878815842,140016.352355993,128102.670135535,79474.384918135,77987.905944875,75073.284759449,88694.767730735,124664.330352736,128307.589126574,84322.187530569,81418.706237736,19903.241455074,101481.51619567,100130.919622797
"Lyso_PC(20:4)","PC",-0.00673917791568468,6.32312314980725,0.00193004005632247,0.964958431313134,0.999597878815842,108202.629455462,103722.184677199,58889.304260222,61454.004684393,59987.124862715,64487.663971033,90556.90634155,106665.887710518,60216.44442747,58657.683776809,18720.081367489,76116.917245476,78451.0495879982
"Lyso_PC(20:5)","PC",-0.169976009652184,6.08022438162894,1.22698326105274,0.267994525146933,0.969052667016809,87944.128082301,79468.064773498,48932.643081732,46810.483703576,46707.503082324,54757.885070783,88780.088424654,86710.284027055,50630.103179935,56049.663208023,20967.301544192,67385.60478209,61972.5645446862
"Lyso_PC(21:0)","PC",-0.225718322455472,6.59154536854996,2.16309173672198,0.141360010442883,0.715451688825707,111263.369049084,106140.607543947,73777.086395339,71706.664901704,68849.18508916,107394.247070354,100022.625518893,107603.928825321,97965.648528947,71479.486602793,33173.622375503,96893.1873092616,86347.3825958468
"Lyso_PC(21:4)","PC",-0.126980727665544,6.96226821482438,0.685107605050689,0.407833467542203,0.999597878815842,175202.034439093,152063.130737276,90332.806640585,88926.32557674,78150.725753799,117900.369781399,142745.945617681,147323.914337107,110984.646942126,96652.285995443,30228.262390163,123121.432534751,116935.004629499
"Lyso_PC(22:0)","PC",0.00892333964632879,5.38614622796012,0.00338227290239956,0.953623323477385,0.999597878815842,49643.26348873,48619.483581542,31087.962249745,35990.342330928,31794.842391971,34721.362487789,45435.422973643,43963.323608423,31891.362121585,32581.362564082,25483.141510009,37718.5667511044,39427.1788085832
"Lyso_PC(22:1)","PC",-0.0693160471712974,5.43072903101387,0.204076839291929,0.651450069006066,0.999597878815842,49683.483764664,47488.963226308,33433.802612302,37265.562408454,30762.86209107,38663.703018171,44600.822357149,48611.603851357,33768.701873783,34685.082489013,25247.801605217,40065.9827178946,39726.9348205596
"Lyso_PC(22:2)","PC",0.00756638687328488,5.48497762958365,0.00243198237740216,0.96066815952177,0.999597878815842,55028.443267768,51983.764465344,35992.603179937,36765.002609259,33120.08241272,36711.2223129306,46124.622405971,46573.042694085,37733.462615981,36591.50199891,24154.202011104,40746.7704055755,42577.9791870056
"Lyso_PC(22:4)","PC",-0.195753985768601,6.17364801399586,1.62709663740384,0.202105095133122,0.841027344240669,93993.084411568,80623.484451293,53035.264739987,46652.322982786,48054.243270797,77344.187805252,71755.506957971,69867.725357145,78414.683776922,57449.923553563,31602.562271156,70966.4054901706,64471.6799712862
"Lyso_PC(22:5)","PC",-0.201554504864371,6.14943327932342,1.72485753499359,0.189068972451189,0.810992125385184,91795.946868871,77409.685638396,49978.884033237,49305.223968454,47841.363937379,78605.704864525,70594.243591276,69084.165405226,77217.0855712399,53838.083892839,31262.662002599,69867.8566650212,63266.2208892674
"Lyso_PC(22:6)","PC",-0.189655944860375,6.23114446374155,1.52741688493688,0.216500538602314,0.859809037668796,97798.04861456,85185.226470915,54718.503158539,56106.863006559,47579.242904692,78663.184890773,78176.506744304,75173.265228214,75640.165466334,66686.464935269,24194.641693115,74867.9174529788,68277.576831053
"Lyso_PC(24:0)","PC",0.327157579325301,5.89081270229474,4.53791065923087,0.0331520327677625,0.42417600900291,106727.42718506,83021.98625177,38481.64300537,40272.50280762,42261.44271848,51822.724029562,69559.285919281,46500.982391393,36526.582672123,35450.702270503,32484.962066629,47972.0554565724,62153.00039366
"Lyso_PC(24:1)","PC",0.371241281162013,5.8516968916017,5.83957059665636,0.0156696503529886,0.254972462808956,94069.087005679,87157.264831555,41123.142730686,45527.963134742,39912.622955368,47549.423904381,67064.384490919,45533.423797608,34281.642013552,35696.142364498,30604.182128914,46025.0033141916,61558.016131606
"Lyso_PC(3:0)","PC",-0.11090155730927,3.95566189760595,0.521457500261899,0.470220615252756,0.999597878815842,13118.060844419,13480.3810577292,13620.460937498,14671.661079407,13292.741088867,13821.720977785,13812.780853274,14254.021095279,12708.760940544,15846.021179199,13487.5608062671,14088.6610092162,13636.661001584
"Lyso_PC(3:1)","PC",-0.118981229708331,3.87834797319168,0.600087052152574,0.438544813669708,0.999597878815842,12977.100784303,11682.500854491,12644.5808639515,13888.780975345,12739.720932006,12851.400810241,13428.6609268209,13553.3609619197,12817.6808319159,13719.121017459,13673.780998224,13274.0449096713,12786.5368820193
"Lyso_PC(4:0)","PC",0.133905001989059,4.40027291880113,0.760641060245405,0.383127978929588,0.999597878815842,22351.141937258,18626.221405038,21855.461547852,19755.941192623,18519.021377569,14929.821136471,15755.901031488,16466.98109436,16506.741195678,24647.381629957,18090.301475525,17661.3652175908,20221.557492068
"Lyso_PC(5:0)","PC",-0.231390642107403,4.87103690219845,2.27095981436355,0.131818242168736,0.694888650431269,28713.881652833,25503.401763924,26956.222137444,21951.821502692,23463.101898185,26295.3216247546,30792.582290649,24268.101867675,29515.202423097,31511.122802737,18489.661392204,28476.4662017825,25317.6857910156
"Lyso_PC(6:0)","PC",-0.00238119937628463,4.38095952551671,0.000240621002490116,0.987623740383878,0.999597878815842,18197.341369627,21358.701400768,20510.461578377,19848.841552739,16588.381118776,20347.181274406,17304.561294562,17925.801284789,17225.761306763,19556.201507564,15819.001022338,18471.9013336168,19300.7454040574
"Lyso_PC(7:0)","PC",-0.0401391256777311,4.28822807086016,0.0683606866654856,0.793738743275679,0.999597878815842,18994.04154205,18965.601181027,17080.241256711,18776.381347648,14986.200996405,17740.581039427,18792.521545416,18213.6412887611,15349.881103512,17327.12106323,15547.501281749,17484.7492080692,17760.4932647682
"Lyso_PC(8:0)","PC",-0.0417710282634945,4.36283454164529,0.0740388849569058,0.785544458490264,0.999597878815842,23062.761795046,21773.801376339,15193.481048584,17535.481491092,15349.441070552,19585.161300657,18845.001449593,18249.88125611,16410.961273193,18777.5411682116,16722.381149282,18373.7092895529,18582.9933563226
"Lyso_PC(9:0)","PC",-0.138641849053972,4.74418125898327,0.815749272431945,0.3664259172636,0.999597878815842,27806.102401744,26836.582092288,22236.5812225322,23095.701492304,20606.901443471,23100.601745611,25331.921875004,28690.301971448,24630.461761459,25583.502044665,15668.7211761515,25467.3578796374,24116.3737304678
"Lyso_PE(12:0)","PE",-0.0381012549385176,5.33233243135558,0.0616586474029646,0.803893329645161,0.999597878815842,35829.342651352,35659.302612314,36058.66268921,39910.802612299,34926.22256471,36230.642303448,35171.842559822,36131.26257323,33273.401977531,38221.762817389,33908.342407218,35805.782446284,36476.866625977
"Lyso_PE(13:0)","PE",0.0647020607654675,4.53498426458678,0.177669369585658,0.673383845478392,0.999597878815842,20495.38159179,19449.641311639,19225.821228037,23263.021560675,25806.381835929,20271.761352539,17762.961303711,20874.041290281,19367.201400754,20710.221343993,20107.721450797,19797.2373382556,21648.049505614
"Lyso_PE(14:0)","PE",1.26793587066981,5.81607659516497,66.2092183841956,4.05511603489539e-16,1.11168862607976e-13,29479.68209838,31417.142150861,31149.122131329,90718.748230027,197152.138580318,29008.281829833,31023.382324214,31232.202087406,28375.481903084,31667.822326652,28751.982086188,30261.4340942378,75983.366638183
"Lyso_PE(14:1)","PE",0.13506209212907,5.23904185645817,0.774480133246925,0.378834645674725,0.999597878815842,36695.102569582,37014.842254619,31781.902404781,33945.582305914,42861.742828344,33244.222503652,36965.182312013,32933.302185064,29034.122039797,27010.741821288,29253.562194816,31837.5141723628,36459.834472648
"Lyso_PE(15:0)","PE",0.145886365011271,4.79550123336041,0.903218359383033,0.341920214047636,0.999597878815842,25326.781768809,22573.641693114,22586.801620484,28670.721557624,37205.80331417,20956.48150635,23052.921524051,26981.342391964,23045.661788939,24056.921737675,18922.641250607,23618.6657897958,27272.7499908402
"Lyso_PE(15:1)","PE",0.026605315411124,5.46430879301721,0.0300682534829093,0.862335453421626,0.999597878815842,46100.4436035,53330.4446717,35100.642669694,36931.102569588,39209.362487789,39892.183044431,52558.422851643,40732.903137219,31826.642333982,33999.102508547,24867.541580204,39801.8507751644,42134.3992004542
"Lyso_PE(16:0)","PE",1.16115640426106,5.83704135041834,55.7995817076996,8.02486151230444e-14,1.20132176839197e-11,32291.582519525,28654.701873773,34877.922485353,113769.008636385,166774.734619176,30228.142059323,34083.002014151,33153.002563484,29286.361694339,34000.782165527,31979.202270506,32150.2580993648,75273.5900268424
"Lyso_PE(16:1)","PE",1.1238958190752,5.29619388300731,52.3426289359147,4.66144957248217e-13,5.81515834167151e-11,24337.2218246443,22653.761596672,24068.061477655,27687.882049558,152620.429687486,22443.281661993,21683.381538386,22422.581802369,21359.741439824,23463.681625359,24721.78179931,22274.5336135862,50273.4713272031
"Lyso_PE(17:0)","PE",0.0372312005320856,4.7831673747083,0.0588486935302228,0.808324968162931,0.999597878815842,25459.921936034,23620.601440416,24310.181823743,27946.662017818,27107.922027591,22024.741485594,24841.101776126,24584.801773058,23294.601791387,25007.481872562,22243.021789555,23950.5457397454,25689.0578491204
"Lyso_PE(17:1)","PE",0.0938251458640006,4.87481661714404,0.37370913470329,0.540989381274726,0.999597878815842,30917.902084354,26781.701889039,26752.121734613,24324.041503907,30487.481842032,23517.261505121,24297.221832282,24537.141845714,25951.702087401,26800.501831046,23480.821685789,25020.7658203128,27852.649810789
"Lyso_PE(17:2)","PE",-0.0141725360486557,5.05494935691685,0.00852960056545271,0.926415326644161,0.999597878815842,33962.742340099,29023.021972661,31890.24221802,26908.921783451,28924.901763921,29843.022094724,30203.762146007,28520.46206665,28423.961975099,28693.722045911,29230.162292466,29136.9860656782,30141.9660156304
"Lyso_PE(18:0)","PE",-0.0416176700833403,5.08899200863732,0.0735511231770118,0.786234826396538,0.999597878815842,29435.262145987,31256.801818853,29567.961929319,32053.282135014,30989.022216801,29367.022216807,29275.38183593,31860.322235114,28658.402282709,31838.382293703,29387.142089846,30199.9021728526,30660.4660491948
"Lyso_PE(18:1)","PE",-0.0477387304799972,4.51541229051223,0.0967199389145623,0.755801918507717,0.999597878815842,20707.241485593,18809.06138611,20418.701385496,20261.561660774,21223.221252438,19598.901245122,20031.901382448,21361.141433713,18739.241271967,20593.121505735,22076.041580197,20064.861367797,20283.9574340822
"Lyso_PE(18:2)","PE",-0.163837304857729,4.35346099576951,1.13842050417047,0.285986330466664,0.999597878815842,17238.161163327,17842.521179199,18179.32115173,17547.561218266,16817.121170039,17720.201095573,17759.081306463,20843.221618648,17646.921295168,19972.521316525,18564.941360469,18788.3893264754,17524.9371765122
"Lyso_PE(18:3)","PE",-0.0162537311647754,4.4464763822274,0.0112112626445651,0.915674983863793,0.999597878815842,20105.361434934,17930.541213997,17832.241287228,18723.301422112,22331.041778562,20028.961425789,18837.081146238,18688.481414787,16729.781051633,19638.541564934,22219.72145081,18784.5693206762,19384.4974273666
"Lyso_PE(18:4)","PE",0.744678005679611,6.2606782946661,23.3051776613302,1.38227400011497e-06,8.62193407571712e-05,41864.382934567,34247.542541501,35779.322387695,32628.882446296,227520.55615233,61547.224182114,36112.442291256,46891.243408182,35440.742187501,34141.302276599,150090.93103023,42826.5908691304,74408.1372924778
"Lyso_PE(19:0)","PE",0.0370920269961943,4.52150426409206,0.0583858546754072,0.809065594868463,0.999597878815842,17953.781326298,15970.6811828525,17191.541130067,18993.021286015,29648.442108167,20483.78155518,18708.401184078,20285.661437984,16598.681228635,17052.7411422674,30373.561950682,18625.8533096289,19951.4934066799
"Lyso_PE(19:1)","PE",-0.0641536902870004,4.26148239539835,0.174604856294856,0.676051337219243,0.999597878815842,18519.601303099,16887.981262199,16791.921180723,16402.141059882,15972.021255491,17448.20114135,16628.161132803,16513.701217653,16672.281005861,17352.441207888,18363.92141723,16922.957141111,16914.7332122788
"Lyso_PE(20:0)","PE",-0.0928438197660412,4.25978957112375,0.365667161460948,0.545375561397069,0.999597878815842,16560.981124878,14614.061157229,17587.781158442,20336.921295157,15317.54104614,16194.301055917,17907.461463924,17777.761322015,16494.741149898,17513.361297599,17542.101242064,17177.5252578706,16883.4571563692
"Lyso_PE(20:1)","PE",-0.0132615434447919,4.36332222706195,0.00746267974017201,0.931158937356768,0.999597878815842,19141.441558843,16792.861175538,18791.6411743199,19589.801284793,17856.741401674,16660.121261599,18760.141342158,19655.421203618,15146.04103088,18825.781280519,20361.401412955,17809.5012237548,18434.4973190336
"Lyso_PE(20:2)","PE",0.033399251790048,5.53942266664165,0.0473847916076693,0.827678073268057,0.999597878815842,56627.524337812,41031.102951071,40380.66354368,41745.84310915,30119.642166133,32888.802062985,46909.583679177,44805.243087781,27632.122039789,45042.602706887,48135.223281906,39455.6707153238,41980.9552215692
"Lyso_PE(20:3)","PE",-0.129397003277258,4.99631521215115,0.710743641763031,0.399197051351589,0.999597878815842,31312.7019042894,25357.24148561,29189.502120969,27391.281616209,24752.121734623,28956.061920168,28239.082031245,29028.401885992,28330.54205321,29772.421874998,29964.602081311,28865.3019531226,27600.5697723401
"Lyso_PE(20:4)","PE",-0.195421471757056,7.24673117203495,1.62200192684588,0.202812873260442,0.841027344240669,139827.98937983,136471.26965331,138905.32995605,120690.74792484,114423.22802734,119206.92883293,155828.59228516,169397.4729004,131938.5491942,137416.84936517,124840.81042476,142757.678515572,130063.712988274
"Lyso_PE(20:5)","PE",-0.0856275792191269,5.04868339588672,0.311309523721775,0.576877718856678,0.999597878815842,30867.022338851,30353.741790783,28724.882293702,27720.061859134,27506.16178894,30413.781829834,29534.022491453,31223.901931751,30369.481964112,25801.121780393,31062.482070925,29468.4619995086,29034.374014282
"Lyso_PE(21:0)","PE",-0.0765189662472175,4.33624031655864,0.248422263567392,0.618188207579179,0.999597878815842,17083.741256713,18008.641098022,19005.541320799,18370.781372072,17183.561172485,17546.481216432,18027.801422116,20086.641510013,16704.901138297,18030.261169437,17937.661163322,18079.217291259,17930.4532440182
"Lyso_PE(22:0)","PE",-0.134889349717538,3.99057121103872,0.77138049837491,0.379790322648014,0.999597878815842,13355.960990903,14538.141067507,14770.601119997,13491.7808380081,12782.8009529114,14097.760940544,15267.581108085,13351.980949398,14637.841064447,15022.4210357642,14300.041091916,14475.5170196476,13787.8569938653
"Lyso_PE(22:1)","PE",-0.150994697520029,4.3987206831617,0.967076926944046,0.325410268371142,0.999597878815842,17653.621154786,18909.681564336,17972.861206052,18032.601181032,18168.581268304,19109.761352533,19236.841506967,19916.861297604,17457.941116329,20767.441558837,19234.201408385,19297.769366454,18147.469274902
"Lyso_PE(22:2)","PE",-0.0629643707188162,4.59846705156825,0.168268278972732,0.681655450943218,0.999597878815842,22977.761688231,20886.761535645,22808.701614379,21920.86141968,19972.361419683,22464.121856679,21161.481506348,20336.661437985,22308.921630867,22063.621414185,20544.241470338,21666.9615692128,21713.2895355236
"Lyso_PE(22:4)","PE",-0.0809092956873061,4.3332528699381,0.277737534812715,0.598187965307336,0.999597878815842,16217.201194765,16319.141250607,19338.881256102,18080.881164552,18699.741287229,17638.361068715,18295.181396479,16760.0611801164,17538.521331792,19348.101486205,19144.381301871,17916.0452926615,17731.169230651
"Lyso_PE(22:5)","PE",-0.0781126038956483,4.34123732614772,0.258877364417685,0.61089247147637,0.999597878815842,18638.481414805,16135.101181034,18043.80131531,20728.981460574,16325.741134643,18635.841384884,17054.601165766,17742.121200562,18106.52139282,18991.941360484,18227.481292732,18106.2053009032,17974.4213012732
"Lyso_PE(22:6)","PE",0.0861595760429206,4.48843291843247,0.315012703806218,0.574620356556261,0.999597878815842,18662.081192004,19894.021247858,22246.061553958,25000.841812122,19494.401397701,17737.7411499,18299.661361695,19625.641380304,17810.50110626,21200.521545405,20476.761474609,18934.8133087128,21059.4814407286
"Lyso_PE(24:0)","PE",-0.0537789807049913,3.91531679677913,0.122635558132004,0.7261934088122,0.999597878815842,12876.300872804,12706.240966799,14881.661033628,14734.541076662,12357.3209838883,12559.280838008,13160.8009643549,13791.660903927,13248.400848384,14179.761001592,13477.960922243,13387.9809112532,13511.2129867563
"Lyso_PE(24:1)","PE",-0.111781619146624,4.03786103837347,0.52984237149434,0.466673137310645,0.999597878815842,14391.841156003,13809.28096771,14767.641105651,14859.701004022,14548.081161499,13719.760955816,14779.7210311866,16016.201148992,14536.001144401,15768.201126092,13857.060981757,14963.9770812975,14475.309078977
"Lyso_PE(24:6)","PE",-0.0774238771466531,4.25498398033481,0.254300217415732,0.614063306821905,0.999597878815842,17207.381370548,19430.961196896,15471.521102904,15572.781181337,16383.5210800123,17861.981071478,15895.181167598,19110.621353154,14009.98098755,18265.521293646,17584.241432187,17028.6571746852,16813.2331863395
"Lyso_PG(12:0)","PG",-0.0876257976648481,5.74694496431081,0.326159482140483,0.567929323366372,0.999597878815842,47063.063415514,49033.643676753,48440.363464346,48551.743286125,45125.303405751,47970.263488765,49740.083435057,48959.263244612,45106.323120117,50428.063354467,46051.863342277,48440.7993286036,47642.8234496978
"Lyso_PG(13:0)","PG",-0.070789161596013,5.84621294022451,0.212881702666536,0.644518070247458,0.999597878815842,50479.563842739,49505.543334941,49500.263916022,53114.083923327,49515.023742655,53021.943847651,51396.004028324,48375.463623024,48942.743347142,51392.483581556,57270.444702135,50625.7276855394,50422.8957519368
"Lyso_PG(14:0)","PG",-0.00465762512124518,5.78356458500284,0.000921658352268651,0.97578088132449,0.999597878815842,45008.583251954,47787.063476561,55499.163391105,52597.584167452,51227.044189444,48220.42285156,50117.60375974,49244.963256842,44897.103027325,49109.262878418,47040.043518066,48317.871154777,50423.8876953032
"Lyso_PG(14:1)","PG",0.000340703347632922,8.90838552822702,4.93482116326049e-06,0.99822754420143,0.999597878815842,391447.02734378,422484.30908204,524753.79785153,469556.05127011,472968.97119142,425704.61328121,545685.77880859,424938.1879888,351243.74365239,432825.08984375,282000.07861332,436079.482714948,456242.031347776
"Lyso_PG(15:0)","PG",0.0993930338447232,6.31488795273548,0.419718747373736,0.517077417215189,0.999597878815842,70335.5250244,84434.92663575,71013.84509277,75211.984985372,69647.96472165,68049.60485837,62567.64440918,68149.18481443,62899.30456546,69510.82482909,77551.36560061,66235.312695306,74128.8492919884
