"lipid","type","logFC","logCPM","LR","PValue","FDR","I7-1","I7-2","I7-3","I7-4","S7-1","S7-2","S7-3","S7-4","Blank","mean1","mean2"
"Lyso_PS(19:1)","PS",-0.0883805219613546,6.88865589262186,0.176075641474426,0.674767692239679,0.999799278063257,20329.7815475573,37601.5830115531,37688.322555566,35661.9025878603,22834.101730353,42563.14276122,34318.902725236,46366.963241574,20561.021423338,32820.3974256342,36520.7776145957
"Lyso_PS(20:0)","PS",-0.28508178799924,6.77928056548818,1.8291391765257,0.176229255500028,0.999799278063257,30409.402160638,14977.621238702,31552.402038558,31033.401916505,32019.082305917,35827.182601926,32221.422088618,36855.882507334,28024.081848136,26993.2068386008,34230.8923759488
"Lyso_PS(20:1)","PS",-0.405803054252747,6.07723464223075,3.69846098226151,0.0544626814714276,0.999799278063257,20450.4215469337,11860.6808967566,16251.6211166349,16249.801269525,19275.4211425775,37426.1823044107,16295.781318658,17656.081184386,14957.5011291505,16203.1312074625,22663.3664875081
"Lyso_PS(20:2)","PS",-0.281855878601791,5.57511748261555,1.78609941097744,0.181402134065356,0.999799278063257,12022.9008102389,8054.8406105002,12215.560882563,12417.700851439,16050.021286011,14762.881057744,14095.620979316,11538.0408287068,15907.621223457,11177.7507886853,14111.6410379444
"Lyso_PS(20:3)","PS",-0.266924986044114,6.11607752078443,1.60304265880293,0.205472554078165,0.999799278063257,18152.661178594,11414.2809600801,17116.621185298,17821.2013320861,19829.44127655,21555.181442256,20640.021347042,18623.0012359701,24723.461921694,16126.1911640145,20161.9113254545
"Lyso_PS(20:4)","PS",-0.203511815038873,5.76596774479151,0.932124377995535,0.334311514537368,0.999799278063257,14246.800773623,8980.4207000773,15611.1612472516,14538.781242372,15165.3211746224,17776.6612243652,14982.760986324,16118.24125672,16803.1610450693,13344.290990831,16010.7461605079
"Lyso_PS(20:5)","PS",-0.312651290203235,6.47762786995276,2.1987041612964,0.138126810356847,0.999799278063257,20979.261535649,12296.0407562246,24286.481636045,21436.70137024,27249.861709593,22741.641815192,26003.4020156846,25595.841651914,35767.722984271,19749.6213245397,25397.6867980959
"Lyso_PS(21:0)","PS",-0.261176916454821,6.82636658895155,1.5356813472826,0.215261774392374,0.999799278063257,32851.322387711,16899.3012237496,32739.242309572,30088.10232544,34290.402465822,33812.522430415,33197.622375482,38669.802673342,29124.622131333,28144.4920616181,34992.5874862652
"Lyso_PS(22:0","PS",-0.0635990071377409,6.97151157723829,0.0911883245213261,0.762671848112271,0.999799278063257,28158.761856084,24389.0218963503,53917.342895546,35416.122589118,28669.7820129339,46356.7030563439,35001.5820159712,45348.543304434,19130.341087339,35470.3123092746,38844.1525974207
"Lyso_PS(22:1)","PS",-0.298163053160897,5.50180660754963,1.9982829284784,0.157477514164427,0.999799278063257,12788.4610137975,7422.1405181831,11663.0209617589,11437.580802924,12229.7408561643,16239.2611351058,13496.7809295807,13527.9809341447,13375.020904547,10827.8008241659,13873.4409637489
"Lyso_PS(22:2)","PS",-0.115204161955302,5.46280152444447,0.298766414718894,0.584656803345511,0.999799278063257,12363.3608093192,9059.9406166127,13512.101074219,10693.9407501166,14124.8410568254,12903.9408073477,11550.8609313997,12693.4009628313,12225.3607940643,11407.3358125669,12818.260939601
"Lyso_PS(22:4)","PS",-0.197465080249837,5.68998711983981,0.877552051509767,0.348873030421474,0.999799278063257,14673.1411514346,8498.0006599361,14925.6611633382,13648.3012161288,15230.6209526053,17144.6009445133,13682.8211059526,15743.0210533211,14386.3009262073,12936.2760477094,15450.2660140981
"Lyso_PS(22:6)","PS",0.336070968487824,6.25929378286915,2.53952584079889,0.11102812407389,0.999799278063257,19849.061592101,10633.8408393836,45670.663253749,16957.7813034088,19016.581253056,21226.441589357,17357.681045528,19414.58122253,19451.161605839,23277.8367471606,19253.8212776177
"Lyso_Sphinganine-1-phosphocholine","SM",-0.0806485479137451,6.31519042274937,0.146574297175334,0.701830816917582,0.999799278063257,21971.101577755,24691.9622650066,21125.5417594904,23096.6810607798,20380.2014312685,25119.58160401,28107.9220123311,25987.5813941978,10511.720756536,22721.321665758,24898.8216104519
"Lyso_Sphingosine-1-phosphocholine","SM",-0.1280605950311,6.16701695783961,0.369452744864589,0.543302720262058,0.999799278063257,18868.5014114348,20861.7817306667,19387.8414077749,20774.2615890486,18729.8811492965,21952.8013992309,26651.601989734,23059.242019661,10578.0407676657,19973.0965347313,22598.3816394806
"O-(11-carboxyundecanoyl)carnitine","AC",0.119300816913771,9.60862265152505,0.32096056141927,0.571030953795809,0.999799278063257,213981.175109869,186136.532531727,135491.989562988,184004.634399503,136794.369720486,180216.253265338,179924.512542712,189609.31378175,445717.41406231,179903.582901022,171636.112327571
"O-(13-carboxytridecanoyl)carnitine","AC",0.290948408505011,9.95401705991097,1.90635062854017,0.167369200829337,0.999799278063257,290855.941223183,241313.87731934,214867.694763165,331919.182708688,172569.752654999,234883.555221534,248712.57662969,259542.777954112,407938.9675293,269739.174003594,228927.165615084
"O-(17-carboxyheptadecanoyl)carnitine","AC",-0.0386185401186779,10.6870046597822,0.0336434980272315,0.854467197614542,0.999799278063257,567420.843647075,430739.49160011,259642.558174108,405315.827434579,333964.164497388,446988.570556676,459084.752849612,525714.398536729,605020.20019535,415779.680213968,441437.971610101
"O-arachidonoylcarnitine","AC",0.0704136966396919,10.7496778225843,0.11183937611213,0.738059671764272,0.999799278063257,504060.8768005,456231.07288366,305183.921752884,545209.15893551,337784.50486377,462341.97346113,468420.055599276,520990.334972413,611957.56298838,452671.257593138,447384.217224147
"O-behenoylcarnitine","AC",0.492991630852229,9.49831784628418,5.45593504842509,0.0195019644358227,0.648765350231703,184757.21308894,161868.511985785,190131.65277859,328523.004737847,122668.788249951,159418.431137128,171979.131442958,186557.792533834,254779.696594153,216320.095647791,160156.035840968
"O-oleoylcarnitine, Elaidic carnitine","AC",-0.191301965283005,13.8709381196332,0.825019834126579,0.36371656044733,0.999799278063257,4968351.33544949,4522398.8164061,2087117.1816404,3062316.3867188,2965523.16027829,4545947.54797387,4580842.84082056,5177071.4970704,4997468.9375002,3660045.9300537,4317346.26153578
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine","AC",0.235928884215478,9.77763624012142,1.25423493624658,0.262745166194027,0.999799278063257,245209.237182682,216090.01574709,188767.934753426,284169.038940425,152388.490447961,213855.195068368,215787.835113565,242328.116729752,366726.98474118,233559.056655906,206089.909339911
"Palmitoylcarnitine, (5Z)-13-carboxytridec-5-enoylcarnitine","AC",0.180435723079838,9.90755804809462,0.733950076755718,0.391605803633812,0.999799278063257,271437.059326102,226658.696228045,196385.674285981,317628.199798668,170906.612304648,234312.216705311,248470.037231448,273673.89953612,389890.96630871,253027.407409699,231840.691444382
"PC (30:0)","PC",-0.0485304908165282,12.493870480158,0.0531311784870923,0.817701698624841,0.999799278063257,2118888.43173211,2070012.13351438,1501039.08937076,1480990.57606505,2013387.38952633,2647160.03036497,1903115.05657963,1165817.43774413,12248.9408035272,1792732.55767058,1932369.97855376
"PC (30:1)","PC",-0.0250935299450432,12.4778668546422,0.0142055635224096,0.905127130772522,0.999799278063257,2180599.99456782,1972234.51556398,1473242.52960199,1523542.86190789,2027231.96635437,2600973.40682984,1868594.02722172,1085049.98550418,12979.7609024071,1787404.97541042,1895462.34647753
"PC (30:2)","PC",-0.0104728640478817,12.4614062202434,0.00247440420935163,0.960326884139634,0.999799278063257,2360538.06098932,2082505.81057733,1440169.59922024,1235818.42500304,1921474.46298983,2706429.2943116,1787857.49371343,1059699.69577023,13074.0608749409,1779757.97394748,1868865.23669627
"PC (32:0)","PC",-0.00562435830369365,11.4935818159414,0.000713642564733163,0.978687775542622,0.999799278063257,1123146.11219784,964895.821868951,747501.644287073,799831.94750977,984790.389266959,1342234.93244926,889817.20936584,593451.405822787,10267.360733029,908843.881465908,952573.484226211
"PC (32:1)","PC",0.0169564356264121,11.5142754337852,0.00648637313133804,0.935809356543645,0.999799278063257,1110714.01734874,1024172.15748594,752969.886826091,828392.24200441,983157.105621315,1304286.25787345,934739.100433398,607310.969314586,10169.8007316635,929062.075916295,957373.358310687
"PC (32:2)","PC",-0.0266713842916564,11.5124665110378,0.0160479735131958,0.899193203895657,0.999799278063257,1041771.76948552,1049300.17466734,720555.06960298,842719.777832078,1055082.52566527,1361096.3512574,876550.771789544,595426.509597754,10242.500701899,913586.69789698,972039.039577492
"PC (32:3)","PC",0.0177075897838621,11.5177570238387,0.00707377948128851,0.932972342143403,0.999799278063257,1092039.76969913,1087036.20532227,744495.06533814,803691.303100568,964805.397750851,1367971.98957819,937227.464966308,573981.038497976,10055.340629575,931815.585865027,960996.472698331
"PC (32:4)","PC",0.0468186491034357,11.7003213587606,0.049448745961854,0.824025287789096,0.999799278063257,1218714.3665924,1194818.57806396,851494.890304609,1003326.63627622,1133173.96917727,1497176.75588991,1003154.75050352,681594.09311681,12037.660835264,1067088.6178093,1078774.89217188
"PC (32:5)","PC",-0.0639161215251146,12.7706448910126,0.0921566794277169,0.761453082305854,0.999799278063257,2638056.6552124,2452559.34204101,1686217.72953033,1865346.68222044,2657429.28910066,3059385.35818477,2270426.51385495,1408961.12496942,13803.8610229528,2160545.10225104,2349050.57152745
"PC (34:0)","PC",-0.0178600300920402,12.235180314432,0.00719616479909746,0.932396374723751,0.999799278063257,1667752.97969059,1841918.58016973,1221457.11843877,1323320.30130011,1739220.09751891,2235146.70422369,1523404.8623657,899697.666503942,11032.180877681,1513612.2448998,1599367.33265306
"PC (34:1)","PC",-0.0157740296986659,12.2240782763359,0.00561335589009104,0.940276507819404,0.999799278063257,1617198.61868281,1672249.2064819,1268921.75271605,1446787.70852661,1628224.43099972,2159286.8096924,1705492.32420352,839531.069290641,11027.980728146,1501289.32160184,1583133.65854657
"PC (34:2)","PC",0.0065654785837321,12.2484833767626,0.000972462526988238,0.975122535542144,0.999799278063257,1841702.31140142,1799206.33856205,1278459.53816221,1248177.83459469,1614764.0239563,2278536.62103272,1598202.02679443,914080.258240259,11610.040817263,1541886.50568009,1601395.73250593
"PC (34:3)","PC",-0.0240321549941629,12.4869470319893,0.0130292954199831,0.909122106019157,0.999799278063257,1943050.47332761,2045732.20593255,1463190.11987305,1732638.42419429,1920147.03349305,2763230.60305796,1807733.69638057,1153364.0957031,15372.001022339,1796152.80583187,1911118.85715867
"PC (34:4)","PC",0.00662487716937621,12.5978380705892,0.000990139960777014,0.974897516417557,0.999799278063257,2277784.31036377,2153936.37200919,1661529.99371333,1755886.62432867,2095582.21228021,2745453.3809814,2104396.22277834,1196640.81007382,14837.941101074,1962284.32510374,2035518.15652844
"PC (34:5)","PC",-0.0417938942377427,12.5483047829686,0.0394049919268582,0.842648481669518,0.999799278063257,2099110.82641607,2429062.54302986,1473955.85920714,1464742.1794433,2203808.42359165,2616539.60968014,1942077.80224612,1231716.88697814,14225.661010737,1866717.85202409,1998535.68062401
"PC (34:6)","PC",-0.102322426752105,11.8416810032709,0.236150084578185,0.627000660107051,0.999799278063257,1405312.69277956,1316916.27859502,885533.099990877,871780.741577153,1347968.40287782,1710281.68737795,1148986.23263548,801551.3149485,10235.88076019,1119885.70323565,1252196.90945994
"PC (36:0); PCp(38:6)","PC",0.0220408929958348,13.5714617725968,0.0109596707334276,0.916623030308195,0.999799278063257,4391996.47113036,4534160.55700683,3300049.6116639,3276857.68573003,4028929.18733223,5545746.44406134,3893337.59625238,2464457.23062141,26663.3419876,3875766.08138278,3983117.61456684
"PC (36:1)","PC",-0.0454812869164849,12.540551783996,0.0466646739805583,0.828972097274084,0.999799278063257,2209099.03260804,2080289.94458007,1525263.30343626,1597291.48924253,2070624.65589908,2725116.81741336,1945377.60974127,1233362.79025271,14339.901107781,1852985.94246673,1993620.4683266
"PC (36:2)","PC",-0.0463153794194471,12.5178415758377,0.0483918738209468,0.825885538812342,0.999799278063257,2165186.39077767,2090064.30981454,1548552.48663328,1492273.3471374,2086055.69621269,2631369.00454713,1848412.93524164,1283366.81422426,13808.661025999,1824019.13359072,1962301.11255643
"PC (36:3)","PC",-0.0533955610614663,12.9354092471406,0.0643172576383222,0.799798050004818,0.999799278063257,2867670.98614499,2820777.8778992,2089944.56359864,1944183.99090581,2512120.17950435,3791585.51489269,2611446.5734253,1620589.17315676,17109.58110046,2430644.35463716,2633935.36024477
"PC (36:4)","PC",0.00223555739936999,13.3705590355251,0.000112748268293217,0.991527982568482,0.999799278063257,4034107.44100959,3707287.78814696,2810097.68664547,2851130.88565056,3770700.90988161,4761606.69781483,3413489.29443364,2000202.75158694,19072.181335443,3350655.95036315,3486499.91342925
"PC (36:5)","PC",0.00483829307403326,13.2754254892765,0.000528113567270339,0.981665650788258,0.999799278063257,3576991.63769526,3549779.70532224,2657558.30435176,2765961.80029299,3615856.6321716,4350130.03433235,3132019.21276861,1936219.6736451,19158.501419077,3137572.86191556,3258556.38822941
"PC (36:6)","PC",0.00286740802862526,12.8822120112534,0.000185488897841424,0.989133602297509,0.999799278063257,2619288.76889037,2758086.03344736,1965267.77246091,2202630.2584534,2648101.03099071,3353576.86007691,2479094.96008291,1452464.16828923,15078.02113342,2386318.20831301,2483309.25485994
"PC (36:7)","PC",-0.0517809616418747,12.496804100391,0.0604863641929114,0.805728866991839,0.999799278063257,2059458.12118523,1892639.58978264,1556231.71521001,1658661.70724484,1959696.05374138,2626567.6751862,1997552.79507448,1163746.47687536,13930.461128241,1791747.78335568,1936890.75021935
"PC (36:8)","PC",-0.0971809644272163,12.2997901145938,0.213019853348669,0.644410700528432,0.999799278063257,1777646.60766598,1601175.90704346,1328455.03577425,1444488.56072996,1839036.26086435,2300643.68420403,1699085.87184146,1022767.45312503,11849.180938721,1537941.52780341,1715383.31750872
"PC (38:0)","PC",0.0725443740276496,12.6161404135712,0.118714216077933,0.730433231340413,0.999799278063257,2341552.73202508,2308619.9786377,1596450.73896792,1884641.74114991,2088153.44425968,2730281.88439943,1851832.96527106,1397729.49378962,14168.341033937,2032816.29769515,2016999.44692995
"PC (38:1)","PC",0.0324888293708769,12.6718825179862,0.0238122345181182,0.877363630825935,0.999799278063257,2457724.46441656,2319293.55175784,1667721.65579993,1894986.07049564,2316807.77890772,2837643.10211192,1930686.14782708,1415731.97139734,13335.420867924,2084931.43561749,2125217.25006102
"PC (38:2)","PC",0.0440909730061365,12.7488900319411,0.0438554830034263,0.83412271708955,0.999799278063257,2536801.84854127,2497828.97692871,1821040.83259587,1976030.15740966,2386043.32156379,3116312.25140384,2025531.42718508,1417370.66136167,12724.000846866,2207925.45386888,2236314.41537859
"PC (38:3)","PC",0.0361463171313997,13.3003861171864,0.0294753925409168,0.863685972776066,0.999799278063257,3850506.49468992,3565338.33978332,2578944.74517818,2918125.68228156,3474381.51165763,4792245.80871579,2884536.33178705,2021262.16433724,16958.881317139,3228228.81548325,3293106.45412443
"PC (38:4)","PC",-0.00371412426207146,13.4954729237581,0.000311210402287543,0.985925123647417,0.999799278063257,4214126.36639408,4167276.13970938,3055892.2166595,3143055.98342897,4157887.75025996,5214234.20904532,3434788.09509325,2443833.374649,20856.981338493,3645087.67654798,3812685.85726188
"PC (38:5)","PC",0.0194102956919423,13.5147234831158,0.00849971208208444,0.926543997922727,0.999799278063257,4399750.53076173,4230001.17504896,3080649.48388688,3188000.32324218,4110272.65867623,5159379.29846194,3641411.85809339,2407117.50173945,20785.661560065,3724600.37823494,3829545.32924275
"PC (38:6)","PC",0.0193930205004306,13.4924007624694,0.00848459218468633,0.926609176672067,0.999799278063257,4314021.00433349,4197163.55267391,2920411.26342774,3236150.05273436,3950494.73875414,5094808.45733646,3599177.50103763,2440872.9602357,21167.101531983,3666936.46829238,3771338.41434098
"PC (38:7)","PC",-0.012267595634884,13.3348685327909,0.00339516434178222,0.953535125613264,0.999799278063257,3737940.45907603,3693595.94665518,2668256.82202141,2905018.28097535,3483853.13168332,4766239.14495844,3160010.157715,2286608.45312502,15466.660995486,3251202.87718199,3424177.72187045
"PC (38:8)","PC",0.0383422724382292,12.9770909648633,0.033165383443702,0.855493532557372,0.999799278063257,2978692.71435542,2889953.39291392,2169229.30210873,2286552.59420776,2821392.62269596,3504281.87512206,2450618.13134769,1704642.36758415,15852.161010742,2581107.00089646,2620233.74918746
"PC (38:9)","PC",0.0413034956205691,12.8115363016719,0.0384857896497124,0.844470882904854,0.999799278063257,2600502.95556648,2713541.65478506,1870127.24212648,2031105.88122565,2437779.40345004,3196700.88882446,2214429.03082266,1493165.22943105,14480.500900267,2303819.43342592,2335518.63813205
"PC (40:0)","PC",0.00781882147770306,10.8171695267973,0.00137914645165438,0.970375881388689,0.999799278063257,622623.733703557,593864.495956466,501904.474389094,531801.927574148,614261.484931945,761292.734420812,547007.681930501,411488.26373344,53903.8840294007,562548.657905816,583512.541254175
"PC (40:1)","PC",0.0253639456572659,10.9243816339616,0.0145130166492891,0.904110857047212,0.999799278063257,669791.017181397,658573.137435904,571035.21179203,544385.315014412,628605.049911455,846448.730171225,553692.634712267,479630.177231811,50988.1639862339,610946.170355936,627094.14800669
"PC (40:10)","PC",0.0665319036780774,12.7065323780108,0.0998533699312247,0.752005666843585,0.999799278063257,2469930.92407221,2486201.25781249,1722990.93245702,1963221.41037,2234898.66941829,3016752.91445929,1937220.78344728,1432595.89312741,11739.6608200072,2160586.13117793,2155367.06511307
"PC (40:2)","PC",-0.00580859276676718,11.0037451284379,0.000761153413805005,0.977989947932414,0.999799278063257,717343.970253016,693189.687583916,569144.933036806,574847.492660477,684125.115005489,896588.530479492,634512.40406798,460674.939537011,54657.5439758398,638631.520883554,668975.247272493
"PC (40:3)","PC",0.0259575699112872,11.571917942757,0.0152004976844182,0.901877222961514,0.999799278063257,1135646.49143986,1062382.26170345,818683.224975609,830567.81597901,1021520.53908149,1313718.56017297,886234.320617717,718644.138397209,58821.0836486601,961819.948524482,985029.389567347
"PC (40:4)","PC",0.0413406680135638,12.3202843734122,0.0385549324564636,0.844333020023485,0.999799278063257,1855475.83469386,1844111.77664178,1421984.64901733,1405527.97540281,1782057.12609859,2301082.66513058,1458564.68664551,1082671.98303226,51766.843246417,1631775.05893894,1656094.11522673
"PC (40:5)","PC",0.0357468277679241,12.6042148393949,0.028827357746195,0.865178270807942,0.999799278063257,2286507.07879642,2264742.49517827,1648676.28131093,1756876.72125254,2119677.44305422,2820935.49552905,1828742.87780764,1336593.17099002,26657.861740113,1989200.64413454,2026487.24684523
"PC (40:6)","PC",0.0837612339197704,12.7421166879328,0.158258323994232,0.690765123579643,0.999799278063257,2580574.72775269,2559289.28472895,1795584.00040432,1974755.14202876,2240057.63909911,3007040.3310241,1982033.24676514,1546215.15138237,14389.121047973,2227550.78872868,2193836.59206768
"PC (40:7)","PC",0.129283020138895,12.7954702923586,0.3769461363554,0.539242160984641,0.999799278063257,2670363.28805545,2627017.8311768,1844326.78240965,2241087.66549683,2344553.78231811,2996979.2995601,2026786.27688599,1582888.95108025,13125.540847783,2345698.89178468,2237802.07746111
"PC (40:8)","PC",0.0507535569046304,12.8057991515866,0.0581101757707074,0.809508208673148,0.999799278063257,2584267.32992559,2616529.80120847,1876355.81820688,2127193.4272767,2449560.07774364,3126151.99609318,2084216.80813601,1613905.11489863,14036.381088256,2301086.59415441,2318458.49921787
"PC (40:9)","PC",0.0607038770596386,12.720252486354,0.0831270122762362,0.773103670823291,0.999799278063257,2515358.85929867,2406430.62670895,1804271.27075201,1978584.37762442,2280516.18923953,2919523.73817434,2040788.83978271,1463109.06452947,14473.040969856,2176161.28359601,2175984.45793151
"PC (42:0)","PC",-0.0884074948714239,7.94030061985502,0.176249201019573,0.674616632488557,0.999799278063257,99771.0870666056,83785.3877943951,72423.0653915032,41715.2435760641,85007.2868346681,121773.329315217,83872.2245102307,39196.0227584082,6844.4405059825,74423.695957142,82462.215854631
"PC (42:1)","PC",-0.283949094495886,8.33293012037736,1.81562366652133,0.177835088012667,0.999799278063257,86437.2253456038,92286.3860741114,94839.0659523315,78163.2663840258,85628.0067634122,208036.479515503,80496.7048263716,80408.185279894,25704.0618362316,87931.4859390181,113642.344096295
"PC (42:10)","PC",0.0136965940185393,10.751408122614,0.00423205355400569,0.948130817998625,0.999799278063257,568758.296768164,601271.163505082,501304.308434512,495413.475990317,567316.738800004,702833.22385786,545443.242226185,420045.571216574,32429.802059125,541686.811174519,558909.694025156
"PC (42:11)","PC",0.0345477529015912,10.7252095818506,0.0269250528945122,0.869661433849052,0.999799278063257,575936.223915631,584853.153747109,504002.234088403,480671.723777277,564897.882720477,729181.914505052,491855.287841771,401068.250701868,28855.3424682548,536365.833882105,546750.833942292
"PC (42:2)","PC",-0.265369577551667,8.64428803480456,1.58619137955247,0.207871124474828,0.999799278063257,86849.6244202202,170498.110244776,101328.14886096,84651.5068550111,92149.4859658358,222522.051677196,164756.29216772,79676.9662284318,26660.8621978726,110831.847595242,139776.199009796
"PC (42:3)","PC",0.463205778017627,8.8608322670732,4.81911966182543,0.0281457167675868,0.833201431292105,167804.92866902,163928.288902201,175784.773254345,151446.58810799,89847.5863494536,235784.111610361,91231.7059173367,90966.3449821241,27648.4422035197,164741.144733389,126957.437214819
"PC (42:4)","PC",0.254838539177144,9.08056905548253,1.46302910775839,0.226448772363425,0.999799278063257,179316.354003808,180878.337898282,186199.534218363,175657.137141679,179288.011310077,253905.39647669,103731.669681553,101188.587375637,29397.1420517003,180512.840815533,159528.416210989
"PC (42:5)","PC",0.183788894534486,9.50449480359019,0.761460157325018,0.382871956118768,0.999799278063257,217780.119033264,245511.394779257,245666.602096514,246718.33219523,223727.493934081,310084.095306399,127502.406631345,223762.45235394,25787.5618972738,238919.112026066,221269.112056441
"PC (42:6)","PC",0.0286775573786265,10.5424388597724,0.0185524777484716,0.891657261687088,0.999799278063257,515541.904060853,482705.03686849,432142.214035056,451601.849143531,478928.397941553,637788.186912555,449770.187423702,359820.432788821,30816.521514886,470497.751026982,481576.801266658
"PC (42:7)","PC",0.00170043773552422,10.9556804303616,6.52304879622534e-05,0.993555924001912,0.999799278063257,691379.634719856,681189.361038155,536649.042099504,581221.389556334,643328.164856489,843702.804611236,623220.472549468,483116.687995884,32289.4424743099,622609.856853462,648342.032503269
"PC (42:8)","PC",-0.0174065531036179,10.8495210552285,0.00683520897655399,0.934109707347802,0.999799278063257,611373.350601201,603275.860588046,539679.015578195,541135.606033284,599493.25593562,813517.974060007,544163.849556021,470746.750991266,31946.3027686912,573865.958200181,606980.457635729
"PC (42:9)","PC",0.00612401185178164,10.7619666812373,0.000846056652790139,0.976795161631734,0.999799278063257,566401.126495369,563510.932949048,519494.158103953,527836.290077248,560669.627532443,780461.600498164,526279.915320317,400450.333534286,29795.5221328368,544310.626906405,566965.369221302
"PC (44:0)","PC",-0.245452706806562,5.60081780593479,1.35546641211529,0.2443247398872,0.999799278063257,10767.0608749428,16696.8013992389,12352.9208221407,14360.8610534654,13786.0408477827,25476.1418762636,19459.3409614528,8689.5205001799,2963.4002265923,13544.4110374469,16852.7610464197
"PC (44:1)","PC",-0.0733543715329674,5.60014797084226,0.121195468504084,0.727741507141955,0.999799278063257,12079.5008430497,16817.0212936432,12854.5408744733,15801.7408790634,15427.0208854674,28843.9626999141,11081.5207328801,8908.3404846224,3136.6601982144,14388.2009725574,16065.211200721
"PC (44:10)","PC",-0.251215585910768,6.97705683223319,1.42114440913792,0.233215130780257,0.999799278063257,32747.5420799313,51939.524349249,33518.0816153931,24728.1822090129,23647.7618293787,79399.7057152567,49803.0238075689,26480.3615722633,4341.880374907,35733.3325633966,44832.7132311169
"PC (44:12)","PC",-0.179695575542859,7.49163661048062,0.727717164644616,0.393624146524945,0.999799278063257,66134.8864402524,52633.5625610601,38709.0019645912,52086.1244125601,55881.7031555126,83215.2068710627,58133.9041976918,50469.5830917626,6300.2605476392,52390.893844616,61925.0993290074
"PC (44:2)","PC",0.583325865572562,5.55710940719259,7.61246632642587,0.00579661470769899,0.259620219106886,13711.0208625684,20722.9011878726,14253.5009498711,19542.4214744429,11287.5408706755,14814.6010818491,13236.2810516363,8158.8804512078,3679.6402397187,17057.4611186888,11874.3258638422
"PC (44:3)","PC",-0.186922479737209,5.3508434934743,0.786255477616236,0.37523479389051,0.999799278063257,14512.141254436,12959.5207595848,8028.5405235413,10847.1208343496,11390.9007301312,17755.0012321366,15641.4413490222,10067.7605972221,3158.3601989731,11586.8308429779,13713.775977128
"PC (44:4)","PC",-0.159148235008379,5.48065274722797,0.570147977348143,0.450200120122086,0.999799278063257,16039.6807823197,12944.9209327689,9864.500629416,11589.3211021433,12273.8808326663,21518.3418807991,14933.0611228994,10161.340633389,4695.9403419535,12609.605861662,14721.6561174384
"PC (44:5)","PC",-0.157872027082637,5.72587231545688,0.561197758813933,0.453778049545977,0.999799278063257,17191.3411788877,14228.6409835808,12541.7008132931,16068.1614227276,15829.0213241649,24627.5614967322,19206.7610321046,10343.4207992678,5002.2603569014,15007.4610996223,17501.6911630674
"PC (44:6)","PC",-0.259057909370966,6.34626509090016,1.5106227567212,0.219044083814399,0.999799278063257,22652.9017829849,20610.2617301972,29507.2419242859,17807.4613380463,41602.942340872,28506.4615478493,23152.5614280813,19039.8011741569,4790.2403411868,22644.4666938786,28075.4416227399
"PC (44:7)","PC",-0.0495262812247823,6.73776966489524,0.0552961066887292,0.814091348045445,0.999799278063257,28874.6215743626,48766.8244400697,29645.6419449221,22185.7219390923,22938.7218628012,41439.0033950966,49692.2236519106,24665.2823257491,5006.3603935189,32368.2024746117,34683.8078088894
"PC (44:8)","PC",-0.00757349150826279,7.14186946118034,0.00129334619668953,0.971311763716764,0.999799278063257,67870.0242576812,49388.482448623,36260.343170187,22993.4412345948,26600.3415527224,82520.1043319663,51142.0228691591,25883.0219192531,3874.2402420044,44128.0727777715,46536.3726682752
"PC (46:0)","PC",-0.0910984479170465,4.4939976484868,0.186562818216316,0.665792884546283,0.999799278063257,7626.5805854784,8113.4204902618,4720.5003051784,5616.6604690538,6187.42037201,9419.4206771813,7717.7005958509,5573.4603767369,2398.5401611321,6519.2904624931,7224.50050544478
"PC (46:1)","PC",-0.186923032701626,4.45652052011327,0.784945761380186,0.375632805212853,0.999799278063257,7604.2405357353,6365.4204254171,4877.4802169858,5465.9804534881,7197.8804359394,8573.8806228625,7475.8004303017,5472.4403419537,2680.0001945501,6078.28040790658,7180.00045776432
"PC (46:2)","PC",-0.232010900505156,4.47355028699218,1.20889139341716,0.2715517897745,0.999799278063257,7668.7605171159,6603.60040665,4925.680362704,5060.0803832975,7015.3805580168,9284.4206581122,7866.3806495602,5424.6203651367,2629.9801940908,6064.53041744185,7397.70055770647
"PC (48:0)","PC",0.00519918175429919,4.65440321640447,0.000608032683487636,0.980327501782638,0.999799278063257,9521.7206573523,9683.7606506354,6249.9004936143,5344.9604682895,8109.4807586646,9660.7608337438,7660.1406173694,6394.0204887415,1765.0001144405,7700.08556747288,7956.10067462983
"PC (48:2)","PC",0.0290330043641508,4.36142686765198,0.018945764253175,0.890522085214671,0.999799278063257,6852.5603828391,8143.4607505751,5326.6803436325,4521.3403167719,6265.6004829395,7274.840499876,6175.0204467726,5524.6004905711,2144.7401542664,6211.01044845465,6310.0154800398
"PC (50:0)","PC",-0.116779494660487,4.63803102883544,0.306654643207409,0.57974032211109,0.999799278063257,7798.7004775991,8971.400543212,6407.0604782148,5800.4604415902,7818.8206405584,10734.9207305927,7652.08052826,6541.1005020141,1948.4401435849,7244.40548515402,8186.7306003563
"PC (52:0)","PC",-0.0359522066660072,4.01412886416191,0.0290209199222602,0.864730742856181,0.999799278063257,4965.420406339,5953.120407108,3752.7202224722,4128.1203575115,4906.5402564992,6519.5005722072,4333.360279083,4339.8602981569,2093.6601600649,4699.84534835767,5024.81535148658
